Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21
cg17961725,0.088212385,0.056692408,0.782108816,0.919580695,0.874810011,0.731415697,0.201998624,0.911023369
cg18005867,0.515280385,0.050443658,0.513374266,0.51587326,0.391199077,0.831672619,0.398189482,0.538518914
cg18046394,0.568324918,0.65298818,0.647543804,0.633505894,0.630875671,0.878858055,0.614148525,0.641989417
cg18059933,0.197153394,0.141093369,0.18436315,0.128720306,0.250411253,0.130462716,0.332037968,0.080340857
cg18104242,0.554190127,0.63579581,0.554770791,0.552905205,0.339660679,0.25045496,0.653190286,0.586864156
cg18110333,0.023835821,0.023555217,0.013841519,0.013817125,0.020550037,0.032297037,0.029692404,0.031362539
cg18168249,0.524159291,0.191038245,0.13526562,0.080293011,0.239660282,0.016685925,0.364576523,0.111246399
cg18209323,0.958737695,0.984578142,0.966717437,0.978536305,0.979374469,0.924406889,0.975403407,0.97936819
cg18222865,0.435986373,0.301702762,0.398645385,0.498432723,0.577267863,0.516976709,0.414777659,0.133269029
cg18232861,0.030159831,0.041646362,0.036925386,0.033280581,0.055766798,0.101747648,0.037228814,0.037187432
cg18241308,0.570378726,0.23772319,0.545578672,0.536428343,0.391023023,0.347618104,0.38357592,0.544407611
cg18269963,0.522447728,0.555692234,0.553527934,0.945447348,0.710806799,0.825542547,0.930352896,0.573867108
cg18279536,0.439892315,0.441966663,0.82690351,0.903044351,0.964842314,0.776372253,0.384485123,0.883748998
cg18320188,0.786276189,0.866976428,0.882605066,0.879429172,0.868024471,0.91516528,0.86291485,0.880425022
cg18322025,0.43669693,0.485579957,0.524393186,0.513398167,0.783344391,0.177070971,0.492177555,0.514957623
cg18330203,0.562135881,0.561052628,0.576370506,0.558860012,0.629504828,0.765865563,0.441520675,0.562140048
cg18335505,0.834597871,0.884091351,0.658530168,0.891035241,0.707687894,0.920955939,0.897726279,0.906444064
cg18351329,0.383039978,0.379263747,0.766367052,0.569989546,0.685067816,0.184973949,0.921945798,0.922430581
cg18352516,0.483687086,0.26300419,0.415685766,0.131569418,0.390845756,0.301520558,0.663779983,0.521019152
cg18368411,0.369472206,0.252198842,0.469508352,0.9613732,0.955519084,0.974992455,0.416994805,0.959117481
cg18372208,0.074749036,0.071194557,0.082676458,0.052916881,0.057970234,0.044834269,0.063500234,0.112999502
cg18402987,0.962845411,0.980214233,0.976471258,0.977323169,0.964332641,0.927363458,0.972376139,0.97341636
cg18448614,0.716498315,0.108095651,0.096856104,0.266464672,0.117510821,0.246608197,0.07655098,0.375059286
cg18449021,0.054604119,0.057951104,0.482690903,0.549956844,0.363967067,0.863197757,0.033122401,0.534576411
cg18460830,0.592105776,0.908967051,0.479848585,0.541244897,0.084178004,0.098426611,0.067068902,0.523484763
cg18464823,0.046782338,0.383364538,0.127444609,0.056938513,0.067375162,0.033858332,0.187414504,0.080491877
cg18467189,0.519877233,0.035111636,0.44906963,0.405196342,0.38947661,0.577760092,0.597815154,0.461777082
cg18482112,0.592070143,0.565258077,0.577764457,0.5941758,0.683603749,0.335730986,0.464143383,0.573941853
cg18506672,0.890436228,0.948538072,0.938779354,0.93213193,0.783400617,0.842252562,0.492976101,0.926844842
cg18507732,0.589416114,0.114795725,0.223005608,0.120146561,0.362491641,0.136555565,0.398413127,0.10323094
cg18520517,0.457853758,0.432887204,0.489449571,0.577275683,0.102984332,0.561566094,0.337398231,0.463465457
cg18522231,0.668010652,0.585057543,0.548122146,0.842648146,0.507037688,0.589949398,0.787179531,0.489762328
cg18558073,0.282677205,0.121002962,0.197113343,0.053575652,0.020388435,0.062631318,0.278604843,0.062757587
cg18571156,0.143861426,0.10534892,0.531365818,0.368743311,0.32237658,0.244372266,0.915554331,0.09204805
cg18587504,0.116785446,0.063264562,0.143737709,0.083549528,0.235855735,0.035318815,0.094838856,0.11395203
cg18587557,0.884634563,0.899048732,0.718714313,0.917995973,0.857111862,0.898155651,0.910003642,0.917139711
cg18634560,0.165327679,0.100778606,0.243713448,0.070165818,0.045718963,0.065687923,0.799815518,0.085408625
cg18648917,0.121788657,0.087065761,0.334112882,0.085882543,0.029854095,0.249931897,0.648085177,0.160257439
cg18665594,0.66018881,0.1129724,0.75263961,0.950142422,0.565206463,0.902379995,0.937062416,0.942563197
cg18670770,0.168961973,0.058635593,0.94802428,0.952996356,0.962038189,0.890416687,0.46876288,0.966302232
cg18678645,0.030912759,0.033485678,0.45035367,0.027196756,0.324677269,0.05069258,0.04499282,0.039209517
cg18693051,0.379537015,0.175781246,0.074279547,0.128600478,0.112871161,0.149105688,0.105832552,0.100266786
cg18707489,0.476992495,0.301572166,0.495669536,0.400404792,0.606605321,0.805699691,0.612221659,0.16066683
cg18713748,0.924204553,0.950160386,0.967223502,0.959934709,0.903967141,0.794287173,0.930224883,0.95350395
cg18735089,0.338985338,0.431040133,0.358465218,0.651239421,0.65949861,0.735377123,0.477244987,0.540941724
cg18792146,0.702956667,0.591326659,0.042238547,0.397611242,0.030761141,0.555145534,0.955106573,0.35257159
cg18850089,0.464377195,0.701876057,0.885164229,0.871169186,0.939201317,0.801423667,0.773798925,0.642788738
cg18856614,0.34370922,0.46576718,0.137382573,0.473327975,0.099714503,0.279910061,0.582390507,0.47864225
cg18857062,0.425821243,0.822877388,0.440508742,0.449090234,0.290907572,0.058676802,0.50476669,0.470271008
cg18865445,0.748206067,0.945355756,0.850184674,0.862230415,0.863755479,0.940338825,0.436202184,0.624773838
cg18912107,0.275920022,0.49697459,0.207547977,0.747010221,0.181735752,0.077084774,0.42266834,0.072807431
cg18934443,0.816642224,0.554352168,0.094802654,0.48946975,0.134020712,0.145191779,0.525405913,0.086410145
cg19002149,0.065604081,0.061869938,0.262337474,0.169677864,0.048913433,0.014214516,0.051122378,0.051991677
cg19003815,0.917040186,0.925348149,0.893799844,0.93217514,0.947413982,0.951093927,0.589386277,0.914122903
cg19050152,0.422140281,0.473775365,0.487014809,0.454175842,0.345347334,0.335786163,0.109361781,0.462074242
cg19098465,0.270322449,0.128127644,0.175389276,0.424282559,0.069113142,0.392985295,0.349210083,0.409249429
cg19101232,0.361821874,0.136029425,0.130433748,0.288380968,0.122573746,0.642277897,0.211427108,0.04327153
cg19107578,0.901275777,0.964377818,0.515343517,0.969817529,0.564042184,0.384576159,0.972146084,0.96183143
cg19117047,0.170138411,0.049597524,0.204075521,0.276061779,0.052882144,0.258402875,0.57584739,0.520204956
cg19149522,0.740815791,0.896863948,0.564603785,0.893182181,0.390724081,0.878417483,0.683448922,0.8765653369999999
cg19183879,0.20034897,0.833078812,0.839677118,0.504528083,0.121981812,0.774508911,0.47642572,0.823235821
cg19186380,0.727325885,0.570277475,0.812496987,0.680501181,0.914702636,0.927658817,0.639421712,0.875418368
cg19190762,0.667706342,0.779055997,0.33198759,0.453603394,0.062788128,0.61122307,0.661820311,0.474805524
cg19196401,0.850561816,0.486617851,0.477914662,0.851844113,0.911803992,0.176237373,0.386532423,0.397033107
cg19257832,0.863786832,0.889189765,0.692192737,0.503470299,0.912144324,0.136377941,0.892019703,0.489852398
cg19327615,0.72199849,0.824655389,0.846070456,0.68586715,0.668493226,0.955648641,0.848245205,0.897239686
cg19333883,0.499073405,0.539559676,0.159520087,0.081247938,0.273374042,0.223012582,0.365431657,0.102086527
cg19335130,0.128006359,0.544280183,0.563686291,0.579196111,0.536005037,0.700376323,0.149004548,0.590786396
cg19375981,0.296991168,0.893542712,0.30756174,0.492631453,0.733803998,0.753500192,0.32209107,0.511497384
cg19455642,0.100892398,0.064103759,0.202737172,0.082846917,0.143251128,0.116281947,0.317758492,0.062483496
cg19480425,0.11136719,0.470918198,0.428241319,0.080797149,0.434074604,0.871235169,0.369012134,0.900208722
cg19566774,0.488035484,0.663384667,0.736434471,0.530457127,0.611941627,0.523255503,0.505770224,0.547317956
cg19572487,0.480524829,0.199829002,0.815277944,0.175672009,0.80340717,0.056122169,0.118085997,0.526117836
cg19579217,0.132383891,0.203672452,0.121322565,0.154489083,0.122850561,0.169271418,0.184610109,0.165279234
cg19584649,0.327279635,0.125274114,0.184370222,0.123814816,0.152710508,0.134448458,0.312701316,0.069721469
cg19658332,0.452601067,0.734775733,0.234604668,0.040344822,0.494468414,0.119395273,0.381862048,0.034408482
cg19660806,0.37748129,0.588138486,0.627917771,0.956999706,0.845773055,0.672491552,0.339163252,0.940853307
cg19678392,0.979066243,0.984226499,0.96328568,0.95669751,0.968506269,0.968984829,0.975139363,0.980457628
cg19701879,0.49080739,0.204787931,0.516929318,0.742997179,0.593274707,0.786474577,0.366082999,0.088843017
cg19730268,0.513358387,0.494220285,0.524247844,0.531670994,0.760096807,0.222403879,0.61987542,0.526612607
cg19811337,0.040554126,0.067445892,0.040680597,0.060567025,0.021469877,0.034199786,0.020006512,0.016977167
cg19820328,0.485531429,0.562486812,0.89718277,0.929811544,0.854273525,0.797121855,0.504130402,0.901033505
cg19970883,0.107467355,0.045931915,0.499904804,0.934762519,0.640689348,0.96913099,0.896287296,0.920365784
cg19977004,0.140707518,0.096841399,0.197592201,0.193428012,0.322463024,0.439573616,0.745008373,0.154654835
cg19978674,0.111718237,0.199830172,0.172140331,0.564584906,0.191269764,0.745536147,0.608065051,0.49723463
cg19980929,0.564936507,0.48537297,0.699822921,0.94889014,0.414840709,0.962538609,0.581587729,0.939750135
cg19998073,0.51107168,0.522258544,0.846895204,0.943426985,0.863708176,0.854821181,0.256484355,0.940461147
cg19998150,0.856174305,0.05284708,0.747952279,0.965088463,0.973258941,0.979195012,0.925695042,0.953712481
cg20008140,0.487626086,0.27650329,0.573114604,0.506593666,0.469773018,0.68305227,0.406035794,0.514036423
cg20016411,0.83765716,0.619569912,0.720353018,0.574895992,0.47056836,0.944044938,0.568607143,0.608235379
cg20018425,0.51929173,0.483438499,0.737326877,0.481851103,0.924505952,0.352087025,0.072457508,0.493660168
cg20060685,0.827337729,0.966026681,0.945300425,0.946940759,0.870583728,0.606911143,0.935614436,0.954973153
cg20104774,0.550766851,0.627703663,0.681136144,0.653298449,0.671662583,0.530604451,0.475191983,0.677957805
cg20117519,0.551587214,0.111356068,0.87600307,0.496784572,0.900253046,0.826042477,0.441708134,0.834018694
cg20119798,0.636512541,0.922989628,0.842312801,0.916121439,0.790173253,0.953101735,0.660453605,0.920377518
cg20131596,0.189830636,0.096661568,0.689025214,0.486626472,0.679444252,0.296084614,0.315100549,0.484851291
cg20165520,0.156205794,0.355004997,0.109737423,0.208096214,0.044753663,0.862116762,0.097034225,0.493767301
cg20174730,0.408201969,0.689200992,0.41984152,0.477881689,0.434778178,0.592071762,0.572423828,0.072227377
cg20176388,0.630484578,0.17548515,0.774108512,0.951757089,0.915550276,0.813354591,0.166287271,0.946823924
cg20181209,0.433982231,0.223077601,0.282590681,0.262851551,0.068835873,0.106350727,0.362206786,0.059235111
cg20222562,0.123188229,0.073738256,0.249157464,0.126293757,0.516651861,0.12204579,0.270606485,0.061644275
cg20268039,0.874008484,0.925726584,0.783061253,0.865327005,0.922119505,0.349831193,0.618112878,0.927680708
cg20276677,0.72655309,0.929929005,0.834588795,0.936637408,0.926595188,0.333522271,0.427897228,0.926880822
cg20309640,0.575502984,0.322712856,0.333281478,0.734590218,0.321014504,0.769835842,0.220634548,0.549239435
cg20340346,0.203890642,0.205562922,0.137932636,0.149639012,0.349534302,0.049615793,0.599804678,0.160316405
cg20375709,0.143525499,0.532249854,0.555909951,0.883791939,0.441672648,0.891824599,0.41900554,0.934104656
cg20379593,0.777951857,0.2440767,0.692441721,0.704816761,0.411646562,0.562143361,0.51265646,0.158282878
cg20388732,0.286573804,0.546237322,0.146730081,0.481062362,0.373316634,0.122530992,0.140046789,0.064234049
cg20432671,0.91766753,0.936727377,0.935036558,0.947086089,0.930950014,0.424802483,0.617439803,0.924839056
cg20458044,0.471759743,0.379345013,0.548429865,0.384018454,0.789845469,0.673813244,0.573886112,0.917948829
cg20504791,0.694840649,0.969365328,0.406526598,0.955758897,0.373264601,0.929770128,0.944719399,0.947567824
cg20513206,0.436618497,0.401674988,0.641071392,0.887796243,0.581075456,0.639111146,0.433067824,0.766797788
cg20515136,0.500228409,0.178247945,0.546320932,0.487723736,0.059371199,0.815296785,0.444330509,0.551857849
cg20519373,0.356458599,0.340804702,0.039105435,0.313234198,0.661727714,0.318469752,0.11942551,0.384905271
cg20569203,0.793361676,0.917135334,0.895775552,0.948884383,0.779410858,0.607520109,0.732200602,0.932732722
cg20570109,0.260649084,0.370657344,0.391954556,0.424484772,0.341610282,0.369231799,0.300090964,0.399811875
cg20630655,0.38465119,0.285787107,0.424259762,0.39133468,0.933631513,0.033248293,0.604550896,0.068126524
cg20660989,0.457012131,0.455217933,0.444631838,0.5065143,0.306038833,0.359606265,0.493087971,0.515493854
cg20677143,0.788628436,0.871958585,0.858612886,0.872680421,0.863875362,0.60663781,0.870503849,0.877379232
cg20715295,0.533709969,0.608765588,0.809111972,0.82587082,0.91225434,0.888490872,0.538424704,0.443238234
cg20740051,0.94785309,0.941746318,0.930827395,0.921169554,0.959562717,0.930513561,0.924713292,0.928580843
cg20743744,0.450007545,0.565577601,0.597159566,0.414391321,0.810938417,0.810835588,0.6019893,0.555416187
cg20747739,0.162787952,0.160162758,0.106635682,0.183759346,0.189913585,0.326390466,0.493733627,0.124838647
cg20770409,0.374911305,0.074590742,0.137776459,0.131168552,0.300451061,0.067563879,0.105002194,0.064108383
cg20801007,0.828573527,0.935534519,0.288583466,0.809912848,0.068309907,0.307439809,0.912219849,0.842369628
cg20848291,0.629507319,0.814158379,0.872091118,0.928609732,0.672382203,0.944373194,0.710614984,0.941884698
cg20885179,0.882342325,0.969230723,0.967451807,0.962047912,0.919944706,0.608188703,0.966719282,0.976587045
cg20911165,0.54942856,0.502277815,0.136835859,0.403416646,0.163618859,0.366633392,0.095302219,0.559527797
cg20956390,0.106868311,0.045171198,0.067267006,0.035438277,0.065411041,0.151502848,0.0615742,0.044111737
cg21010569,0.076407891,0.034799617,0.04310652,0.052552807,0.034206961,0.192203112,0.027918686,0.026121115
cg21041888,0.22735526,0.305720697,0.073234264,0.100566975,0.201761019,0.085139084,0.184273955,0.044085993
cg21051519,0.926685585,0.970022607,0.96937035,0.970455912,0.967144155,0.910943017,0.956756357,0.970857173
cg21061071,0.256086482,0.485298393,0.156149005,0.211511269,0.161691697,0.155315001,0.212119102,0.178760532
cg21073930,0.303906452,0.361685545,0.384462478,0.323763449,0.404344937,0.439416035,0.025973466,0.387955681
cg21103992,0.080764792,0.026406266,0.077491639,0.030001915,0.116595936,0.118035099,0.062339979,0.031824749
cg21109167,0.91619519,0.947593515,0.940369315,0.832800044,0.882636738,0.871265747,0.935883634,0.931424429
cg21116457,0.172180518,0.2370757,0.411448891,0.170464928,0.112274586,0.12177996,0.534096859,0.100254553
cg21147203,0.395350574,0.473881013,0.323553365,0.228688821,0.087644048,0.071230329,0.308497552,0.527452003
cg21153160,0.903955412,0.978318131,0.974949576,0.977090097,0.915655881,0.952567693,0.968555894,0.972994864
cg21159260,0.229821297,0.455107491,0.326080098,0.165640868,0.709907823,0.193131162,0.109093845,0.143864301
cg21160372,0.090919247,0.518948045,0.54235495,0.524810208,0.662103093,0.419568267,0.400002979,0.517309288
cg21179831,0.792027433,0.536764308,0.434609137,0.514908561,0.528572672,0.755761038,0.862928263,0.548582609
cg21183502,0.483505704,0.407793947,0.459762465,0.145425431,0.28603504,0.031997866,0.27731273,0.099747274
cg21220403,0.361706874,0.862666135,0.702564874,0.794174025,0.86584505,0.274110767,0.345848265,0.224971588
cg21235119,0.410544968,0.390809151,0.188059768,0.346357384,0.253319272,0.433434175,0.417307819,0.200087566
cg21361856,0.921187591,0.556240082,0.934922567,0.951294211,0.886401826,0.846358085,0.935221211,0.93465532
cg21371809,0.748682512,0.504698862,0.585836779,0.891220664,0.925546631,0.873701178,0.107429966,0.929631898
cg21392385,0.493083264,0.066271625,0.342049115,0.520187305,0.419220481,0.04111473,0.390944197,0.555553203
cg21468274,0.276566437,0.162321791,0.246912525,0.197970823,0.039633994,0.047400104,0.301052285,0.047125915
cg21500126,0.391483404,0.411071119,0.350570112,0.429758633,0.327801915,0.865514866,0.318746636,0.722327258
cg21521117,0.20753647,0.059210955,0.068995486,0.055133149,0.070816377,0.165827034,0.049952281,0.074101615
cg21523688,0.378087506,0.199392142,0.367683382,0.307968269,0.267953559,0.118100855,0.426994516,0.16912321
cg21548813,0.04402208,0.076486294,0.03825187,0.045375772,0.026739847,0.026659061,0.05311091,0.039145075
cg21573200,0.807293619,0.968340972,0.913429324,0.964944615,0.973417776,0.437483314,0.940292615,0.968274541
cg21580428,0.763054975,0.887611465,0.838808095,0.902208635,0.912514898,0.890534017,0.881138826,0.499801464
cg21583723,0.369685932,0.45383236,0.511538204,0.494419071,0.321306045,0.406172027,0.502257881,0.47286
cg21610815,0.963878408,0.962450311,0.942440499,0.965236859,0.949007956,0.954116261,0.970563848,0.971942285
cg21626848,0.881108623,0.937749103,0.705863751,0.863409656,0.555238685,0.952022017,0.895370884,0.496195639
cg21646955,0.84253287,0.920106305,0.915312718,0.916490868,0.957748894,0.392380461,0.843970519,0.964853571
cg21665744,0.760852812,0.586747389,0.761295279,0.94808207,0.668050619,0.892888831,0.918171002,0.937196004
cg21702011,0.227652735,0.151662845,0.136809088,0.14349243,0.26554092,0.535309547,0.814209945,0.150070626
cg21746425,0.790949304,0.901690477,0.386916793,0.88297981,0.371880018,0.684342761,0.853585608,0.854493821
cg21750887,0.608934189,0.270844898,0.89510641,0.355652332,0.915433059,0.495160394,0.375649316,0.446284076
cg21790715,0.86796737,0.942721298,0.907059892,0.956003177,0.875061994,0.923051528,0.888594543,0.913658493
cg21838488,0.889074911,0.950373096,0.594300335,0.939700475,0.509827973,0.943202581,0.699447521,0.568085301
cg21859290,0.201996051,0.405610451,0.296392962,0.210638946,0.246218563,0.067307995,0.472144951,0.183391861
cg21865657,0.445027571,0.550742497,0.462763543,0.693547941,0.429719184,0.389582355,0.351989503,0.510000557
cg21910650,0.275603463,0.111968893,0.050488622,0.591553691,0.059006588,0.687428962,0.312812666,0.585796305
cg21915449,0.556645194,0.824003693,0.543292199,0.578032891,0.0383261,0.588883514,0.054112132,0.901956557
cg22033281,0.327681486,0.175724661,0.338785546,0.40990651,0.532232919,0.030442356,0.421189621,0.47856811
cg22109795,0.402870157,0.550578537,0.413893602,0.295868459,0.360513998,0.75852193,0.401751837,0.497718575
cg22115748,0.811771671,0.750091681,0.833924336,0.915551012,0.421975884,0.415438867,0.507212757,0.890452584
cg22212414,0.88812532,0.669901376,0.203561811,0.236515762,0.087855747,0.104854319,0.95985505,0.039861604
cg22234712,0.404590828,0.434870875,0.446814517,0.438112595,0.352758347,0.362039743,0.554220732,0.518885112
cg22264616,0.603040701,0.566180405,0.525411087,0.613589054,0.776415152,0.693680818,0.224559679,0.611745002
cg22307029,0.947245968,0.988848599,0.987178736,0.986125031,0.986748576,0.986404189,0.987515625,0.990437962
cg22321572,0.309695548,0.045474259,0.230937211,0.032194356,0.119650886,0.095312378,0.053508806,0.031010836
cg22358580,0.913495744,0.931206916,0.92008401,0.946457225,0.949737282,0.856034327,0.471817361,0.929924807
cg22407822,0.342917744,0.400482164,0.409824913,0.355872667,0.448642705,0.122897964,0.317133065,0.436098378
cg22407942,0.051364794,0.026660929,0.315754445,0.09329487,0.040763332,0.019759155,0.277923982,0.028476198
cg22466678,0.354133651,0.064259011,0.250316574,0.121470276,0.092155918,0.086373576,0.908090928,0.106140589
cg22533683,0.118544037,0.204992949,0.158402399,0.142542417,0.037185111,0.040252122,0.10229869,0.114746871
cg22555495,0.844580891,0.47275963,0.84456323,0.924909378,0.653368243,0.947027433,0.380994454,0.911657532
cg22590775,0.987010008,0.988016478,0.983602063,0.983278202,0.988119607,0.991388576,0.989252783,0.988195256
cg22595230,0.031373654,0.035275198,0.092428563,0.035114248,0.022189571,0.012831231,0.937023657,0.043602366
cg22611163,0.918579855,0.934529556,0.735773762,0.950164768,0.907880543,0.820133271,0.543791769,0.923970953
cg22622123,0.212124078,0.073033315,0.117561333,0.042670426,0.088226348,0.210798683,0.672387521,0.047002347
cg22677858,0.470586687,0.076029631,0.474133195,0.499728068,0.310320504,0.537712054,0.091189024,0.493250137
cg22684041,0.13835646,0.082795247,0.127755723,0.161252691,0.03595881,0.193269474,0.198867735,0.08894626
cg22697853,0.918318141,0.895721384,0.92177175,0.879523449,0.870499604,0.940766451,0.928212805,0.94071976
cg22705959,0.513966276,0.5193043,0.499498724,0.533626596,0.749196644,0.648046662,0.422631074,0.542350767
cg22721998,0.617401274,0.693800078,0.878186693,0.656350883,0.692736672,0.756282374,0.458459097,0.553824926
cg22784187,0.473840647,0.641801726,0.499194541,0.521864269,0.64143453,0.920467944,0.042843993,0.9406498
cg22796248,0.366359285,0.431721181,0.079888339,0.13386213,0.133273221,0.168595327,0.079613669,0.03677352
cg22827806,0.894937217,0.897961921,0.505421926,0.471690752,0.498759215,0.190003217,0.909386915,0.469043289
cg22833175,0.101266777,0.052790477,0.554900135,0.399573855,0.896145141,0.691397695,0.22601709,0.575935257
cg22841772,0.551204496,0.511905832,0.938652025,0.604015785,0.868267745,0.802336281,0.920940132,0.583925707
cg22867156,0.914023193,0.717532777,0.931592164,0.954142631,0.94066652,0.807028576,0.903161346,0.948419952
cg22872064,0.251774954,0.334604217,0.072985327,0.179397852,0.02465104,0.019289169,0.067244894,0.035649596
cg22879626,0.583100604,0.489167356,0.828922508,0.900389089,0.911190169,0.459053706,0.447138898,0.855114576
cg22894896,0.041323393,0.049670727,0.044829734,0.036437293,0.075775581,0.073346309,0.057407833,0.084859486
cg22898082,0.124447346,0.108290079,0.190544316,0.123060065,0.189016192,0.041471904,0.151713779,0.103708327
cg22901840,0.913375316,0.942492491,0.929150198,0.943684923,0.953376691,0.791997924,0.923499929,0.942568857
cg22960869,0.943689797,0.96793174,0.947141106,0.978503712,0.862630559,0.838743176,0.449168022,0.949914808
cg22984769,0.92031712,0.958725718,0.955939798,0.952815566,0.9328033,0.916324711,0.943583477,0.952178342
cg23003926,0.773788811,0.156335519,0.121480342,0.610710531,0.109541747,0.391967993,0.901802849,0.523092061
cg23013853,0.571170152,0.512382838,0.399047536,0.537800493,0.306651819,0.729068552,0.415332029,0.507021593
cg23053407,0.037295206,0.030035451,0.024566573,0.026037327,0.047921473,0.168853896,0.053059495,0.047307104
cg23054121,0.447087374,0.443853624,0.471141974,0.44354162,0.805068165,0.710881942,0.292316369,0.453021363
cg23107878,0.700757651,0.488440561,0.841844777,0.89459762,0.939101343,0.824177084,0.436756693,0.884757053
cg23168425,0.643250494,0.720551454,0.51698128,0.484728729,0.845642568,0.453772607,0.520070084,0.574157905
cg23181159,0.285069067,0.143465609,0.41508195,0.589788213,0.1154787,0.900385914,0.137024295,0.582434177
cg23217680,0.255172849,0.147182534,0.387934769,0.096076354,0.387444262,0.130452142,0.56969437,0.05975698
cg23221052,0.328861929,0.234951461,0.267038694,0.355107373,0.22747942,0.640987408,0.653645202,0.436052927
cg23226914,0.927300884,0.966476002,0.951500381,0.969868799,0.937449021,0.907395474,0.961273798,0.964678848
cg23284609,0.506164782,0.588650143,0.454709334,0.758558926,0.099538113,0.738174294,0.558388712,0.56025118
cg23303188,0.149881564,0.169547315,0.124520392,0.263485652,0.041150898,0.088532348,0.189949359,0.48182578
cg23323891,0.595454198,0.864768335,0.532490126,0.574109859,0.694876368,0.68358822,0.596501397,0.933870735
cg23331961,0.058035257,0.035558596,0.258925544,0.045456113,0.05765515,0.076349671,0.165423896,0.039875462
cg23396177,0.542622279,0.536405413,0.50961892,0.50979177,0.577829062,0.555521984,0.608335556,0.52720991
cg23409168,0.468196374,0.419612746,0.447699768,0.417912164,0.300155916,0.263378344,0.373724684,0.41608087
cg23423227,0.349946421,0.135201344,0.484428967,0.498638384,0.813597989,0.465715164,0.120859107,0.843668896
cg23425316,0.04115861,0.025842288,0.056039313,0.014926544,0.022093847,0.121050291,0.047386194,0.041779298
cg23445878,0.803539674,0.893715725,0.876989815,0.91385851,0.774232647,0.368417307,0.856782222,0.849623191
cg23453353,0.156586661,0.089976053,0.132545531,0.228123747,0.114799262,0.096339711,0.122611557,0.067336371
cg23490300,0.17630139,0.0666308,0.150845729,0.204072512,0.057484488,0.173344303,0.065078359,0.060283898
cg23496516,0.096222742,0.058951381,0.220571457,0.65867074,0.291147034,0.611984874,0.480945592,0.902874884
cg23499929,0.896519667,0.43377961,0.24904186,0.486751862,0.100371525,0.042927694,0.369596935,0.546777258
cg23562538,0.177399798,0.085547366,0.105752588,0.168806686,0.035644678,0.615868041,0.809837939,0.421000546
cg23573129,0.895688222,0.909791966,0.917325242,0.877331967,0.953822975,0.846674118,0.653758738,0.922548086
cg23622616,0.828048666,0.549255274,0.339109657,0.270125444,0.055299525,0.120572525,0.58822004,0.088279808
cg23658684,0.31915905,0.095481722,0.511861689,0.389251403,0.276268974,0.415019109,0.464451839,0.43864586
cg23708337,0.857532031,0.735336253,0.937530566,0.9762621,0.927377029,0.930292483,0.718932886,0.960180546
cg23711873,0.054089624,0.08742591,0.073932915,0.058194677,0.29354106,0.220519473,0.081716831,0.059972389
cg23732725,0.298951568,0.156354239,0.17145689,0.177349547,0.113128433,0.05962483,0.209138649,0.234654513
cg23746600,0.285615432,0.116235525,0.111682117,0.102644329,0.109306,0.578267979,0.154744757,0.251951423
cg23748340,0.956964452,0.970020452,0.973788106,0.981773024,0.977284043,0.959621663,0.596506338,0.974563062
cg23759393,0.58692692,0.48969368,0.65339204,0.416688216,0.538633228,0.941822981,0.716120008,0.555565069
cg23796525,0.212684581,0.05902134,0.330984266,0.109035012,0.032264666,0.037084676,0.048180628,0.059929099
cg23884217,0.864469394,0.895016701,0.858843534,0.920763408,0.861887499,0.954555961,0.67982188,0.914942734
cg23892836,0.838987439,0.885154704,0.831614791,0.880540076,0.943914014,0.931137812,0.691022962,0.914587639
cg23921523,0.902634095,0.918035024,0.883133775,0.948223358,0.115750979,0.892642207,0.61782009,0.920741433
cg23929194,0.280466281,0.068535918,0.406807762,0.591962017,0.346077715,0.773816202,0.07423055,0.910377764
cg23933095,0.357361676,0.17019195,0.108596768,0.706022355,0.84318141,0.293591686,0.299305803,0.580965565
cg23942311,0.145090336,0.071059235,0.079768169,0.070859472,0.025487118,0.029018298,0.051856511,0.057097545
cg23971381,0.483754866,0.490974774,0.480719864,0.532069436,0.451725466,0.641967032,0.509498815,0.508372259
cg24008358,0.666662023,0.492806352,0.959088916,0.953534695,0.814567378,0.857738935,0.728304981,0.947365718
cg24033859,0.864765232,0.860022448,0.466634104,0.916760232,0.333040453,0.630805361,0.2069292,0.918445581
cg24048949,0.396025657,0.123957491,0.069556181,0.602197907,0.135835921,0.629104903,0.04772146,0.58612777
cg24061122,0.785795193,0.673033871,0.871190626,0.947114538,0.921276484,0.748371318,0.497519627,0.940580998
cg24128316,0.225517329,0.471302429,0.465550085,0.519551607,0.13572614,0.293688616,0.105148388,0.513429785
cg24195486,0.467197694,0.248299682,0.655023681,0.939364402,0.581310751,0.786459928,0.069220701,0.919639003
cg24218620,0.275421914,0.356968094,0.305282696,0.123226265,0.113498906,0.29408409,0.107718744,0.048799071
cg24317406,0.884539495,0.913025588,0.905285731,0.922019477,0.823533517,0.749060326,0.402962872,0.898440597
cg24319836,0.105300146,0.125854451,0.155733395,0.176308704,0.073696542,0.064383537,0.30246835,0.381576043
cg24322968,0.571905446,0.851502882,0.649176024,0.806246526,0.878449443,0.721782137,0.356184008,0.879219854
cg24324837,0.963283162,0.974570568,0.984954946,0.983201269,0.96969556,0.953869634,0.973327062,0.973939189
cg24334149,0.510136642,0.527485209,0.119322838,0.528188581,0.048012551,0.240491778,0.084507564,0.534943037
