Labels,FA L 7,FA L 8,FA Lla,FA LLb,FB L 5,FB L 6,FB Lla,FB LLb
cg17961725,0.542296176,0.731343811,0.671125868,0.508823385,0.048430665,0.488336083,0.512516997,0.385478056
cg18005867,0.923824824,0.762677124,0.787605522,0.749784859,0.922654204,0.912104764,0.707990957,0.8667804
cg18046394,0.591273534,0.646057834,0.809896094,0.634435802,0.602877857,0.576748032,0.759577408,0.581873373
cg18059933,0.57377267,0.5577939,0.491263844,0.519779394,0.313781242,0.602723372,0.354432651,0.482157383
cg18104242,0.861128085,0.927415192,0.827002341,0.753627672,0.918795874,0.919637639,0.762424716,0.776908033
cg18110333,0.598877775,0.624598228,0.709938198,0.61920245,0.590351727,0.570048662,0.694748021,0.63324921
cg18168249,0.831833087,0.865072218,0.95817409,0.967808538,0.59208229,0.89504745,0.961988218,0.963753085
cg18209323,0.460937222,0.455836173,0.35187494,0.61557285,0.469147942,0.468463296,0.437729171,0.222558382
cg18222865,0.673039698,0.826292093,0.791387889,0.934152341,0.534278526,0.918813203,0.651598921,0.74173926
cg18232861,0.052413863,0.0621459,0.040570268,0.064097489,0.043939893,0.041238709,0.247388104,0.108287199
cg18241308,0.303643136,0.565171605,0.703966916,0.53275801,0.517502279,0.50583473,0.09411531,0.201869475
cg18269963,0.91581152,0.759845388,0.77826713,0.756333115,0.928523916,0.156715737,0.736063317,0.664477159
cg18279536,0.826979179,0.710438411,0.771273601,0.826660097,0.105150982,0.835109075,0.487704563,0.481330574
cg18320188,0.804770016,0.386665842,0.792340006,0.561461907,0.823274018,0.802482546,0.879658894,0.897306134
cg18322025,0.10384408,0.253599074,0.379071269,0.782982228,0.107581516,0.127930715,0.049500408,0.07415903
cg18330203,0.865590448,0.86671885,0.96113681,0.862741112,0.531327371,0.847879209,0.952091209,0.924281932
cg18335505,0.535742676,0.472690881,0.389248569,0.686506453,0.858499036,0.436663008,0.889716156,0.833031562
cg18351329,0.91340636,0.747636909,0.65394551,0.631872819,0.893313877,0.915223715,0.893346352,0.724640242
cg18352516,0.834309366,0.648017639,0.713645719,0.702296612,0.583495164,0.831232831,0.84434868,0.78346546
cg18368411,0.030078993,0.019571872,0.032854317,0.385829904,0.022386255,0.043559363,0.052651964,0.09664819
cg18372208,0.128690791,0.343768712,0.160691113,0.440268795,0.082448752,0.123683285,0.096315908,0.109402536
cg18402987,0.964264611,0.549004477,0.950198552,0.927309869,0.962760135,0.933687739,0.973484058,0.965984733
cg18448614,0.602647518,0.861891314,0.598259222,0.924000659,0.629381378,0.607801606,0.84075672,0.912607302
cg18449021,0.057273191,0.076258839,0.039296313,0.056141242,0.058139795,0.369902394,0.036498922,0.107034047
cg18460830,0.68536202,0.813863464,0.624915294,0.824201843,0.173897669,0.699155262,0.558001027,0.493783897
cg18464823,0.862814982,0.432261832,0.92102895,0.659182502,0.534813076,0.502675634,0.143321369,0.599482859
cg18467189,0.59073917,0.50249873,0.821468678,0.832404465,0.55141461,0.929129739,0.906421963,0.891029171
cg18482112,0.234279985,0.284017554,0.41238338,0.065258946,0.441836835,0.424697994,0.117530276,0.321174862
cg18506672,0.031994304,0.125681158,0.108132921,0.138008141,0.041703383,0.035516118,0.044491363,0.068339056
cg18507732,0.93601401,0.901862086,0.779524574,0.809515754,0.908310901,0.92013715,0.841491377,0.70402151
cg18520517,0.628472475,0.691195159,0.538972968,0.702060827,0.625981926,0.632239584,0.843685352,0.621757812
cg18522231,0.55451004,0.564465727,0.943156332,0.7544197,0.582850836,0.543039908,0.657978469,0.800739462
cg18558073,0.934939108,0.877094045,0.910912222,0.869825541,0.934379132,0.13303865,0.600303277,0.708819005
cg18571156,0.951674774,0.919893058,0.955481719,0.971677437,0.92577194,0.924149886,0.971209511,0.97206496
cg18587504,0.078954248,0.558937042,0.044522708,0.332905837,0.071369014,0.154304506,0.14267166,0.05120504
cg18587557,0.045018544,0.087707889,0.084777538,0.049295021,0.768854617,0.060396691,0.058205144,0.047006832
cg18634560,0.223116809,0.806348002,0.251593001,0.408327282,0.158193924,0.146507014,0.123150642,0.095683031
cg18648917,0.932513815,0.908351344,0.941422232,0.962966995,0.914706411,0.517185613,0.74841994,0.798394425
cg18665594,0.038476906,0.08597918,0.018060902,0.123477709,0.034995434,0.052948393,0.017722981,0.026175396
cg18670770,0.047201443,0.150016642,0.318481449,0.174610889,0.046470223,0.076090317,0.132513113,0.202317042
cg18678645,0.928030329,0.852824016,0.938868136,0.920622134,0.9179786,0.919350537,0.950555658,0.944142106
cg18693051,0.905644801,0.879131823,0.731766479,0.722210771,0.597625768,0.818510763,0.674804419,0.710504507
cg18707489,0.810085341,0.624814829,0.617434021,0.709103148,0.785392267,0.813448921,0.811049641,0.686036016
cg18713748,0.912130423,0.754936372,0.947343299,0.900198311,0.91855297,0.932083528,0.923833013,0.930883756
cg18735089,0.41786482,0.226469522,0.264805263,0.547920753,0.361759312,0.169897379,0.164508945,0.289994902
cg18792146,0.355424693,0.379570069,0.063898701,0.373578862,0.366969925,0.394219068,0.295130296,0.164059469
cg18850089,0.631312653,0.720001021,0.832964012,0.760692529,0.878003484,0.846709941,0.884772561,0.80113691
cg18856614,0.809109599,0.737908374,0.938839855,0.929553726,0.811620883,0.820505386,0.874747819,0.87952914
cg18857062,0.417497492,0.370033459,0.077395449,0.073455714,0.449580369,0.4291878,0.304481651,0.432728622
cg18865445,0.454876528,0.468889288,0.229802997,0.308287863,0.442062632,0.47736724,0.348198273,0.267464993
cg18912107,0.369603344,0.845306461,0.15579106,0.856527777,0.198022166,0.237524228,0.610287393,0.351269711
cg18934443,0.500522779,0.594721089,0.485078687,0.708009018,0.513514192,0.887709918,0.6722113,0.678705354
cg19002149,0.432616863,0.249361723,0.023446616,0.099220458,0.099258278,0.13094215,0.150980988,0.084471849
cg19003815,0.865156469,0.736550378,0.919689657,0.825013436,0.881243368,0.486771196,0.92478977,0.794227006
cg19050152,0.86714643,0.792151065,0.554224327,0.699449291,0.875638768,0.837235869,0.92618505,0.785850902
cg19098465,0.201886199,0.371509599,0.055338251,0.048387158,0.18607187,0.191663697,0.051461707,0.120146602
cg19101232,0.125217146,0.432160679,0.791630695,0.055452545,0.18195855,0.545735466,0.20212702,0.319846396
cg19107578,0.978466141,0.971260648,0.976679888,0.976340756,0.975517313,0.971308172,0.982800803,0.983645955
cg19117047,0.743230064,0.838531387,0.917406363,0.858163454,0.620206288,0.690122376,0.864323178,0.900111016
cg19149522,0.88791547,0.861907684,0.89815402,0.933788331,0.491969894,0.881216378,0.868906609,0.957511637
cg19183879,0.916689155,0.744839842,0.210939569,0.385174908,0.198171271,0.173530224,0.877354735,0.700754384
cg19186380,0.482955108,0.482999564,0.589877623,0.600232906,0.812217752,0.496717905,0.744462245,0.852338305
cg19190762,0.8277487,0.691317931,0.773468342,0.941285604,0.595992992,0.876130518,0.862473468,0.846134187
cg19196401,0.02818983,0.02252084,0.074711054,0.121850772,0.035676709,0.036381391,0.045581093,0.067086423
cg19257832,0.878640246,0.805638882,0.735735662,0.936132299,0.881090898,0.868397759,0.938855271,0.929529368
cg19327615,0.731322745,0.643296646,0.802631057,0.713354437,0.840731834,0.813256233,0.861522533,0.76163242
cg19333883,0.491577954,0.455103865,0.543398773,0.299960639,0.481490458,0.821560078,0.418797169,0.305010156
cg19335130,0.896743111,0.785196924,0.869855219,0.842491916,0.659145619,0.876442912,0.829800178,0.519968313
cg19375981,0.620788829,0.793424498,0.718885192,0.803467199,0.583026585,0.616015329,0.631208269,0.620830847
cg19455642,0.72456747,0.475991607,0.608738591,0.349565112,0.376534587,0.480362688,0.261090406,0.721658119
cg19480425,0.840246158,0.748788875,0.66259981,0.867813743,0.46082772,0.843949229,0.900945178,0.927972005
cg19566774,0.655340877,0.503504112,0.607511806,0.748861905,0.665052639,0.516674849,0.835320594,0.288685886
cg19572487,0.563412298,0.42582522,0.739802549,0.61233195,0.581014765,0.533120887,0.536894052,0.458483402
cg19579217,0.628487147,0.586870764,0.472838906,0.915012398,0.628708052,0.634734651,0.798742605,0.723082734
cg19584649,0.926932824,0.921558197,0.911651546,0.935634742,0.769573538,0.935060859,0.948748169,0.91670499
cg19658332,0.364292916,0.369141842,0.550168746,0.587942483,0.59992657,0.22476913,0.601404692,0.089540236
cg19660806,0.383819189,0.261424935,0.247526992,0.422998759,0.082620119,0.130150619,0.189827071,0.115557514
cg19678392,0.595679006,0.672647095,0.735897708,0.979506678,0.618314745,0.604783342,0.66119001,0.829478222
cg19701879,0.504793081,0.864922075,0.258184183,0.671870759,0.175170265,0.12478625,0.811940947,0.203217816
cg19730268,0.154820044,0.299437404,0.04249019,0.26899805,0.155360272,0.154711419,0.138823701,0.149830853
cg19811337,0.421816218,0.517260239,0.233433528,0.64760243,0.452161089,0.46036065,0.554026423,0.369069235
cg19820328,0.465732642,0.823097444,0.64403141,0.668636601,0.87821365,0.48944684,0.805887401,0.882555421
cg19970883,0.508896549,0.557742869,0.550577993,0.581556065,0.49922444,0.539633005,0.235498863,0.147590012
cg19977004,0.772650401,0.603240404,0.642432762,0.42244425,0.585280919,0.581123639,0.685495494,0.457983543
cg19978674,0.517892626,0.358736422,0.407630815,0.722811963,0.418925624,0.409844976,0.251277229,0.280241486
cg19980929,0.401756669,0.460350372,0.030419066,0.275272588,0.478986786,0.535476683,0.356554032,0.664051249
cg19998073,0.897458632,0.76405427,0.822209169,0.651103254,0.185171519,0.514515641,0.902388418,0.861751191
cg19998150,0.50764592,0.429823057,0.798480405,0.380077509,0.529551673,0.645463401,0.530778529,0.659223228
cg20008140,0.348958305,0.40937375,0.673832499,0.661984545,0.264496102,0.423310501,0.364746246,0.340362915
cg20016411,0.945639879,0.86520225,0.908362788,0.979558911,0.578229948,0.907792373,0.633696739,0.814561848
cg20018425,0.141441044,0.472318083,0.03808461,0.082729951,0.440987844,0.147569183,0.045633588,0.125342666
cg20060685,0.951402515,0.791549329,0.856428896,0.967031499,0.926073125,0.945461651,0.918802957,0.9370974
cg20104774,0.471353687,0.272006265,0.185201066,0.364237765,0.084902198,0.095157905,0.182301227,0.150695105
cg20117519,0.900278316,0.796294881,0.924539761,0.904483802,0.057630037,0.902408039,0.03276395,0.762173855
cg20119798,0.587650395,0.514245924,0.603079912,0.414828299,0.482842878,0.49466097,0.582804698,0.669370943
cg20131596,0.472537877,0.494880751,0.34644731,0.468945983,0.489327261,0.590574205,0.587476821,0.656016737
cg20165520,0.507684357,0.659289243,0.514148059,0.662985541,0.195510506,0.971412651,0.084541407,0.175348981
cg20174730,0.642986614,0.630327817,0.574451862,0.733573225,0.799207353,0.792087123,0.741263281,0.625976357
cg20176388,0.093840751,0.170431144,0.193805527,0.195026119,0.079184404,0.083982348,0.072115706,0.132403634
cg20181209,0.179971858,0.740788977,0.776326092,0.895324673,0.904283557,0.139173577,0.858714049,0.787078642
cg20222562,0.637679422,0.206567031,0.749173719,0.690096094,0.84251603,0.893910843,0.636468888,0.641710254
cg20268039,0.850177574,0.628127565,0.916213995,0.886293307,0.398600255,0.854578201,0.192861421,0.348843358
cg20276677,0.899792252,0.791893098,0.816629335,0.945103423,0.92094117,0.864976009,0.74753012,0.836613129
cg20309640,0.710826257,0.699470318,0.615947389,0.751942081,0.545782418,0.474723951,0.682525329,0.385514855
cg20340346,0.438195695,0.532491947,0.181479118,0.563103658,0.172980096,0.638834844,0.148565826,0.19594296
cg20375709,0.529205207,0.56045297,0.705587433,0.544437745,0.519574832,0.093452298,0.534564971,0.563182325
cg20379593,0.694563574,0.689889231,0.83042632,0.73224307,0.555922613,0.68016094,0.859779666,0.765927346
cg20388732,0.067528178,0.073472834,0.264936572,0.333688652,0.08012905,0.080360766,0.265077336,0.31296266
cg20432671,0.045462947,0.03229967,0.676211884,0.035894499,0.041416517,0.079189697,0.04377421,0.073325389
cg20458044,0.348290908,0.364903616,0.358933555,0.386528411,0.400468515,0.414560644,0.583597859,0.514925681
cg20504791,0.033438574,0.032786438,0.078564252,0.115878022,0.033231983,0.043565946,0.071253528,0.135617916
cg20513206,0.394954637,0.585461369,0.295099832,0.478613156,0.114155166,0.537788695,0.474259536,0.546085798
cg20515136,0.075538736,0.213257465,0.05734585,0.216001393,0.144214618,0.113278665,0.030485175,0.083339434
cg20519373,0.475043487,0.370858422,0.515067856,0.729132103,0.388613615,0.086593965,0.764663386,0.207547619
cg20569203,0.745984371,0.761069207,0.741765474,0.846096673,0.911400487,0.897519419,0.88230228,0.591344635
cg20570109,0.932456686,0.788186792,0.868000012,0.886019936,0.91509015,0.927600586,0.65636916,0.90602471
cg20630655,0.513548014,0.455508961,0.180812949,0.201208927,0.201157818,0.285447565,0.563877038,0.739301085
cg20660989,0.486029886,0.497878092,0.428575359,0.640817389,0.479844551,0.503278364,0.587469661,0.413147374
cg20677143,0.908090264,0.771075515,0.899439114,0.543370249,0.888894366,0.876525292,0.907392294,0.964377842
cg20715295,0.688528547,0.475389566,0.750014691,0.60614798,0.734581553,0.523551051,0.104137789,0.299755078
cg20740051,0.158897415,0.405787831,0.094534602,0.15946925,0.145959209,0.189579805,0.133187013,0.049462216
cg20743744,0.838282107,0.570713221,0.8332325,0.607420909,0.857641266,0.85523258,0.894539254,0.847533426
cg20747739,0.696635401,0.856092135,0.776593515,0.955442684,0.872990803,0.560691264,0.686125523,0.871300157
cg20770409,0.899990248,0.891156113,0.902135586,0.925171604,0.906609598,0.912704236,0.928185909,0.898207633
cg20801007,0.906080185,0.688648812,0.369437324,0.45093659,0.905940618,0.872309824,0.97273457,0.937696739
cg20848291,0.807236222,0.61162972,0.946030731,0.819898094,0.866422262,0.840767183,0.968228186,0.871043393
cg20885179,0.891768278,0.672865263,0.931491516,0.858279009,0.911120226,0.859329425,0.932525276,0.958429777
cg20911165,0.626089484,0.99146721,0.984885436,0.976173704,0.851039187,0.977633939,0.835921948,0.56282916
cg20956390,0.873469583,0.726198764,0.852432758,0.72582156,0.865612188,0.847218895,0.874147412,0.892580923
cg21010569,0.53441469,0.92880556,0.64784089,0.833985056,0.463117061,0.504589281,0.597179697,0.549839513
cg21041888,0.477763203,0.956755954,0.364814875,0.956179425,0.96891381,0.160363937,0.635551461,0.565579828
cg21051519,0.929652843,0.733387619,0.955712377,0.979067297,0.92547904,0.906181468,0.971105175,0.966357595
cg21061071,0.296554204,0.856409018,0.657256093,0.793077768,0.868870567,0.269977103,0.371352881,0.352379823
cg21073930,0.053964441,0.255005352,0.032660393,0.064196841,0.048620995,0.06303327,0.022091315,0.024014305
cg21103992,0.985801061,0.933847245,0.979223488,0.97760386,0.978263364,0.981371078,0.986222481,0.979845268
cg21109167,0.918817284,0.500611808,0.898729852,0.795873817,0.940596121,0.926934248,0.897836905,0.893884392
cg21116457,0.372344594,0.845101826,0.177745687,0.364451926,0.916366918,0.372553138,0.95242931,0.934751453
cg21147203,0.751249663,0.721690113,0.875143833,0.83183099,0.616599052,0.801353914,0.623812229,0.767553845
cg21153160,0.477014107,0.449296288,0.36640793,0.378934725,0.471800596,0.468794386,0.428567921,0.178595255
cg21159260,0.452868552,0.679989898,0.847036406,0.90844578,0.808135511,0.770566699,0.868393357,0.782061357
cg21160372,0.115861689,0.586344826,0.141488017,0.666441363,0.066071121,0.107102161,0.366997671,0.288308477
cg21179831,0.352813133,0.119522261,0.254570425,0.552489965,0.108389912,0.425446665,0.073107439,0.179328757
cg21183502,0.449135504,0.479582108,0.215338572,0.255824778,0.141878808,0.214507489,0.277827358,0.072666335
cg21220403,0.896160886,0.867671665,0.857815317,0.835623763,0.864298018,0.653416127,0.815196638,0.751000379
cg21235119,0.530171294,0.562295324,0.517104716,0.617806069,0.451651149,0.53997642,0.712927879,0.55869645
cg21361856,0.938082374,0.806101253,0.893398737,0.918881138,0.911899751,0.921809825,0.935149545,0.905473715
cg21371809,0.901138971,0.698621552,0.917843126,0.890272728,0.895907917,0.102060412,0.818605603,0.872424857
cg21392385,0.851833721,0.733655167,0.671907562,0.889941612,0.881523036,0.877994117,0.539454639,0.606986101
cg21468274,0.133906741,0.406451021,0.192310979,0.03779826,0.127696015,0.177511535,0.033745078,0.30039698
cg21500126,0.847109429,0.693771266,0.923731198,0.872656035,0.934696685,0.910528111,0.80205963,0.815153576
cg21521117,0.592816046,0.138798778,0.201644771,0.204800712,0.597883333,0.091720505,0.72410454,0.63873818
cg21523688,0.306405493,0.222674262,0.284286529,0.309050069,0.383178631,0.269242491,0.353216822,0.298752764
cg21548813,0.557934278,0.564541342,0.645781003,0.590368989,0.587331604,0.585312146,0.59260902,0.630132278
cg21573200,0.830267489,0.535125671,0.043624301,0.562374112,0.859592317,0.792373936,0.964465596,0.48734315
cg21580428,0.816184197,0.633335,0.911940544,0.93497099,0.395059126,0.553946332,0.457210239,0.3346371
cg21583723,0.78606706,0.542592322,0.92831544,0.926889639,0.837863496,0.831695578,0.839152225,0.878781757
cg21610815,0.982228617,0.984041804,0.80842999,0.853517514,0.983535439,0.980675704,0.981737102,0.969151122
cg21626848,0.07803305,0.189720746,0.133646176,0.073449122,0.090372635,0.093736128,0.045553082,0.116423896
cg21646955,0.854669528,0.627559768,0.863537752,0.874033218,0.859672786,0.810624751,0.915997839,0.971842998
cg21665744,0.580216977,0.645998115,0.596643384,0.680444491,0.550361838,0.562556564,0.754346781,0.829725665
cg21702011,0.859798104,0.736210908,0.869678062,0.870835522,0.866645256,0.827987462,0.836315931,0.804766506
cg21746425,0.045778765,0.176177692,0.071197583,0.092068941,0.034956456,0.054292392,0.064329408,0.115335565
cg21750887,0.885761676,0.916815569,0.966675907,0.916790187,0.64177521,0.573347045,0.596699756,0.436413919
cg21790715,0.908360399,0.853159344,0.926495584,0.73779923,0.910705463,0.91112431,0.945866413,0.944542034
cg21838488,0.814528411,0.738708912,0.837825372,0.63392834,0.50170962,0.869462884,0.53750389,0.597534583
cg21859290,0.276638831,0.726990679,0.556584575,0.8954185,0.258663129,0.689905409,0.604622388,0.95310193
cg21865657,0.664253913,0.627596999,0.661936617,0.662533506,0.045170557,0.045434025,0.052799484,0.309219001
cg21910650,0.023656365,0.044540692,0.085295452,0.166535849,0.035019806,0.033677134,0.223227245,0.095519543
cg21915449,0.499637756,0.603472975,0.833770825,0.622921904,0.630307656,0.627752184,0.534799712,0.773699069
cg22033281,0.89401318,0.79984794,0.945845539,0.843450423,0.863967523,0.869754244,0.925556898,0.948456015
cg22109795,0.914007692,0.910251958,0.941449526,0.921606841,0.515418384,0.926639886,0.925834205,0.780239486
cg22115748,0.846890281,0.71964583,0.778205442,0.784049313,0.706162963,0.875451567,0.834258771,0.736402658
cg22212414,0.96109466,0.796485899,0.972240901,0.956433308,0.826205976,0.78096766,0.897742179,0.929048444
cg22234712,0.429378166,0.496140516,0.307192281,0.294764734,0.023323296,0.401982106,0.036127527,0.255093679
cg22264616,0.591154834,0.645466814,0.697149237,0.80116802,0.924328519,0.618193658,0.912494511,0.930140688
cg22307029,0.892721025,0.719965847,0.974120856,0.865650344,0.930704007,0.894863962,0.915438898,0.987751748
cg22321572,0.330771037,0.158956315,0.08848129,0.118659381,0.034993757,0.311914663,0.130407621,0.139159384
cg22358580,0.88581845,0.716554278,0.891974168,0.945772045,0.874455248,0.897780669,0.958112671,0.923589878
cg22407822,0.396907777,0.451390072,0.554188057,0.742602718,0.354320563,0.464856914,0.386659798,0.335637356
cg22407942,0.027193722,0.047440244,0.101513308,0.059080236,0.034830005,0.195652207,0.051141781,0.044730022
cg22466678,0.170321971,0.408772718,0.065434016,0.286746561,0.105110777,0.187731675,0.085072648,0.172505493
cg22533683,0.200008746,0.395680084,0.067024873,0.086902321,0.194649231,0.19551492,0.117853987,0.05065101
cg22555495,0.100168401,0.306959067,0.030872623,0.287081153,0.093158393,0.12027807,0.028943408,0.034576251
cg22590775,0.969427208,0.863300537,0.896283965,0.939383959,0.967449776,0.971468189,0.986486328,0.988286173
cg22595230,0.973755198,0.368438532,0.560286967,0.973978355,0.051278026,0.829877771,0.241125966,0.13030229
cg22611163,0.908690735,0.722433741,0.90046677,0.927244938,0.915683269,0.918550114,0.875976144,0.915612894
cg22622123,0.819196877,0.804730559,0.77701443,0.849478221,0.858290481,0.925051367,0.902201429,0.640810351
cg22677858,0.543935597,0.475477121,0.676138278,0.735541872,0.506459175,0.516528158,0.182335684,0.164399324
cg22684041,0.109464819,0.174554182,0.062474165,0.04010072,0.123380084,0.153152733,0.082620444,0.050915578
cg22697853,0.247301396,0.510529711,0.36053532,0.678096165,0.499396257,0.554078816,0.64882183,0.847725339
cg22705959,0.903982399,0.716949756,0.819044617,0.858222107,0.880753926,0.874008472,0.938023452,0.952038507
cg22721998,0.530442446,0.542012788,0.565173222,0.266961623,0.560155656,0.531985637,0.636166209,0.417536424
cg22784187,0.021265459,0.124486493,0.171121632,0.049877188,0.018669945,0.025852798,0.047123447,0.039988271
cg22796248,0.566917335,0.550337874,0.695108369,0.80491649,0.90593587,0.555645895,0.786330222,0.832354857
cg22827806,0.417113261,0.361011641,0.678590607,0.555848625,0.408063206,0.413795325,0.469374161,0.513911012
cg22833175,0.055007569,0.259101674,0.075071891,0.096644545,0.070174399,0.06920783,0.10964548,0.093338416
cg22841772,0.563220827,0.473482566,0.742287358,0.851130116,0.537746262,0.446296579,0.734382564,0.567295948
cg22867156,0.386827236,0.094150441,0.054994756,0.06161643,0.482149799,0.506196022,0.758169761,0.881495021
cg22872064,0.191703646,0.392212937,0.212055994,0.476033025,0.804475323,0.12029728,0.921426367,0.913931773
cg22879626,0.473320909,0.469554562,0.623202489,0.233468591,0.486692286,0.491151379,0.50196821,0.523666064
cg22894896,0.080367187,0.402416744,0.188695869,0.103848347,0.088685483,0.103702196,0.208201578,0.066864674
cg22898082,0.130271536,0.260336058,0.114848771,0.050169408,0.230317889,0.17095189,0.227274864,0.136341711
cg22901840,0.911220969,0.79668755,0.944020314,0.95025244,0.498031525,0.925857566,0.881848526,0.951596344
cg22960869,0.742173533,0.746836722,0.433120658,0.461242348,0.890212325,0.085959372,0.254027299,0.256194687
cg22984769,0.024203275,0.113742206,0.040757633,0.038459751,0.042720663,0.041321525,0.026281532,0.026507716
cg23003926,0.538064867,0.426066253,0.683059874,0.62104889,0.488663901,0.557422787,0.47887667,0.575431944
cg23013853,0.759314734,0.888456884,0.914814854,0.794161476,0.934448713,0.900923822,0.901115675,0.77382458
cg23053407,0.024829823,0.020987979,0.132442281,0.083887736,0.027691199,0.027033667,0.049175049,0.158248286
cg23054121,0.440958107,0.505913812,0.541129667,0.570681015,0.86596944,0.486296178,0.941122377,0.568287032
cg23107878,0.062625628,0.149159832,0.040477159,0.116215576,0.05724513,0.06140808,0.050852805,0.037995078
cg23168425,0.956163507,0.987512849,0.90411046,0.958073601,0.78347125,0.516341087,0.755698242,0.904939914
cg23181159,0.096901748,0.283243758,0.782369174,0.538678539,0.141115756,0.567388213,0.377760014,0.565838906
cg23217680,0.90921324,0.685628585,0.934512857,0.871152012,0.13060045,0.870414234,0.188254052,0.595914024
cg23221052,0.023894976,0.108916157,0.0126243,0.0154291,0.036676885,0.03469628,0.022442736,0.016395545
cg23226914,0.605281514,0.569130371,0.443650655,0.906764231,0.56061403,0.578636361,0.620025967,0.708616053
cg23284609,0.906292727,0.940241962,0.690948483,0.835652596,0.915299729,0.903762849,0.854758466,0.815230157
cg23303188,0.519699274,0.702356071,0.756879778,0.777932149,0.50285176,0.643399034,0.53239968,0.511472515
cg23323891,0.665445756,0.723339629,0.875910274,0.81460379,0.932509189,0.546736577,0.843439068,0.79994014
cg23331961,0.488624115,0.24095872,0.181292693,0.147081483,0.083078869,0.492076537,0.454238708,0.162838754
cg23396177,0.085600115,0.301217819,0.091979071,0.272706849,0.10229702,0.066973229,0.216730253,0.189524929
cg23409168,0.470315946,0.45980746,0.662500568,0.498979001,0.415675963,0.436745932,0.400344715,0.733257927
cg23423227,0.337333653,0.483313683,0.123688422,0.507640609,0.317129233,0.089341215,0.744302498,0.120126712
cg23425316,0.91194708,0.695070849,0.908637398,0.869985789,0.880477612,0.888298308,0.966395894,0.889613989
cg23445878,0.926026368,0.949590004,0.780316733,0.855253142,0.921105809,0.919215354,0.901266727,0.846392002
cg23453353,0.142000584,0.367917216,0.279940383,0.197053027,0.114056058,0.140575896,0.140078088,0.07188222
cg23490300,0.944261584,0.941116046,0.840614341,0.765813907,0.93896767,0.544174836,0.575391884,0.432296464
cg23496516,0.126439157,0.365941708,0.067474066,0.064210467,0.117932827,0.14844568,0.061830458,0.190747296
cg23499929,0.872755051,0.901494328,0.904858474,0.946880471,0.845269994,0.912931573,0.773400807,0.664735262
cg23562538,0.103573058,0.259110644,0.033008754,0.353608127,0.107563266,0.151443123,0.087960334,0.030423423
cg23573129,0.897043664,0.80456723,0.687153748,0.797747843,0.921818597,0.909035766,0.888059938,0.89301738
cg23622616,0.863072465,0.896454878,0.861302674,0.830345806,0.934147276,0.906549289,0.900735581,0.910160736
cg23658684,0.529296433,0.523214674,0.571371814,0.668276005,0.510953185,0.735041122,0.586887195,0.568726926
cg23708337,0.937289691,0.769410732,0.930970412,0.947163266,0.947408583,0.951441399,0.93991177,0.952659605
cg23711873,0.60351834,0.590549,0.446389315,0.463222824,0.574557756,0.510931311,0.775954545,0.440510852
cg23732725,0.817137773,0.738096888,0.956305187,0.976421277,0.703561678,0.666470269,0.802526942,0.986634315
cg23746600,0.729697752,0.618550807,0.499895503,0.720634914,0.530614527,0.714498549,0.7616336,0.629253342
cg23748340,0.581070546,0.264154251,0.624494781,0.741185883,0.819019376,0.595152324,0.542250047,0.526893136
cg23759393,0.573952134,0.576492129,0.697652097,0.827393579,0.504932987,0.550500513,0.637796936,0.778901081
cg23796525,0.403621022,0.688168234,0.894270508,0.87250653,0.129832228,0.094763535,0.221987405,0.067002645
cg23884217,0.880057505,0.388250885,0.937994387,0.894643746,0.890265561,0.907950631,0.676193003,0.954632171
cg23892836,0.176696832,0.347667986,0.29448856,0.565309351,0.134299712,0.166477858,0.176659299,0.140264542
cg23921523,0.532371982,0.844309707,0.949916863,0.870137082,0.147951035,0.87411359,0.226222849,0.390144513
cg23929194,0.719949102,0.513248625,0.632861918,0.641668079,0.544128802,0.175216173,0.612800074,0.85508577
cg23933095,0.3123234,0.349027739,0.625445177,0.410880354,0.248492647,0.48047782,0.430450075,0.313814413
cg23942311,0.093491489,0.176215121,0.151194367,0.153131387,0.077502625,0.092941963,0.076807091,0.13064032
cg23971381,0.489277012,0.536498131,0.311182088,0.572209321,0.493029366,0.508854341,0.467371691,0.478229035
cg24008358,0.485199398,0.543482006,0.561977907,0.512586447,0.078603969,0.491789403,0.273561021,0.514978653
cg24033859,0.04929161,0.071151872,0.039976199,0.036175038,0.492488441,0.048868852,0.506079791,0.390437839
cg24048949,0.381998117,0.25374596,0.81551241,0.462915097,0.101672901,0.50376021,0.186284472,0.459180932
cg24061122,0.044904809,0.102315154,0.033409291,0.039461907,0.039761267,0.0384273,0.043614566,0.046059469
cg24128316,0.1425295,0.283171043,0.486801886,0.288678695,0.881020858,0.925416402,0.564180166,0.729140753
cg24195486,0.775322683,0.929443864,0.908736132,0.945767038,0.924202849,0.931912839,0.89273002,0.907515349
cg24218620,0.273202521,0.635469351,0.300413165,0.257683263,0.125287593,0.077000444,0.442439414,0.326870399
cg24317406,0.065035864,0.215728714,0.306740399,0.176343259,0.045582872,0.086888884,0.128625452,0.156238309
cg24319836,0.40268035,0.453422713,0.446265033,0.953133556,0.786403108,0.475008806,0.8409798,0.714116595
cg24322968,0.413784652,0.610034807,0.907402799,0.94047552,0.476123958,0.066012742,0.641570655,0.488547304
cg24324837,0.972681671,0.82725675,0.960089243,0.93008853,0.801644093,0.970146531,0.952826942,0.950041949
cg24334149,0.516035722,0.507569908,0.726673633,0.606791315,0.507689389,0.093448439,0.075379374,0.160837603
