Labels,UA L 1,UA  L 2,UB L 3,UB 4,UB L -1,UA L -2,UA L -3,UB L -4
cg17961725,0.568031507,0.047762528,0.06360826,0.191305892,0.085275514,0.490232897,0.443532927,0.040585469
cg18005867,0.493621744,0.685642339,0.557422647,0.67536088,0.818238595,0.570598547,0.671385291,0.702834413
cg18046394,0.896776413,0.916581832,0.168688766,0.186151541,0.19839772,0.75730917,0.932160237,0.235006964
cg18059933,0.406134094,0.484243192,0.432052062,0.456967281,0.390962901,0.383428317,0.277000993,0.380372341
cg18104242,0.529501498,0.673883009,0.726959605,0.689031515,0.672273489,0.620061535,0.578584758,0.779375975
cg18110333,0.469937093,0.458686642,0.50271831,0.488941848,0.474411701,0.434002206,0.354068738,0.462700803
cg18168249,0.494565049,0.32252756,0.458642402,0.381911084,0.317048163,0.225265211,0.461380157,0.473377697
cg18209323,0.518094324,0.793081516,0.523614258,0.555702231,0.503531106,0.53415078,0.539321003,0.55442987
cg18222865,0.490408914,0.836499345,0.83417787,0.795845107,0.585441392,0.613817418,0.652922425,0.624716898
cg18232861,0.050680236,0.038250982,0.034201503,0.058630815,0.041673258,0.039860457,0.064003294,0.054108793
cg18241308,0.636184209,0.807738137,0.508559725,0.517156393,0.420259271,0.611495881,0.645583093,0.455348584
cg18269963,0.573779862,0.689805656,0.937949104,0.707027713,0.729140044,0.717202345,0.738827394,0.72910525
cg18279536,0.356026196,0.557729377,0.066497173,0.331392487,0.294344348,0.449937104,0.550319005,0.308716884
cg18320188,0.591775398,0.573259994,0.866789231,0.799643618,0.839461465,0.573041319,0.539625115,0.773347591
cg18322025,0.41966538,0.388682554,0.390127136,0.388416513,0.323493468,0.382963802,0.343729376,0.363548754
cg18330203,0.365468856,0.523969971,0.409513613,0.496238793,0.45830383,0.477632781,0.530865858,0.507704955
cg18335505,0.874260964,0.892008201,0.564698461,0.583291103,0.570245142,0.92190246,0.925063871,0.598228724
cg18351329,0.873080358,0.701757342,0.858319298,0.614578073,0.743808158,0.803885693,0.699142605,0.68816819
cg18352516,0.881736265,0.907725044,0.893621741,0.910103872,0.898457603,0.907822696,0.889009289,0.884347179
cg18368411,0.957455155,0.97463629,0.277367945,0.616715777,0.784857432,0.967282201,0.974263177,0.28775637
cg18372208,0.885972908,0.930046904,0.958914851,0.959005088,0.938299982,0.918643061,0.935860704,0.876465461
cg18402987,0.93111376,0.970998775,0.973272816,0.958094997,0.964075278,0.966115442,0.948911306,0.95183776
cg18448614,0.043599989,0.100273862,0.197965045,0.345076693,0.110698886,0.042098903,0.215734224,0.485840429
cg18449021,0.042868809,0.034042255,0.041214604,0.047610176,0.039403057,0.034422071,0.040589173,0.034731994
cg18460830,0.174426256,0.583313641,0.407306001,0.206576037,0.30726208,0.057043143,0.40892458,0.350362566
cg18464823,0.041852563,0.147450276,0.886232544,0.567137117,0.629107407,0.099083199,0.064967047,0.603575846
cg18467189,0.423468976,0.348943086,0.916125933,0.9013615,0.93423851,0.36996122,0.251325023,0.892911196
cg18482112,0.294853143,0.366729127,0.55435547,0.549476017,0.518124753,0.29328173,0.332043761,0.891849855
cg18506672,0.927659405,0.940059655,0.935727125,0.934736554,0.905178696,0.914180164,0.916673015,0.919687992
cg18507732,0.886919182,0.929392874,0.918070422,0.826857032,0.80783949,0.736923967,0.807142444,0.88763824
cg18520517,0.607505531,0.627069887,0.649862997,0.66331027,0.848931777,0.651166109,0.50072881,0.792280427
cg18522231,0.18738436,0.654821552,0.060735405,0.11431131,0.135525422,0.26287982,0.343434245,0.043554273
cg18558073,0.938392591,0.929894179,0.508550648,0.529458495,0.285097135,0.881943469,0.93761053,0.463021859
cg18571156,0.904438739,0.906914515,0.906535299,0.912946442,0.935967151,0.935112078,0.91964354,0.936234323
cg18587504,0.567673418,0.606637673,0.575572916,0.567734919,0.561598403,0.535240962,0.59453153,0.59560384
cg18587557,0.149614307,0.499342434,0.618864173,0.609120843,0.685762097,0.32425419,0.434816892,0.747995297
cg18634560,0.421510344,0.398560447,0.158282866,0.45390511,0.43532863,0.327018294,0.387532294,0.469774146
cg18648917,0.084171889,0.431663158,0.284513442,0.359190119,0.438077082,0.071490649,0.428676599,0.091329479
cg18665594,0.363026123,0.367760384,0.551092608,0.556267619,0.602654525,0.299830784,0.291409866,0.43686411
cg18670770,0.044982858,0.027411479,0.035470153,0.031046091,0.035920798,0.036245868,0.039400063,0.032791626
cg18678645,0.61485068,0.628035661,0.43743271,0.437988505,0.357634428,0.631166993,0.574038643,0.503121467
cg18693051,0.08462829,0.284552478,0.461940184,0.734243155,0.799583606,0.414757671,0.546153773,0.349374808
cg18707489,0.450583248,0.559705035,0.080359302,0.080828246,0.080132553,0.455780395,0.310337326,0.084182538
cg18713748,0.254393982,0.385747982,0.101404606,0.107742706,0.057579733,0.181428922,0.378040423,0.060661307
cg18735089,0.393744983,0.632489622,0.31246952,0.446994234,0.520781129,0.425124357,0.577594548,0.601210441
cg18792146,0.966333155,0.968273007,0.971907605,0.975520295,0.970684786,0.971025605,0.972420533,0.962713924
cg18850089,0.759821768,0.646919644,0.597654633,0.645085207,0.664511385,0.702863834,0.64895285,0.613567225
cg18856614,0.821964091,0.050214719,0.056414273,0.053310953,0.043510912,0.086902294,0.066180702,0.042018984
cg18857062,0.957020153,0.970966762,0.971223026,0.955119389,0.955116378,0.956110145,0.957452825,0.960604888
cg18865445,0.449289023,0.515649078,0.525047604,0.50506909,0.476250913,0.474943921,0.556044273,0.517358106
cg18912107,0.639365067,0.556188462,0.496361814,0.521080075,0.583889502,0.538401484,0.495578499,0.62617531
cg18934443,0.41662754,0.392993015,0.359648922,0.686007055,0.763273743,0.440686054,0.513168383,0.702683041
cg19002149,0.487891903,0.481324151,0.771802316,0.857389613,0.932644644,0.552332282,0.451617347,0.891253692
cg19003815,0.880516316,0.878005667,0.86348364,0.905440841,0.929703568,0.864026924,0.909453781,0.903149626
cg19050152,0.405114022,0.411183031,0.54596132,0.516776048,0.519412988,0.403653854,0.372878362,0.585389715
cg19098465,0.099006526,0.090928927,0.078318356,0.106784362,0.060942464,0.066806813,0.103690061,0.08485488
cg19101232,0.392000158,0.640719916,0.505970465,0.407841607,0.566627051,0.463808495,0.780558025,0.798827421
cg19107578,0.970827289,0.980827702,0.542411537,0.582996022,0.842867945,0.976015008,0.975782849,0.706534989
cg19117047,0.10967498,0.043660359,0.401090486,0.382466498,0.353119285,0.076181304,0.045841267,0.074442985
cg19149522,0.91034713,0.924063062,0.902528442,0.895785068,0.921906912,0.915090198,0.923790324,0.910733627
cg19183879,0.70298023,0.899903141,0.810546952,0.696604402,0.889108442,0.81370038,0.466010706,0.647603277
cg19186380,0.806429726,0.638416084,0.568890369,0.448043689,0.435104343,0.600662985,0.697742227,0.314599341
cg19190762,0.434307592,0.597747349,0.511804094,0.836376492,0.696060639,0.565694696,0.534179762,0.677497732
cg19196401,0.784779764,0.924666112,0.893734065,0.858766227,0.772862211,0.910553695,0.917702568,0.779091576
cg19257832,0.082401078,0.581078328,0.131581911,0.220160143,0.204045471,0.111718104,0.413673464,0.144119971
cg19327615,0.610172032,0.633444851,0.738593683,0.820038939,0.770716797,0.652821439,0.623101667,0.66815717
cg19333883,0.578059753,0.479995702,0.862427489,0.856378781,0.869178865,0.865646649,0.73991881,0.860767963
cg19335130,0.580664207,0.447140815,0.2879484,0.34212383,0.296461824,0.500132728,0.391048962,0.114204136
cg19375981,0.284175926,0.439054679,0.402210909,0.596574382,0.466007845,0.378853087,0.253288506,0.394749008
cg19455642,0.591887247,0.875469453,0.795233965,0.893093084,0.854765302,0.594276469,0.845216035,0.842178616
cg19480425,0.551211221,0.47781659,0.390157578,0.368071867,0.3853326,0.557718757,0.456346418,0.323371103
cg19566774,0.466714624,0.240704636,0.468788337,0.50269196,0.464831508,0.101020588,0.53553874,0.408847072
cg19572487,0.498789786,0.51225438,0.435270216,0.456256866,0.499067833,0.499193756,0.472102042,0.3621735
cg19579217,0.717386387,0.709540355,0.715598599,0.701518605,0.687139237,0.753696774,0.7173251,0.69800333
cg19584649,0.500925424,0.572462694,0.85886097,0.697417223,0.679644181,0.482627505,0.570045861,0.684650319
cg19658332,0.331641779,0.317175615,0.151312966,0.314868316,0.157257726,0.289096472,0.484751107,0.335213893
cg19660806,0.888163177,0.87468083,0.918984582,0.918826173,0.842371835,0.878761503,0.907249322,0.883389713
cg19678392,0.54872435,0.534789936,0.536278294,0.571274457,0.608703441,0.538446838,0.581936524,0.534721834
cg19701879,0.082396828,0.538762909,0.055135212,0.087438991,0.034397765,0.062030773,0.444012359,0.047856513
cg19730268,0.511137617,0.581757869,0.577813019,0.578603804,0.569170107,0.570391077,0.523054982,0.564356072
cg19811337,0.978423652,0.980165634,0.982751862,0.978236815,0.976058872,0.978133634,0.980336556,0.978517238
cg19820328,0.066123,0.049880133,0.06168451,0.07714824,0.058864595,0.057107648,0.053101021,0.059803784
cg19970883,0.488965753,0.506778179,0.513464571,0.892673178,0.927122705,0.473323049,0.587341568,0.879658595
cg19977004,0.909577753,0.858234169,0.903152874,0.898381455,0.85755058,0.856613679,0.861600529,0.797924935
cg19978674,0.599039974,0.628883941,0.560351528,0.604577204,0.671742118,0.412157265,0.664924736,0.608748684
cg19980929,0.133150507,0.28015998,0.117180035,0.072620854,0.052285439,0.073697687,0.183724785,0.06082546
cg19998073,0.14598442,0.442085504,0.168408552,0.241265242,0.26898202,0.236635957,0.660178213,0.395559937
cg19998150,0.574110253,0.685541017,0.525260042,0.594496376,0.414334287,0.634304554,0.601708384,0.507634525
cg20008140,0.47642638,0.561635363,0.471781003,0.519084032,0.50139124,0.478246193,0.540374331,0.594985881
cg20016411,0.916203561,0.933361543,0.880953309,0.923209456,0.933796097,0.921047366,0.903983287,0.908724832
cg20018425,0.083621999,0.115427876,0.082774707,0.195258321,0.188576474,0.084392938,0.07179626,0.331291722
cg20060685,0.953128246,0.886192305,0.901229486,0.966440557,0.929100268,0.961775583,0.948325958,0.940307802
cg20104774,0.068485085,0.161382911,0.483125141,0.452109208,0.446774197,0.30774098,0.091776931,0.294487352
cg20117519,0.491418008,0.534495152,0.495776834,0.49894509,0.501128191,0.537964976,0.555173818,0.421862673
cg20119798,0.363119799,0.396732214,0.537562679,0.385488528,0.501471489,0.378347411,0.379585583,0.626642213
cg20131596,0.222854135,0.423743828,0.284936623,0.405374603,0.369805353,0.279917717,0.272254363,0.404624389
cg20165520,0.067724815,0.403495118,0.079054595,0.182849438,0.12705563,0.174128567,0.274497276,0.217060778
cg20174730,0.405928644,0.524228813,0.540004393,0.473650657,0.43644813,0.301994868,0.489136236,0.380393352
cg20176388,0.086193705,0.124590572,0.080185529,0.101673255,0.111445685,0.072594936,0.073465338,0.125386106
cg20181209,0.073902165,0.265935275,0.043793436,0.050226774,0.063639363,0.043016377,0.109076362,0.048723452
cg20222562,0.713407705,0.654716047,0.285613502,0.441618893,0.77083988,0.455833699,0.684423177,0.301927207
cg20268039,0.899660355,0.922487407,0.855641827,0.922036885,0.916851072,0.92595143,0.919227868,0.923775478
cg20276677,0.426896596,0.533697619,0.719973078,0.876575376,0.886923013,0.514699033,0.615371127,0.897470627
cg20309640,0.526208574,0.734673242,0.317751307,0.475801921,0.473248582,0.601584932,0.663424238,0.360108516
cg20340346,0.062682516,0.725167949,0.214831371,0.065434383,0.069254595,0.051033061,0.282552646,0.07146793
cg20375709,0.610580519,0.706213907,0.645124887,0.644104333,0.664773532,0.858476032,0.661726282,0.627878992
cg20379593,0.784950068,0.895589675,0.807622696,0.793249359,0.898246208,0.829901526,0.855027243,0.871719242
cg20388732,0.330850495,0.842998002,0.557965548,0.561524252,0.580918672,0.449488285,0.694624082,0.574620976
cg20432671,0.590251787,0.561386227,0.512057717,0.610941277,0.521178936,0.643292842,0.501762503,0.64425966
cg20458044,0.742506535,0.798747919,0.567737231,0.718034997,0.802980881,0.630549471,0.827381705,0.635931907
cg20504791,0.967664222,0.97386301,0.967732381,0.97271066,0.959852732,0.960325377,0.967548328,0.958724116
cg20513206,0.389101247,0.386494493,0.573814591,0.499027623,0.502258536,0.333236455,0.190670743,0.46223992
cg20515136,0.386896938,0.619424816,0.108063831,0.405961915,0.282710131,0.348000041,0.517625365,0.138130131
cg20519373,0.248001056,0.511559884,0.367241486,0.344697413,0.234969143,0.290235797,0.261816802,0.355752456
cg20569203,0.915587535,0.73417773,0.91154387,0.709995804,0.827819673,0.783659829,0.812908506,0.795229899
cg20570109,0.911526868,0.95046594,0.959039553,0.948754944,0.947030033,0.95868726,0.943447759,0.940557974
cg20630655,0.438975062,0.676291071,0.661111153,0.678146944,0.63231675,0.513764807,0.51911574,0.612435622
cg20660989,0.934186052,0.932933395,0.961737374,0.934463109,0.877497818,0.891830801,0.901318043,0.898373401
cg20677143,0.021771983,0.022022845,0.419021582,0.417725251,0.441540533,0.023653486,0.037905094,0.399867424
cg20715295,0.401081862,0.151467115,0.299731934,0.384712227,0.416913695,0.41910048,0.112240563,0.254753874
cg20740051,0.892781513,0.908991623,0.901346613,0.911049686,0.931204988,0.90721109,0.91458199,0.930543943
cg20743744,0.517740714,0.876324131,0.446376632,0.572329363,0.698911887,0.888119533,0.910436485,0.817404787
cg20747739,0.464504539,0.544576269,0.701300693,0.238374516,0.684469445,0.20372874,0.480032341,0.148582765
cg20770409,0.41285895,0.642258761,0.882266461,0.65373686,0.904706877,0.503853056,0.90973579,0.922599221
cg20801007,0.017648981,0.017805024,0.019842388,0.017052012,0.020375695,0.019044312,0.021178292,0.0230475
cg20848291,0.007814528,0.011961902,0.01077221,0.009329753,0.012618444,0.012761069,0.014980074,0.013237456
cg20885179,0.955922392,0.979535608,0.97985544,0.96169354,0.973408972,0.971870563,0.971374269,0.96899987
cg20911165,0.899889695,0.749412837,0.707355336,0.855508273,0.797692573,0.923962583,0.790831003,0.766226938
cg20956390,0.56714535,0.609337988,0.441093855,0.444750532,0.396660243,0.597102112,0.562613967,0.377461091
cg21010569,0.275728314,0.366729601,0.216855585,0.416707916,0.333649702,0.76766553,0.40591003,0.29472302
cg21041888,0.965675123,0.977805403,0.97313523,0.975635111,0.970899206,0.972330935,0.955903563,0.970928859
cg21051519,0.944872182,0.973326892,0.976158733,0.971394469,0.97122899,0.949743886,0.960751992,0.953864823
cg21061071,0.705803973,0.913547995,0.911608984,0.931790998,0.902243169,0.893798257,0.90017221,0.862381738
cg21073930,0.464512344,0.429481097,0.436200694,0.413895834,0.40789243,0.364583105,0.390754198,0.398703456
cg21103992,0.176981115,0.575063097,0.059509597,0.08877758,0.156500505,0.465637091,0.469500624,0.097107983
cg21109167,0.931415499,0.930868734,0.922596589,0.722202142,0.926553808,0.923938608,0.906786452,0.882415732
cg21116457,0.827023095,0.687741369,0.523755885,0.86569004,0.696363502,0.803600915,0.890308494,0.819226601
cg21147203,0.225298029,0.445437351,0.138579845,0.378803572,0.31877043,0.3069753,0.382137284,0.244048557
cg21153160,0.954545482,0.979883142,0.975220764,0.973967231,0.976557811,0.977243572,0.976379553,0.972796804
cg21159260,0.337908713,0.628335701,0.06916588,0.101981796,0.193100219,0.488834452,0.549071324,0.117321932
cg21160372,0.604736683,0.044152916,0.041385394,0.044311798,0.055055756,0.431301145,0.060557806,0.051731868
cg21179831,0.165676446,0.672316754,0.309926041,0.177087254,0.168018936,0.393084476,0.393332689,0.395587629
cg21183502,0.676016985,0.877547985,0.694647354,0.71214055,0.752856988,0.627617538,0.779452245,0.835551796
cg21220403,0.396357289,0.744206568,0.696928825,0.70783201,0.796994243,0.468291495,0.813739712,0.847803005
cg21235119,0.73866214,0.870060795,0.771194439,0.667661537,0.711257349,0.71028613,0.896688276,0.611226039
cg21361856,0.518595516,0.480753108,0.161994881,0.192416173,0.49056777,0.550620803,0.53992763,0.606672049
cg21371809,0.404426012,0.389756332,0.866701134,0.856523801,0.868577675,0.341442121,0.517675073,0.923616818
cg21392385,0.917402246,0.931865922,0.555228194,0.816306794,0.79851758,0.872971374,0.909011166,0.826450271
cg21468274,0.40847639,0.607999566,0.425829822,0.516333607,0.450817101,0.396322913,0.628006998,0.504145061
cg21500126,0.289032219,0.620040876,0.275725771,0.448652092,0.427293386,0.364937578,0.511259007,0.276737079
cg21521117,0.050534718,0.078955481,0.049059486,0.04176285,0.065826263,0.056551122,0.073081919,0.076677667
cg21523688,0.487823463,0.530375745,0.501170237,0.549213649,0.480839066,0.528088169,0.483978986,0.499775649
cg21548813,0.445784353,0.46503353,0.454040185,0.443317985,0.432535338,0.401356698,0.389934528,0.408782428
cg21573200,0.022129562,0.014892331,0.519603586,0.540113468,0.529866321,0.01909094,0.026556736,0.610270612
cg21580428,0.86057552,0.901717908,0.845544928,0.873202901,0.915869156,0.886844064,0.90919861,0.929979659
cg21583723,0.456742666,0.446111169,0.411702929,0.426485336,0.380730164,0.373931837,0.374662548,0.36050423
cg21610815,0.033989149,0.022600993,0.028814613,0.024704888,0.026528061,0.028028898,0.053769179,0.028687695
cg21626848,0.298634682,0.264170956,0.035652359,0.036857521,0.047276494,0.049028602,0.050663186,0.035888672
cg21646955,0.917737389,0.973622954,0.952046516,0.942246787,0.950227172,0.961323276,0.940230786,0.940762768
cg21665744,0.045464521,0.035166634,0.039118147,0.042078113,0.03541599,0.045646688,0.045140068,0.043146811
cg21702011,0.442401076,0.273559223,0.838759049,0.616488952,0.647572578,0.231733068,0.385934581,0.43329749
cg21746425,0.411845035,0.483946541,0.453283712,0.452956493,0.420788791,0.447691712,0.410329265,0.469676581
cg21750887,0.953825986,0.940151801,0.550744389,0.839322674,0.918544832,0.801894062,0.524102768,0.828502888
cg21790715,0.062580231,0.055699375,0.049184613,0.074837421,0.096314038,0.070165716,0.074111707,0.069528036
cg21838488,0.474854751,0.657320365,0.832056354,0.650014945,0.895192225,0.49198761,0.836227723,0.772144119
cg21859290,0.651942815,0.679776065,0.739225316,0.845951649,0.706085885,0.625668411,0.688632447,0.790197371
cg21865657,0.179019967,0.478822401,0.157254546,0.519742531,0.228180606,0.11869647,0.085110668,0.344817419
cg21910650,0.606360834,0.632832234,0.92635637,0.93992927,0.872846989,0.657667276,0.760553806,0.931708412
cg21915449,0.553179264,0.489252964,0.345227989,0.303334429,0.451331094,0.499823619,0.472506501,0.415019332
cg22033281,0.250177575,0.522634455,0.364776781,0.371529904,0.322678896,0.23252361,0.11444298,0.344380713
cg22109795,0.31014964,0.488368163,0.151246851,0.143685522,0.109073429,0.312981116,0.465232314,0.07710949
cg22115748,0.425735506,0.455263075,0.766696036,0.12153961,0.306330502,0.450912622,0.533850666,0.543464925
cg22212414,0.917707554,0.980891065,0.976016657,0.97924697,0.968194356,0.975506714,0.973621025,0.970859296
cg22234712,0.940769007,0.983473156,0.978856651,0.975320069,0.978442174,0.982805592,0.949777347,0.97079774
cg22264616,0.510204525,0.908191501,0.309018393,0.117389276,0.266038768,0.537743574,0.616200884,0.19340437
cg22307029,0.493955741,0.450663631,0.5,0.475344082,0.479103687,0.464796283,0.394529343,0.421768305
cg22321572,0.254354472,0.523677352,0.18652984,0.414793574,0.40263947,0.25401993,0.526754531,0.352041802
cg22358580,0.606453592,0.913782791,0.720134755,0.677386841,0.930013893,0.656253586,0.898963694,0.906855768
cg22407822,0.452270773,0.550366128,0.493259202,0.507178526,0.464716452,0.409999478,0.513004588,0.528610457
cg22407942,0.056257869,0.103366157,0.08380343,0.139977495,0.167164448,0.101062637,0.064577248,0.083806086
cg22466678,0.405011812,0.687774818,0.580687223,0.604152313,0.607246307,0.279545275,0.574869061,0.60906935
cg22533683,0.861400287,0.886640734,0.883884801,0.878595828,0.895608698,0.889755205,0.920477003,0.884015948
cg22555495,0.886661706,0.896436649,0.907974936,0.918933935,0.901362212,0.944179014,0.913578586,0.92991055
cg22590775,0.190157624,0.460080959,0.520678453,0.155192856,0.091011088,0.427808728,0.483515737,0.081694498
cg22595230,0.985041091,0.985218132,0.985117907,0.984496306,0.982847112,0.985139374,0.985096422,0.98456791
cg22611163,0.912060987,0.918693162,0.918258871,0.907379377,0.912479346,0.940277825,0.925890477,0.92319905
cg22622123,0.447464787,0.457656223,0.476937941,0.262251319,0.344631738,0.346518804,0.443797607,0.141471932
cg22677858,0.486682868,0.798571964,0.569370984,0.580650803,0.572146014,0.498080513,0.533991283,0.561182766
cg22684041,0.507302715,0.802648078,0.580188159,0.718756617,0.805831301,0.661711155,0.791335552,0.722652148
cg22697853,0.360096857,0.202008986,0.040267296,0.040665953,0.037839289,0.045939816,0.170048513,0.044830145
cg22705959,0.524664268,0.532778221,0.529034983,0.438077398,0.42310473,0.463682085,0.38081423,0.367118175
cg22721998,0.595365197,0.60051624,0.590729201,0.577401784,0.60250538,0.57660533,0.626621559,0.654440609
cg22784187,0.219799407,0.590348971,0.087914944,0.383809599,0.222533563,0.743689171,0.054358112,0.401628307
cg22796248,0.641200462,0.45031623,0.523566563,0.507794188,0.512045558,0.39483378,0.648469032,0.300897535
cg22827806,0.120605903,0.101522901,0.059688937,0.033856764,0.081183986,0.038949897,0.288145711,0.040420903
cg22833175,0.046869627,0.217657315,0.065231995,0.091868185,0.091604613,0.356138744,0.230717654,0.427968939
cg22841772,0.048999673,0.047070954,0.053936213,0.043975607,0.04939678,0.04068281,0.05519732,0.060350415
cg22867156,0.024535454,0.024927987,0.024419188,0.038329941,0.032582573,0.028912847,0.031339736,0.027982005
cg22872064,0.056146108,0.03930085,0.059127832,0.059602099,0.060052792,0.039978737,0.073469176,0.059153166
cg22879626,0.072247616,0.082984233,0.067778754,0.073080155,0.058051774,0.06483692,0.076985344,0.052319658
cg22894896,0.968670208,0.971883763,0.975162544,0.97351915,0.966693178,0.970340294,0.966201378,0.958695274
cg22898082,0.761411188,0.843186584,0.615968237,0.591653449,0.732718215,0.863876351,0.891350622,0.554071731
cg22901840,0.059160092,0.031255893,0.063877481,0.059107127,0.040220392,0.051457544,0.043704107,0.049208857
cg22960869,0.783074464,0.759807225,0.92246812,0.938273515,0.930533242,0.947923698,0.831352542,0.916924048
cg22984769,0.948303728,0.741402181,0.951592698,0.936220771,0.937928512,0.959105517,0.950379089,0.938377721
cg23003926,0.304524872,0.624626892,0.123037514,0.044711885,0.055632121,0.207833475,0.377824484,0.064355598
cg23013853,0.058130146,0.581596909,0.934514191,0.886715824,0.928071136,0.296641567,0.588047602,0.91564247
cg23053407,0.037388954,0.032586283,0.031958113,0.033226709,0.047648944,0.042086661,0.039811677,0.043702229
cg23054121,0.819221716,0.591288493,0.504998991,0.546870082,0.553324909,0.742707596,0.541043971,0.509232215
cg23107878,0.044292378,0.039747785,0.029479455,0.055891418,0.041684376,0.026672404,0.041286555,0.043117043
cg23168425,0.414901097,0.43654482,0.067424791,0.340907508,0.117814386,0.387067091,0.472238173,0.117219326
cg23181159,0.422166264,0.485865703,0.493535626,0.667633435,0.88244952,0.125340768,0.435246534,0.560820109
cg23217680,0.325320063,0.535682427,0.572169849,0.582055886,0.548136987,0.369882908,0.517224495,0.553139049
cg23221052,0.951840285,0.735337215,0.823077746,0.951914398,0.931829031,0.924583108,0.931475416,0.921942803
cg23226914,0.549623414,0.566082861,0.597634049,0.592344799,0.575592648,0.568308383,0.576669587,0.585088989
cg23284609,0.575182816,0.857180956,0.867828547,0.832318532,0.908478326,0.858427092,0.887178198,0.854733824
cg23303188,0.706970086,0.898248874,0.763110609,0.818259628,0.852478953,0.816191849,0.849665743,0.705879013
cg23323891,0.53560354,0.650404317,0.478487441,0.660384716,0.600144191,0.406124075,0.718093566,0.497778184
cg23331961,0.053207258,0.152374699,0.149694656,0.180692616,0.059110385,0.152883269,0.087894324,0.589079979
cg23396177,0.932634214,0.892105046,0.913875849,0.912292985,0.908822601,0.907593671,0.888958744,0.878382272
cg23409168,0.55847964,0.525039891,0.68989801,0.691548766,0.604845175,0.599476147,0.56355135,0.403163157
cg23423227,0.802374156,0.61873682,0.462328364,0.473730354,0.580625525,0.462374419,0.551854978,0.394248927
cg23425316,0.95148916,0.980477568,0.978820797,0.97200571,0.967956343,0.976317364,0.975434751,0.979035602
cg23445878,0.903763066,0.919496016,0.870607724,0.913817255,0.853415056,0.874924636,0.879306726,0.818568854
cg23453353,0.602964638,0.588136106,0.601638115,0.715670169,0.631260007,0.543195454,0.64956571,0.517133134
cg23490300,0.714011431,0.527819826,0.579347765,0.616441254,0.629750032,0.613768641,0.662164795,0.595770442
cg23496516,0.841187426,0.886455479,0.829403615,0.76481458,0.704488971,0.782152908,0.755492782,0.735654336
cg23499929,0.834027232,0.905214603,0.849139743,0.889377565,0.910653503,0.847697059,0.910511375,0.861580607
cg23562538,0.383154603,0.513552805,0.400169934,0.416006803,0.465883754,0.410471742,0.590117005,0.456740353
cg23573129,0.626074976,0.896858112,0.898992033,0.908468399,0.917626744,0.644864902,0.724325726,0.912029955
cg23622616,0.707456366,0.901162691,0.486212741,0.400767629,0.47123322,0.834836426,0.793328539,0.462072628
cg23658684,0.405007969,0.387620896,0.358596253,0.44292514,0.42775596,0.317177468,0.383391285,0.319632228
cg23708337,0.949470256,0.967923444,0.96679746,0.963473688,0.961627481,0.96093831,0.965395068,0.948713152
cg23711873,0.512530952,0.417647918,0.057838234,0.131701936,0.103535748,0.514081512,0.442436689,0.096969633
cg23732725,0.892879938,0.947946071,0.834753944,0.76270257,0.806305205,0.942392267,0.963214696,0.722355195
cg23746600,0.436292708,0.801093345,0.418952906,0.714436735,0.698125732,0.47957602,0.862869769,0.635767853
cg23748340,0.961025334,0.980980923,0.976860999,0.980050439,0.97673168,0.978682021,0.979184886,0.978208352
cg23759393,0.119743243,0.288007907,0.040047036,0.028076406,0.048124393,0.250818359,0.3869826,0.045729795
cg23796525,0.308904327,0.875461132,0.44187547,0.526367634,0.520237642,0.639997922,0.79513949,0.451345718
cg23884217,0.080338996,0.166574027,0.494071099,0.325768393,0.362931649,0.057881779,0.232731871,0.142040905
cg23892836,0.162502548,0.446328156,0.176819377,0.173908316,0.159019122,0.187737124,0.333648522,0.187057849
cg23921523,0.825298749,0.899455874,0.897389604,0.914614185,0.911190384,0.842749659,0.850704544,0.927851812
cg23929194,0.087914296,0.094000695,0.084426983,0.068305118,0.09200056,0.061322866,0.063894817,0.095877248
cg23933095,0.247656235,0.501397407,0.225777604,0.403435882,0.416766982,0.348975771,0.305666624,0.143082763
cg23942311,0.53816148,0.132369034,0.370388837,0.096724952,0.209738989,0.391402691,0.141948465,0.106176852
cg23971381,0.493471295,0.61029756,0.619030548,0.615410067,0.569662951,0.516804396,0.471291354,0.544299671
cg24008358,0.046595418,0.036371162,0.057730377,0.055775184,0.054326302,0.052823005,0.053148335,0.045223622
cg24033859,0.393439027,0.60497868,0.832087793,0.863892512,0.849468871,0.342274255,0.59298311,0.896425002
cg24048949,0.380789249,0.063759294,0.055785351,0.065252779,0.070388618,0.312535782,0.312924607,0.053365604
cg24061122,0.360441324,0.080313941,0.91941906,0.91385693,0.909352401,0.395809562,0.415021247,0.932105651
cg24128316,0.177780166,0.292640224,0.136918569,0.153694991,0.353461709,0.435880976,0.420260811,0.205395132
cg24195486,0.911712057,0.63973033,0.678567004,0.616605161,0.77788889,0.924445642,0.555005348,0.908482508
cg24218620,0.399523658,0.595958892,0.661357215,0.744158835,0.796310187,0.630292878,0.788724207,0.827637854
cg24317406,0.544575465,0.533784165,0.262163295,0.06241403,0.088345486,0.329400863,0.594354419,0.377513249
cg24319836,0.371405145,0.339323075,0.321382998,0.346943663,0.299065723,0.429881591,0.299000531,0.278990943
cg24322968,0.516573948,0.450267283,0.541750895,0.554410734,0.534640042,0.539080766,0.477834713,0.552749869
cg24324837,0.118534776,0.575580382,0.498465196,0.429739117,0.341911909,0.234610187,0.533843675,0.073613581
cg24334149,0.040552689,0.413380312,0.284694466,0.481718123,0.307037712,0.221431532,0.308641378,0.228389992
