Labels,SA LL 1,SA LL 2,SA LL 5,SA LL 6,SB LL 3,SB LL 4,SB LL 7,SB LL 8
cg17961725,0.29969737,0.132975068,0.166762544,0.106670033,0.06199473,0.096516783,0.184698994,0.759650386
cg18005867,0.511559617,0.560006174,0.651800239,0.900967894,0.035756816,0.180355467,0.147456198,0.632250068
cg18046394,0.7444839,0.51944305,0.622088474,0.596272796,0.537308717,0.631406812,0.722108793,0.469369156
cg18059933,0.056900557,0.063659201,0.155160976,0.122107226,0.100586561,0.116877888,0.128280641,0.04115978
cg18104242,0.763321598,0.836247137,0.900567404,0.56432909,0.730718218,0.736765867,0.393777077,0.577573806
cg18110333,0.098411356,0.551606736,0.683266769,0.536724593,0.474864775,0.600991807,0.042931412,0.197507526
cg18168249,0.115153265,0.085588281,0.192934919,0.507273855,0.104006376,0.164452687,0.202748826,0.038810726
cg18209323,0.97924825,0.981487429,0.940056197,0.969930827,0.98271026,0.980038698,0.933068258,0.898750282
cg18222865,0.20323481,0.190595088,0.196744251,0.297074505,0.3905364,0.37907403,0.595728388,0.348043563
cg18232861,0.946557267,0.957015965,0.925744359,0.575118828,0.061412117,0.040042063,0.074316732,0.096323748
cg18241308,0.132164494,0.063141395,0.192423206,0.148606442,0.0558731,0.066891868,0.152238637,0.084484252
cg18269963,0.950760412,0.934506064,0.720762157,0.761245241,0.608862704,0.622962507,0.834703889,0.804390055
cg18279536,0.041834988,0.05630367,0.096705603,0.135676447,0.148099756,0.0652287,0.034395348,0.028091495
cg18320188,0.080347597,0.062888545,0.048739891,0.045422528,0.034947352,0.052339002,0.05837176,0.076441838
cg18322025,0.908965769,0.870951791,0.931758005,0.88531559,0.950746821,0.915523894,0.848053407,0.693939501
cg18330203,0.051156358,0.06780136,0.187921234,0.507984093,0.149753142,0.103567367,0.203388426,0.149736091
cg18335505,0.415478575,0.53980758,0.506341173,0.796136261,0.825148195,0.887641581,0.936711549,0.931571169
cg18351329,0.906350332,0.904221894,0.859749569,0.673831171,0.068803799,0.049880714,0.277628792,0.166664926
cg18352516,0.765780905,0.852336894,0.861291199,0.755688827,0.911690663,0.897994614,0.544306087,0.535000155
cg18368411,0.021436285,0.019625872,0.02141505,0.029590384,0.019173904,0.026548582,0.083297009,0.072852809
cg18372208,0.366931512,0.593428926,0.284668165,0.091762048,0.135041387,0.113078227,0.05452607,0.11055756
cg18402987,0.329868442,0.373828032,0.190387251,0.321373198,0.507975675,0.514016255,0.408802261,0.678025364
cg18448614,0.140352224,0.156620338,0.2271263,0.13518896,0.140385142,0.186091404,0.100932163,0.037346079
cg18449021,0.020869736,0.039880512,0.052677132,0.06414368,0.030154937,0.041773969,0.06527791,0.50490182
cg18460830,0.596727288,0.553446832,0.146884599,0.06718918,0.23202659,0.051550457,0.116602157,0.538492807
cg18464823,0.526844002,0.489572582,0.538638358,0.686421271,0.909108646,0.875502172,0.869916267,0.590206067
cg18467189,0.455854614,0.567464512,0.588487572,0.786681476,0.488022856,0.561758509,0.762405455,0.153751203
cg18482112,0.045657213,0.108411119,0.50154081,0.078833683,0.052252311,0.108976188,0.107374547,0.114698327
cg18506672,0.887992111,0.939469856,0.898221433,0.854574524,0.91670508,0.944755266,0.830387405,0.724291618
cg18507732,0.112716587,0.131477701,0.14695011,0.438279544,0.248827862,0.157937818,0.199589129,0.589742508
cg18520517,0.046821864,0.073149327,0.181269947,0.095772522,0.067185308,0.064285093,0.03498681,0.138264865
cg18522231,0.385233091,0.541013597,0.577848547,0.551081045,0.522659413,0.526014366,0.748836088,0.745345592
cg18558073,0.597605463,0.427024227,0.379637092,0.129661322,0.209866826,0.270104283,0.242431246,0.372793575
cg18571156,0.244990223,0.149273876,0.279054014,0.16361733,0.195382518,0.197969285,0.012980046,0.024006402
cg18587504,0.060303039,0.147866432,0.114585774,0.09416145,0.093810076,0.059894877,0.040523768,0.034397346
cg18587557,0.912091515,0.949418735,0.888521238,0.918885811,0.536007097,0.551719425,0.549950591,0.904437573
cg18634560,0.221796935,0.057204483,0.564633318,0.840093677,0.44916526,0.561937908,0.259955021,0.081962621
cg18648917,0.950155017,0.93057667,0.929045749,0.060138736,0.053678376,0.133601816,0.167873052,0.225212865
cg18665594,0.247924057,0.295861619,0.09520863,0.417921341,0.547388183,0.491010536,0.304945255,0.290539098
cg18670770,0.037413536,0.030321956,0.087519393,0.036085948,0.028689047,0.037650115,0.077305027,0.043104647
cg18678645,0.55369103,0.59198397,0.536797976,0.646119194,0.489741997,0.576083313,0.615542667,0.716176252
cg18693051,0.189286807,0.266183843,0.4093533,0.18341323,0.1742342,0.240503313,0.222141363,0.197860901
cg18707489,0.429733232,0.577148696,0.608961787,0.476328416,0.793048384,0.741568545,0.468973872,0.78406973
cg18713748,0.937336899,0.937253243,0.936371455,0.933417649,0.947841185,0.958832439,0.886312682,0.852585523
cg18735089,0.111570816,0.167619228,0.099591681,0.24878577,0.18628444,0.064794692,0.149543826,0.273754304
cg18792146,0.946160065,0.922582747,0.953361512,0.95263266,0.350637962,0.352046829,0.321144791,0.190352984
cg18850089,0.10404578,0.281883265,0.106485548,0.53954031,0.683834377,0.600946924,0.666945784,0.778005023
cg18856614,0.821808887,0.028098839,0.877750667,0.786077151,0.48203295,0.480643481,0.025370758,0.068756888
cg18857062,0.870634408,0.95299142,0.808196352,0.786107977,0.966859598,0.954120622,0.591046207,0.737717971
cg18865445,0.944759497,0.938480068,0.902732019,0.654371573,0.636227272,0.592863667,0.857770769,0.330959318
cg18912107,0.024356685,0.059833987,0.112628388,0.058979401,0.110231662,0.047468947,0.127478583,0.135094941
cg18934443,0.088035482,0.507635511,0.085678222,0.648590634,0.081670281,0.095362454,0.209316947,0.695781956
cg19002149,0.023245874,0.095136284,0.123023865,0.055312427,0.059040825,0.12957223,0.017440706,0.062414164
cg19003815,0.899343694,0.942858548,0.861189218,0.774856461,0.955075932,0.936873952,0.873528363,0.882346874
cg19050152,0.38186792,0.468366379,0.409013799,0.420569155,0.092734632,0.101415178,0.046496318,0.031855688
cg19098465,0.069601894,0.166331523,0.199732418,0.064322499,0.133959176,0.172656223,0.066396676,0.030419643
cg19101232,0.364460142,0.165700349,0.26982369,0.202258597,0.197311346,0.198806169,0.246605922,0.300636305
cg19107578,0.847263604,0.545689821,0.72993387,0.069160776,0.104315012,0.125403196,0.021685501,0.43613436
cg19117047,0.052864004,0.061526204,0.103878964,0.060050354,0.089851762,0.05776769,0.081613389,0.1803324
cg19149522,0.657499384,0.553607313,0.530451049,0.552018262,0.59916696,0.488199081,0.600748748,0.495371788
cg19183879,0.358759595,0.313864528,0.284190686,0.76146268,0.41778516,0.241182298,0.345408704,0.478567791
cg19186380,0.412321443,0.101107991,0.250900627,0.488123871,0.254743966,0.513438668,0.085812367,0.6084982
cg19190762,0.058854447,0.033820361,0.063453234,0.023542252,0.082237775,0.053552332,0.020829661,0.036177566
cg19196401,0.548711808,0.908877895,0.837499625,0.878667943,0.568021247,0.20273223,0.501939567,0.275557193
cg19257832,0.023418841,0.077135487,0.15895744,0.081104633,0.118398896,0.071006913,0.020811351,0.041202635
cg19327615,0.49303281,0.654104182,0.606768352,0.12935119,0.04031713,0.048787699,0.023420231,0.030229007
cg19333883,0.039160519,0.073005297,0.150311886,0.101704717,0.088202349,0.227341136,0.146212855,0.048149331
cg19335130,0.936883497,0.935345643,0.920101385,0.753992796,0.433467717,0.594624894,0.649725837,0.693813795
cg19375981,0.082356464,0.133898996,0.24670125,0.118033221,0.042625551,0.306265024,0.079366971,0.079286766
cg19455642,0.053145247,0.14517323,0.192293293,0.376463439,0.35905499,0.35933148,0.228533202,0.481038873
cg19480425,0.368944183,0.480830858,0.088236233,0.061032019,0.067287668,0.066959158,0.051044768,0.384663983
cg19566774,0.172164434,0.039470865,0.572146043,0.904750789,0.208516232,0.676332242,0.783970088,0.653582811
cg19572487,0.686696792,0.805843821,0.785250415,0.244659984,0.142406729,0.096360159,0.233012417,0.165789527
cg19579217,0.082217582,0.168582664,0.150125195,0.091733751,0.087186954,0.086999631,0.076978068,0.184249153
cg19584649,0.253980777,0.299599127,0.26561166,0.141716119,0.262077748,0.212219724,0.179479257,0.113201413
cg19658332,0.056592028,0.030758749,0.032011689,0.587150782,0.035595925,0.029393158,0.16219724,0.173215196
cg19660806,0.632225702,0.6160488669999999,0.588041273,0.7021861,0.574689504,0.574405558,0.729171198,0.169307621
cg19678392,0.016152656,0.02412898,0.085492435,0.028039147,0.018372506,0.017337962,0.037345013,0.073420344
cg19701879,0.918392584,0.851905648,0.903670562,0.789369194,0.943909348,0.842109725,0.47581506,0.732935455
cg19730268,0.07303072,0.063714906,0.176155528,0.042855053,0.093741099,0.108499828,0.03564544,0.037194198
cg19811337,0.940065852,0.861305866,0.959383083,0.813430948,0.58643289,0.902808707,0.857315813,0.592037373
cg19820328,0.618454542,0.528363198,0.510724866,0.850705055,0.914988682,0.88370365,0.778948218,0.308778045
cg19970883,0.064138992,0.070283705,0.471139185,0.09365019,0.052728386,0.060811864,0.196095481,0.028408647
cg19977004,0.06447883,0.141149342,0.221512998,0.171655115,0.070279923,0.141148354,0.306919365,0.228687761
cg19978674,0.923483284,0.920383239,0.872290366,0.934626695,0.92504956,0.868241761,0.900558869,0.800084791
cg19980929,0.063749999,0.11346072,0.128520553,0.201533684,0.327889163,0.411318567,0.064494725,0.145560297
cg19998073,0.101508545,0.549877707,0.197227212,0.406163523,0.51273666,0.249897268,0.422436808,0.51621259
cg19998150,0.018002803,0.021547322,0.015176042,0.025377133,0.016920868,0.018818967,0.059027673,0.046803154
cg20008140,0.438994374,0.801405578,0.637594095,0.648166121,0.328948607,0.664915569,0.685468644,0.615237195
cg20016411,0.975763672,0.921648638,0.910449679,0.84032952,0.976548884,0.948187823,0.953448266,0.933257583
cg20018425,0.114059517,0.089132651,0.218040147,0.1366401,0.480933264,0.45167938,0.871379748,0.271477614
cg20060685,0.933892195,0.911635566,0.920038056,0.181801761,0.878059453,0.774695446,0.739104724,0.875532729
cg20104774,0.048529516,0.095725684,0.16877219,0.160796397,0.125148804,0.051542724,0.070329201,0.03736203
cg20117519,0.029025712,0.038691805,0.082308686,0.049439184,0.024990072,0.037426169,0.144879096,0.116611694
cg20119798,0.016217955,0.025259703,0.065490626,0.032816502,0.028692395,0.029121335,0.060719744,0.083036276
cg20131596,0.058801879,0.114817478,0.227952586,0.278905969,0.252767291,0.143388781,0.183383446,0.111378473
cg20165520,0.060127302,0.119395304,0.17065517,0.098663156,0.055114375,0.092420976,0.023205282,0.015866863
cg20174730,0.239851621,0.525341107,0.40027217,0.354214771,0.265127639,0.277889736,0.301673267,0.832255686
cg20176388,0.279677782,0.155184221,0.43866949,0.244740704,0.244814306,0.336205686,0.370776916,0.554764879
cg20181209,0.292617273,0.560881888,0.752869585,0.519114449,0.515412244,0.442011463,0.516975355,0.43729068
cg20222562,0.171312803,0.05839384,0.138905432,0.088181196,0.12485444,0.079355151,0.157854847,0.213662959
cg20268039,0.938896212,0.912748074,0.861863446,0.868688944,0.62064044,0.894130005,0.883869579,0.664385079
cg20276677,0.230315169,0.123086684,0.286782709,0.17803889,0.183546756,0.201699469,0.038033036,0.017186312
cg20309640,0.227892673,0.354512138,0.273621081,0.12940635,0.485663862,0.396994219,0.362749634,0.587175137
cg20340346,0.038652533,0.136805433,0.250484578,0.128998499,0.081245995,0.131452054,0.224415418,0.168743778
cg20375709,0.02651564,0.049551478,0.064281734,0.075822531,0.064308343,0.100134838,0.672360676,0.700246523
cg20379593,0.744520582,0.853819143,0.824843924,0.788978817,0.727071173,0.760486726,0.809565026,0.869359718
cg20388732,0.487253537,0.216269021,0.308299487,0.642563671,0.283028555,0.291426263,0.262885354,0.196279132
cg20432671,0.101245943,0.03076005,0.030530163,0.050929105,0.032754955,0.029790146,0.15954194,0.105653933
cg20458044,0.386473634,0.295621063,0.402211993,0.199604955,0.533499053,0.389751086,0.312035535,0.31083513
cg20504791,0.027523232,0.028680815,0.041337257,0.085659075,0.02785246,0.024003158,0.092577383,0.089964903
cg20513206,0.23535214,0.080525196,0.111567795,0.163762639,0.438428656,0.446577783,0.029145053,0.089686672
cg20515136,0.551245226,0.525883094,0.158343849,0.520402103,0.551931539,0.498847735,0.259332812,0.065845898
cg20519373,0.411287411,0.514794733,0.850834121,0.564731255,0.350883964,0.552380569,0.585324103,0.08122222
cg20569203,0.369413825,0.577259094,0.153086254,0.202617351,0.252181365,0.319870597,0.183594705,0.271134714
cg20570109,0.223853133,0.327188111,0.398223304,0.413746962,0.442335969,0.452268349,0.50236662,0.645289673
cg20630655,0.2292404,0.284169991,0.263035989,0.413483153,0.214084237,0.219463387,0.126122674,0.104572253
cg20660989,0.703509701,0.848737173,0.828840011,0.630342905,0.84540661,0.913088051,0.286603304,0.284094573
cg20677143,0.920758752,0.898894518,0.745079017,0.380735169,0.877558245,0.882129626,0.939973368,0.352411909
cg20715295,0.098920368,0.045153343,0.052545066,0.384694721,0.286177969,0.074595841,0.156700333,0.211326447
cg20740051,0.028967162,0.092161825,0.221901267,0.13756037,0.079475023,0.155045369,0.059994252,0.026446768
cg20743744,0.050078524,0.051596512,0.071318412,0.074272628,0.079481559,0.041515131,0.057300801,0.04664289
cg20747739,0.111558951,0.085604996,0.297816471,0.077875445,0.194391516,0.15217774,0.151025573,0.039510512
cg20770409,0.043618341,0.139196117,0.158004243,0.1457976,0.078413461,0.080154842,0.51874055,0.057510615
cg20801007,0.020838365,0.022317746,0.020584069,0.019753553,0.021679026,0.019021192,0.068129279,0.037773466
cg20848291,0.040487131,0.414499447,0.099793658,0.09856035,0.10648685,0.102283074,0.621039923,0.038022275
cg20885179,0.991688827,0.965978268,0.849175216,0.935701115,0.846655594,0.945585117,0.979486616,0.56384964
cg20911165,0.016447673,0.054944271,0.288435188,0.142418658,0.157662117,0.098916775,0.046650817,0.009675578
cg20956390,0.606281699,0.548349785,0.4889736,0.529329799,0.503485814,0.527421235,0.417725409,0.404632507
cg21010569,0.453367994,0.75452755,0.88471871,0.788863987,0.698725495,0.604045636,0.569191892,0.626246194
cg21041888,0.163660622,0.133315906,0.436496402,0.191524557,0.400677877,0.472011558,0.077521325,0.076295447
cg21051519,0.210455099,0.415141026,0.496217381,0.353272219,0.370260136,0.507244251,0.189001301,0.301176498
cg21061071,0.577574119,0.206920974,0.509296434,0.156078097,0.3790402,0.246762145,0.199693302,0.228354344
cg21073930,0.017919987,0.018228236,0.105658531,0.031156521,0.020231986,0.027901909,0.030715002,0.255200953
cg21103992,0.015501379,0.019760655,0.08502891,0.036559373,0.021838615,0.027690394,0.073885129,0.023568148
cg21109167,0.032606714,0.026021301,0.044682332,0.153397865,0.042720301,0.04338309,0.176946059,0.079506941
cg21116457,0.537797513,0.451692409,0.511367821,0.200329605,0.117770463,0.131966067,0.0356824,0.540903075
cg21147203,0.651577163,0.522013606,0.397382687,0.648559395,0.387730197,0.393507683,0.306283437,0.690631327
cg21153160,0.266594666,0.422620485,0.520126508,0.297911344,0.392955121,0.472796394,0.185443392,0.043155208
cg21159260,0.029484917,0.156986622,0.142145383,0.166120048,0.092271006,0.05920756,0.15085586,0.042952704
cg21160372,0.509271538,0.505173619,0.584490272,0.144639382,0.095795595,0.04775238,0.20346316,0.590212578
cg21179831,0.069847608,0.220599708,0.051333604,0.044564808,0.079871872,0.052068478,0.078942283,0.057165365
cg21183502,0.971056624,0.919672347,0.810235152,0.942954273,0.828872094,0.911568583,0.499734551,0.930507606
cg21220403,0.351124728,0.354854672,0.391633603,0.192665249,0.225296301,0.371781249,0.599999195,0.906620062
cg21235119,0.24062815,0.249561077,0.322230339,0.331621295,0.300871718,0.233305024,0.167098191,0.091078713
cg21361856,0.035597507,0.214522649,0.062157827,0.124964755,0.031361604,0.033976268,0.117585472,0.663167065
cg21371809,0.028024128,0.025015117,0.021389514,0.024773927,0.080697374,0.036319528,0.068772967,0.03261592
cg21392385,0.172074628,0.424210186,0.240995631,0.58216173,0.401828601,0.204502268,0.78546712,0.494027254
cg21468274,0.190189268,0.461238371,0.457574221,0.267995115,0.256824262,0.292090291,0.1249572,0.053541654
cg21500126,0.11741215,0.581189737,0.166047792,0.209366448,0.844891186,0.910409791,0.863906415,0.739936657
cg21521117,0.0600428,0.054899158,0.057624225,0.087172195,0.046041636,0.051578298,0.146143439,0.140304227
cg21523688,0.279216834,0.228863358,0.216267599,0.147577713,0.232235843,0.192403501,0.175517475,0.13268377
cg21548813,0.487354949,0.530204267,0.616682432,0.514865584,0.463776096,0.528567812,0.200566797,0.248798009
cg21573200,0.961780287,0.944229042,0.895054365,0.756943309,0.974880326,0.958036771,0.967712809,0.671372119
cg21580428,0.368083436,0.457494354,0.469647831,0.538874966,0.423814291,0.49726431,0.553791046,0.609200387
cg21583723,0.062874354,0.057832763,0.060549089,0.071730466,0.058102981,0.059090107,0.021622975,0.039334135
cg21610815,0.515810912,0.473221534,0.500240193,0.358175713,0.487953507,0.577490685,0.597320242,0.068195267
cg21626848,0.055975443,0.04526252,0.136386607,0.126033553,0.057285241,0.065011883,0.057117389,0.161080154
cg21646955,0.950016624,0.955144059,0.80306258,0.766976661,0.849154583,0.8675737,0.88665626,0.86785033
cg21665744,0.516223069,0.519212535,0.514062957,0.706368075,0.487642685,0.441375017,0.769040883,0.778541548
cg21702011,0.077161124,0.059436725,0.133617309,0.036550646,0.821220362,0.786203334,0.287934585,0.273772957
cg21746425,0.441410038,0.446789462,0.501003752,0.076735672,0.509166476,0.510172919,0.281608128,0.288549472
cg21750887,0.41875237,0.646063104,0.367764132,0.135555954,0.468995357,0.588703833,0.030507565,0.759892738
cg21790715,0.159314261,0.073270629,0.262335014,0.190628772,0.176578196,0.100442581,0.090758199,0.056868884
cg21838488,0.571829153,0.343316969,0.564165297,0.897870061,0.577426549,0.624432345,0.871525858,0.878761087
cg21859290,0.304347093,0.122349895,0.243163297,0.048107306,0.149304163,0.162769627,0.228959956,0.10567671
cg21865657,0.239411712,0.655393241,0.066942487,0.066979213,0.043083346,0.077738858,0.044440797,0.045298409
cg21910650,0.06764414,0.043750076,0.059045004,0.068707031,0.031189322,0.056935306,0.155146617,0.167848781
cg21915449,0.219658317,0.416815933,0.350816126,0.304674468,0.462219087,0.343072306,0.543885052,0.788351357
cg22033281,0.291959967,0.279249969,0.261525945,0.317953151,0.086156411,0.100879376,0.037712578,0.670411238
cg22109795,0.082722094,0.131072311,0.169328619,0.128495375,0.147731575,0.117407093,0.035593793,0.04052435
cg22115748,0.097503618,0.041356596,0.109282938,0.051130641,0.052153075,0.047938709,0.048176024,0.07667533
cg22212414,0.036844936,0.042314632,0.041756997,0.07498823,0.029024099,0.023117655,0.221499913,0.132250076
cg22234712,0.551767414,0.482222738,0.541443882,0.516990059,0.445418105,0.530905029,0.698332607,0.490579309
cg22264616,0.090268221,0.049325762,0.102824344,0.089017549,0.065341423,0.040083391,0.197011632,0.061952749
cg22307029,0.98948222,0.986540092,0.857833894,0.540184458,0.930928353,0.902139134,0.980246836,0.945773589
cg22321572,0.114249202,0.068091328,0.236944502,0.510847842,0.371728119,0.20275829,0.11732385,0.059684074
cg22358580,0.761674498,0.620412764,0.880542847,0.600670835,0.885359826,0.889312805,0.925486573,0.755144965
cg22407822,0.35037282,0.365869945,0.637654628,0.305321769,0.420519631,0.603114131,0.624236869,0.300425062
cg22407942,0.094470607,0.120270457,0.140563456,0.556767527,0.208587949,0.166848515,0.212605415,0.411508494
cg22466678,0.056583011,0.06315702,0.186688607,0.072541447,0.084234318,0.078398791,0.178277341,0.071064806
cg22533683,0.093608359,0.103186041,0.199561442,0.086344515,0.867308059,0.745766648,0.577343019,0.190323961
cg22555495,0.950732618,0.939957927,0.829988684,0.814426632,0.526782299,0.519535914,0.862204423,0.903224681
cg22590775,0.988724694,0.991390845,0.960976842,0.981533482,0.990866781,0.972299843,0.976335639,0.983256291
cg22595230,0.022612317,0.014556961,0.263596186,0.016178818,0.019413064,0.052184719,0.015814279,0.044748613
cg22611163,0.920569866,0.908399106,0.864195883,0.884800459,0.953230272,0.940319889,0.834442663,0.912531857
cg22622123,0.59989512,0.499822912,0.196920266,0.309380372,0.435683889,0.720267275,0.789935832,0.782392945
cg22677858,0.248008717,0.555603963,0.093635724,0.40437511,0.489362407,0.109897193,0.310682495,0.035328917
cg22684041,0.082791689,0.137589214,0.209637652,0.183926545,0.210497059,0.160466685,0.218627304,0.668757235
cg22697853,0.02143882,0.058984949,0.148780066,0.047655522,0.588278482,0.562719147,0.716114736,0.169821772
cg22705959,0.942634135,0.940747398,0.870563765,0.938824835,0.936978667,0.939489135,0.800828299,0.863452488
cg22721998,0.916554967,0.900777713,0.797051337,0.650913579,0.815530309,0.814934649,0.691556216,0.759656366
cg22784187,0.021138301,0.015356341,0.028794876,0.047596461,0.023053375,0.024221377,0.036872753,0.049167764
cg22796248,0.358889658,0.272441998,0.24991955,0.175886241,0.096120549,0.213604284,0.29852683,0.036511607
cg22827806,0.47386945,0.515345172,0.85392802,0.052139346,0.490822927,0.404477491,0.8704764,0.513264052
cg22833175,0.1260143,0.123859076,0.125496434,0.072933897,0.046330527,0.046492413,0.484925811,0.051596047
cg22841772,0.536028522,0.567993115,0.553006253,0.778603357,0.63692793,0.629836707,0.699003306,0.699348804
cg22867156,0.930562862,0.910152041,0.940090648,0.830510752,0.582457334,0.851343944,0.706083559,0.785235585
cg22872064,0.026416723,0.054033113,0.137057891,0.181375368,0.036613349,0.049651824,0.027821381,0.057900146
cg22879626,0.54306883,0.555194121,0.798734167,0.46265311,0.892175348,0.884490938,0.936576485,0.459307921
cg22894896,0.051174569,0.052073684,0.091315031,0.063733695,0.184246865,0.158817361,0.146181144,0.375332666
cg22898082,0.310823771,0.20236659,0.268165989,0.064205419,0.334934637,0.150098683,0.382688893,0.048573631
cg22901840,0.332450504,0.441906996,0.489200021,0.549689525,0.13006233,0.151351913,0.225032045,0.69784897
cg22960869,0.605271677,0.664135694,0.438284065,0.517545575,0.948595495,0.950204436,0.640353599,0.547608335
cg22984769,0.54099852,0.474526241,0.513062776,0.461372105,0.421666459,0.453919427,0.596446561,0.533908162
cg23003926,0.062296027,0.540973069,0.057856547,0.934413223,0.300732702,0.108325078,0.7125904,0.692190192
cg23013853,0.075952604,0.188459783,0.123413948,0.591598432,0.198746076,0.051678801,0.121064855,0.088294608
cg23053407,0.058583152,0.028941635,0.043423884,0.102112163,0.047888229,0.030406954,0.294031972,0.263262729
cg23054121,0.100465055,0.0952031,0.178736415,0.535207432,0.162152763,0.07366475,0.040309915,0.063054539
cg23107878,0.430187855,0.463047507,0.497390499,0.520909558,0.448112425,0.512658794,0.488376494,0.446199483
cg23168425,0.031668834,0.021983674,0.060283659,0.046037858,0.035827407,0.034775849,0.309901654,0.230335702
cg23181159,0.092594706,0.101237292,0.173621073,0.209653646,0.097918229,0.093546651,0.171253295,0.13320228
cg23217680,0.694557425,0.872756485,0.875295528,0.917031038,0.542169746,0.522725723,0.580931702,0.557325288
cg23221052,0.838050411,0.669280335,0.583047631,0.863309967,0.88881114,0.858393173,0.894075608,0.790039849
cg23226914,0.960579871,0.967046423,0.943407465,0.962411196,0.978316028,0.969816502,0.602800829,0.916873884
cg23284609,0.255119483,0.253477614,0.534283172,0.483816817,0.349966921,0.340055216,0.207456578,0.079504281
cg23303188,0.195066159,0.215738463,0.359298407,0.277933268,0.271934347,0.21375956,0.162141254,0.077283467
cg23323891,0.627259668,0.593600386,0.64713925,0.597750735,0.06979091,0.080762039,0.247387442,0.774311976
cg23331961,0.666035869,0.444938688,0.823170462,0.86293665,0.556367729,0.551432742,0.574781711,0.497682194
cg23396177,0.888529,0.889518355,0.893362137,0.692824261,0.90765919,0.919564114,0.397737689,0.461715324
cg23409168,0.948706072,0.604644478,0.939215414,0.925293325,0.631491368,0.601518521,0.800674982,0.734065674
cg23423227,0.559293113,0.507364946,0.68606954,0.154322619,0.096196275,0.430283032,0.365424118,0.03901389
cg23425316,0.956472498,0.905532682,0.846921103,0.916890561,0.973993687,0.956816067,0.982193075,0.961071864
cg23445878,0.051223457,0.065564924,0.164557737,0.08563659,0.063980483,0.104793079,0.085925831,0.253687163
cg23453353,0.125964515,0.091396496,0.127766874,0.094115681,0.376236635,0.330130523,0.383620241,0.132307048
cg23490300,0.519792047,0.576347468,0.602281535,0.068316765,0.50518843,0.521374613,0.664846407,0.912593601
cg23496516,0.040846013,0.042551977,0.137636738,0.068247197,0.190702771,0.07055621,0.102423679,0.052581519
cg23499929,0.651695793,0.686209192,0.771300507,0.544263211,0.826464754,0.774472681,0.75973599,0.319749758
cg23562538,0.416400949,0.069195712,0.10164347,0.193694256,0.091901821,0.237265021,0.093762582,0.240006138
cg23573129,0.291460186,0.600470058,0.631167945,0.737382798,0.600104595,0.492232901,0.054908805,0.42245381
cg23622616,0.089396725,0.057472507,0.126647739,0.055777277,0.035587086,0.059681051,0.200055446,0.055368806
cg23658684,0.586682887,0.552552602,0.812929259,0.554486629,0.952496039,0.651201351,0.730491723,0.223081296
cg23708337,0.230627784,0.078178481,0.050712747,0.489412841,0.513484857,0.20967911,0.402200747,0.144220811
cg23711873,0.074876287,0.051380002,0.084508663,0.198370215,0.075052909,0.089389298,0.21285287,0.229590097
cg23732725,0.315454575,0.130575623,0.25170582,0.138121587,0.153643988,0.175015172,0.119565885,0.061861657
cg23746600,0.135658696,0.076829599,0.11927337,0.06265492,0.250968758,0.176648671,0.230666707,0.694542512
cg23748340,0.498355198,0.480733691,0.562036273,0.581775053,0.469017934,0.53987833,0.787017252,0.41596289
cg23759393,0.967370892,0.751783592,0.940290696,0.655889348,0.806038602,0.590109046,0.77673434,0.854764115
cg23796525,0.067212414,0.11004663,0.157061002,0.531605134,0.124689517,0.24748563,0.083282549,0.379896565
cg23884217,0.774613877,0.908228321,0.824836952,0.805662624,0.811344077,0.872889262,0.839515405,0.197284139
cg23892836,0.065765941,0.081131592,0.063096575,0.054289808,0.056912268,0.038524896,0.057447795,0.085698897
cg23921523,0.431018371,0.509854617,0.222818924,0.597118366,0.022320794,0.17974522,0.044192394,0.697246857
cg23929194,0.321940071,0.393269178,0.735643014,0.564551142,0.444504897,0.581542051,0.288768262,0.136984856
cg23933095,0.631276076,0.900573241,0.610017119,0.614981482,0.494805591,0.339038077,0.577688654,0.343383551
cg23942311,0.113575436,0.340335407,0.474496279,0.549575058,0.571401948,0.596182365,0.518196494,0.449779882
cg23971381,0.369122958,0.462082607,0.507885016,0.353214246,0.139619433,0.49558415,0.217342763,0.540024416
cg24008358,0.482221461,0.533725226,0.537500491,0.454004029,0.522353869,0.444815257,0.20397321,0.184008695
cg24033859,0.926645892,0.85094369,0.799447298,0.072648202,0.514905895,0.594787652,0.573298677,0.876271655
cg24048949,0.392415569,0.534487484,0.307582747,0.366727222,0.510168354,0.541334859,0.426439491,0.523480161
cg24061122,0.06829109,0.02364842,0.095657205,0.048264392,0.106245408,0.037410371,0.1685813,0.087173708
cg24128316,0.102640858,0.119038649,0.167620367,0.08559977,0.24464423,0.21484785,0.264290685,0.379339717
cg24195486,0.655825965,0.578995758,0.598470203,0.89086837,0.584102275,0.51246226,0.724129319,0.438689802
cg24218620,0.144572604,0.24701977,0.425179948,0.237315211,0.127438608,0.117281897,0.17148928,0.633001831
cg24317406,0.662675058,0.125670888,0.883830306,0.560632727,0.582069584,0.556305948,0.141080042,0.804713388
cg24319836,0.038120084,0.160641321,0.142226483,0.13302849,0.06164671,0.109346132,0.045300417,0.453658548
cg24322968,0.548429653,0.60537806,0.624308265,0.089565855,0.830541765,0.819115308,0.883251074,0.887094483
cg24324837,0.961245999,0.962362471,0.95417967,0.210647004,0.979123214,0.964690489,0.823243819,0.9464369
cg24334149,0.51660316,0.54394915,0.557226505,0.091205558,0.065659301,0.144230363,0.155842306,0.126549939
