Labels,MA1,MA2,MA3,MA4,MB1,MB2,MB3,MB4
cg17961725,0.534755609,0.848754132,0.046243378,0.512610051,0.073676152,0.273762397,0.058434407,0.241862337
cg18005867,0.531275741,0.839619117,0.103913904,0.51626893,0.0530318,0.02930103,0.479415092,0.032503318
cg18046394,0.699791183,0.894258426,0.646052238,0.739635754,0.799096483,0.613464324,0.77426807,0.617210166
cg18059933,0.267325622,0.463730092,0.243349781,0.118520153,0.322753703,0.461610425,0.351499956,0.43169374
cg18104242,0.777753178,0.927725914,0.932670708,0.907844643,0.556315055,0.469810148,0.617144047,0.379593036
cg18110333,0.012919655,0.014005134,0.016994017,0.0232418,0.015818876,0.012488931,0.010028438,0.019977917
cg18168249,0.040575615,0.324121475,0.102723606,0.059284219,0.150156528,0.092819481,0.182679688,0.052940032
cg18209323,0.329538648,0.522865462,0.441558799,0.447838459,0.334113266,0.495622478,0.480943298,0.536196825
cg18222865,0.718959039,0.536816782,0.839894438,0.465388853,0.624322578,0.387607641,0.729526764,0.307264835
cg18232861,0.034517269,0.033799593,0.039108488,0.028959025,0.040263852,0.039193059,0.063140089,0.028470394
cg18241308,0.04865635,0.076736356,0.087699304,0.327596255,0.232552923,0.348045143,0.494276382,0.483266452
cg18269963,0.918414205,0.834496524,0.948172569,0.614423775,0.050043797,0.032014458,0.038820403,0.040221511
cg18279536,0.290156191,0.403128749,0.471103146,0.04461878,0.217439031,0.376298632,0.098924076,0.328007649
cg18320188,0.496571757,0.488619749,0.498372988,0.068038418,0.603683039,0.862317389,0.897795921,0.896876003
cg18322025,0.434624785,0.473465533,0.501781028,0.50076095,0.46173723,0.518034291,0.537812049,0.472413949
cg18330203,0.554400384,0.123551319,0.54624182,0.066003402,0.512415449,0.553760483,0.539556678,0.528821326
cg18335505,0.875805362,0.520562642,0.892751758,0.578818685,0.460064328,0.379032364,0.491081684,0.371915291
cg18351329,0.904635532,0.934626564,0.94473678,0.791593557,0.819184345,0.756287715,0.912385413,0.82544408
cg18352516,0.820311177,0.84050134,0.575318516,0.567974439,0.678573474,0.549807473,0.214309425,0.65119409
cg18368411,0.947799907,0.948311009,0.960186472,0.953987809,0.54716362,0.459282272,0.575766193,0.360879727
cg18372208,0.948049484,0.922361692,0.955832059,0.961572905,0.955506283,0.95539686,0.9657884,0.956937807
cg18402987,0.410520927,0.5042344,0.4868833,0.444614141,0.352784251,0.443166876,0.445172459,0.455530432
cg18448614,0.30062138,0.597896448,0.512034612,0.318948647,0.403595487,0.475473918,0.605352939,0.340894629
cg18449021,0.189827666,0.173321728,0.123733202,0.043306975,0.063093685,0.044325868,0.058538429,0.053479888
cg18460830,0.42781868,0.462105943,0.517280315,0.049660768,0.591437435,0.090056707,0.17187432,0.276589799
cg18464823,0.089776061,0.080778138,0.447914345,0.466161505,0.462318672,0.040465425,0.083196568,0.183022487
cg18467189,0.5697588,0.028369733,0.506168478,0.596811511,0.838574363,0.423407224,0.92213786,0.337945737
cg18482112,0.431290647,0.406110367,0.541239713,0.139958707,0.138044512,0.068869004,0.055239166,0.050458954
cg18506672,0.822938816,0.54729718,0.932322564,0.916243218,0.464017393,0.674641089,0.494783545,0.608191849
cg18507732,0.459805028,0.104453712,0.669414517,0.074305902,0.38596178,0.461103007,0.14302315,0.646014125
cg18520517,0.571372841,0.522627878,0.511776975,0.132309802,0.48810042,0.118762884,0.491478396,0.058551744
cg18522231,0.821394935,0.9363798,0.930228005,0.920680573,0.260197524,0.468352006,0.300105365,0.551205606
cg18558073,0.486078245,0.141141965,0.525143088,0.947245301,0.145414628,0.078202986,0.238664595,0.400771872
cg18571156,0.518499618,0.757976629,0.463660414,0.461629871,0.218262534,0.344353535,0.138730873,0.080330782
cg18587504,0.31599676,0.524225623,0.51827053,0.055617976,0.776823567,0.656993755,0.87131383,0.901975819
cg18587557,0.089845213,0.900615099,0.109772382,0.921029972,0.785478313,0.540766256,0.881080458,0.566915788
cg18634560,0.538585266,0.522620909,0.499951983,0.062117787,0.071750108,0.125147745,0.058472363,0.086121977
cg18648917,0.169783103,0.237731703,0.079551019,0.144490618,0.450903071,0.124667876,0.076201148,0.102823372
cg18665594,0.538939622,0.891278238,0.528342329,0.940495075,0.469008176,0.610727692,0.295808757,0.604310233
cg18670770,0.74734148,0.926068367,0.943095482,0.963878633,0.852723671,0.88137025,0.92287849,0.962894307
cg18678645,0.029825444,0.034568733,0.032610984,0.029296129,0.029396582,0.028553476,0.026767529,0.038444231
cg18693051,0.172708424,0.564278674,0.156196213,0.119658635,0.18065167,0.212696256,0.115115069,0.096082894
cg18707489,0.793375105,0.797742107,0.856966796,0.879902908,0.56374728,0.424431401,0.471363338,0.438937971
cg18713748,0.944230794,0.92307857,0.956598581,0.051344358,0.946544078,0.95882358,0.957825267,0.954175872
cg18735089,0.333898443,0.374505586,0.112386865,0.173662621,0.923408576,0.651972819,0.896444103,0.768737654
cg18792146,0.924811251,0.956903366,0.967405872,0.971683359,0.956036453,0.968774757,0.973293811,0.965685492
cg18850089,0.481737278,0.470085594,0.532527019,0.500055059,0.474295221,0.335468704,0.45246993,0.282966766
cg18856614,0.487876187,0.05869615,0.472103796,0.501799233,0.383275657,0.056615367,0.449592368,0.056639042
cg18857062,0.32641627,0.486311527,0.467504461,0.973550679,0.436560163,0.392351631,0.471557443,0.366616649
cg18865445,0.694375123,0.932717792,0.923601036,0.95421614,0.931092094,0.930657737,0.898000125,0.882455383
cg18912107,0.511300021,0.531132547,0.066223334,0.196859452,0.475263943,0.458954538,0.110779272,0.067566027
cg18934443,0.925513028,0.92044,0.942269803,0.54727094,0.913691984,0.73285596,0.941696941,0.769874802
cg19002149,0.086819681,0.371648304,0.087768389,0.066870772,0.096160478,0.426102223,0.108141834,0.081205254
cg19003815,0.416348295,0.55445821,0.606053498,0.612617756,0.50239581,0.605422817,0.648008832,0.574092748
cg19050152,0.264479861,0.10128592,0.17513881,0.092295374,0.072457323,0.080551307,0.073491571,0.072934222
cg19098465,0.209270457,0.086641515,0.17224189,0.403806317,0.12574358,0.117216994,0.075404078,0.081948068
cg19101232,0.24562004,0.120228447,0.461261689,0.668511584,0.157576691,0.367497388,0.251075305,0.317855204
cg19107578,0.034219595,0.51416224,0.056948149,0.420923991,0.970695945,0.950847541,0.957916076,0.934651405
cg19117047,0.301365877,0.115998527,0.051654478,0.214795882,0.377779391,0.455792363,0.24141875,0.378326788
cg19149522,0.473897655,0.403886583,0.528976438,0.473795985,0.524583705,0.542146076,0.549033106,0.497088473
cg19183879,0.697378623,0.853457748,0.897420682,0.931909998,0.611407,0.548482319,0.671725552,0.390741074
cg19186380,0.527305058,0.338461848,0.602013396,0.850518207,0.470540447,0.142143002,0.534764572,0.274146684
cg19190762,0.214010809,0.463113245,0.076441349,0.522737652,0.236854991,0.414432901,0.249226683,0.415069498
cg19196401,0.392773791,0.653074568,0.900373612,0.598530211,0.340252511,0.323593214,0.382066042,0.313535826
cg19257832,0.494192825,0.424930509,0.497042336,0.515533409,0.115893392,0.305808081,0.087137286,0.095516805
cg19327615,0.771085713,0.890325857,0.895137612,0.721035165,0.835308412,0.87042791,0.625460472,0.674965707
cg19333883,0.791903595,0.816925075,0.870605555,0.527857323,0.085847112,0.0638678,0.054431206,0.077740732
cg19335130,0.734838341,0.15208113,0.501290054,0.563120567,0.071457752,0.079763894,0.380935186,0.08362372
cg19375981,0.04031339,0.026299156,0.193333189,0.037301694,0.407614414,0.119042476,0.238977862,0.140081538
cg19455642,0.11091517,0.158513492,0.141532182,0.31623419,0.251951442,0.420712642,0.242106573,0.129731545
cg19480425,0.491580107,0.44733838,0.47431046,0.044498859,0.099623386,0.602203783,0.05323251,0.600630974
cg19566774,0.602388329,0.161712907,0.557924738,0.411126233,0.199865852,0.105914345,0.119187899,0.048059451
cg19572487,0.861143757,0.123214438,0.866688592,0.056579156,0.051898711,0.285697567,0.317144958,0.18607925
cg19579217,0.939695692,0.979790232,0.965130671,0.939659008,0.965108527,0.963948819,0.966092472,0.959985221
cg19584649,0.428715706,0.705996785,0.624128651,0.586183212,0.691865776,0.56989507,0.366174919,0.603954251
cg19658332,0.067445252,0.074101145,0.036110446,0.035593647,0.045713603,0.03345085,0.046947956,0.033897645
cg19660806,0.126531323,0.06949958,0.076939104,0.847444749,0.186034226,0.248466093,0.822204336,0.536158239
cg19678392,0.970141894,0.977448185,0.984630957,0.986492887,0.749928554,0.763396957,0.952290339,0.769268858
cg19701879,0.156563215,0.20167779,0.093340109,0.604697811,0.270953616,0.172549395,0.550976862,0.292161089
cg19730268,0.855190548,0.883001972,0.883930041,0.88865192,0.85638053,0.896628362,0.881592942,0.896625168
cg19811337,0.038211163,0.035815637,0.030644848,0.021105649,0.029478791,0.027843947,0.023811261,0.019676245
cg19820328,0.089790414,0.472924782,0.042715194,0.048117542,0.082726675,0.044456449,0.114357155,0.057804637
cg19970883,0.909885759,0.51273042,0.927919412,0.043586808,0.854082918,0.453645996,0.86732448,0.550946744
cg19977004,0.056457865,0.058290097,0.063219693,0.051553831,0.074803269,0.123730443,0.064246337,0.087937197
cg19978674,0.050993501,0.089706359,0.077389319,0.537763392,0.49157322,0.376604756,0.545930785,0.373895617
cg19980929,0.575663791,0.890452151,0.17682446,0.945886493,0.581157273,0.221873626,0.47330126,0.363817962
cg19998073,0.620652172,0.910312748,0.534395778,0.535614416,0.49448735,0.11611045,0.106646945,0.071220297
cg19998150,0.352282898,0.319264811,0.115680596,0.962168097,0.484020096,0.43161162,0.494185209,0.48780157
cg20008140,0.65144848,0.441553368,0.577489302,0.487522198,0.769490726,0.749575951,0.909145426,0.726492905
cg20016411,0.960494409,0.932505891,0.956476571,0.962717026,0.705668779,0.937054836,0.942969879,0.950364293
cg20018425,0.103807419,0.407781826,0.139380959,0.313226612,0.473186685,0.567821901,0.481453856,0.503475069
cg20060685,0.922393831,0.950991532,0.950600144,0.952415632,0.933623191,0.927196992,0.952566479,0.953571325
cg20104774,0.508989797,0.865954498,0.186540437,0.077156851,0.091318757,0.08780973,0.050881413,0.075110703
cg20117519,0.883858748,0.858822411,0.889335317,0.963425271,0.117497147,0.486836136,0.034931126,0.485030903
cg20119798,0.226023966,0.598235926,0.485305708,0.489436194,0.514256445,0.483220256,0.899046166,0.48253617
cg20131596,0.032417311,0.278713727,0.053144957,0.045804365,0.381374712,0.209042773,0.241044969,0.144488058
cg20165520,0.085521832,0.326774918,0.071552423,0.027096782,0.291074145,0.267579841,0.252835093,0.33132313
cg20174730,0.084792604,0.196162171,0.395880581,0.445208616,0.462243962,0.302419397,0.60522653,0.3637297
cg20176388,0.333799072,0.881817974,0.31468095,0.279323231,0.099468338,0.404037164,0.081414421,0.128734746
cg20181209,0.092758002,0.346350073,0.056243659,0.253914514,0.141254969,0.074770654,0.077742079,0.05635377
cg20222562,0.151757461,0.468847698,0.247530985,0.569452022,0.197766963,0.485474609,0.267908253,0.412323203
cg20268039,0.912619438,0.919060293,0.945327839,0.858970478,0.868799176,0.91258101,0.433015523,0.909971591
cg20276677,0.305556404,0.04270369,0.525650177,0.520058476,0.06347599,0.044800254,0.046736603,0.07086531
cg20309640,0.679521271,0.640306119,0.921700255,0.422540549,0.118897539,0.091028231,0.047500219,0.071880857
cg20340346,0.040509354,0.084856941,0.055880008,0.098096459,0.384194457,0.390327674,0.179419236,0.112111459
cg20375709,0.050445649,0.54130232,0.068120862,0.543450683,0.104064053,0.65754171,0.551179735,0.584048001
cg20379593,0.865078267,0.801431811,0.461146751,0.737832467,0.720503006,0.551951136,0.795756884,0.711512224
cg20388732,0.15726383,0.182872906,0.101916771,0.069995101,0.375292483,0.411890663,0.48814917,0.468325298
cg20432671,0.046019011,0.149138121,0.065584329,0.029246486,0.534467483,0.541037945,0.829896806,0.539025983
cg20458044,0.813554392,0.523901741,0.53593346,0.581388542,0.171406386,0.212948205,0.186287519,0.233534862
cg20504791,0.901054232,0.949119687,0.963601283,0.891567565,0.87541511,0.928209707,0.950765127,0.934472414
cg20513206,0.429421672,0.091769975,0.486243609,0.322726922,0.599482622,0.552321048,0.523348923,0.27599395
cg20515136,0.496651538,0.458582863,0.544135851,0.916601567,0.124790505,0.489550207,0.12654026,0.515665192
cg20519373,0.052429694,0.030953809,0.046241834,0.04372382,0.402073721,0.3047071,0.433795269,0.374415952
cg20569203,0.23371396,0.828588105,0.559535356,0.934366104,0.068599218,0.107425659,0.074352628,0.076897164
cg20570109,0.466758308,0.958776543,0.497693357,0.960367668,0.89045307,0.820944372,0.932013662,0.955818455
cg20630655,0.717256706,0.523117656,0.774383245,0.51801551,0.685832463,0.689533399,0.784069759,0.865224473
cg20660989,0.074764258,0.102441755,0.117487289,0.104351167,0.091940576,0.103892898,0.097858926,0.112160781
cg20677143,0.355008906,0.398616637,0.403753424,0.899546297,0.095497259,0.038802564,0.083644546,0.022053085
cg20715295,0.651047841,0.507157409,0.657429801,0.410129452,0.427104237,0.369409327,0.226652657,0.358997864
cg20740051,0.081179728,0.907603348,0.37359359,0.051485404,0.938889369,0.93140421,0.912725303,0.919442424
cg20743744,0.860408502,0.890756956,0.618340741,0.921434565,0.72580894,0.929021412,0.910511035,0.68334978
cg20747739,0.130695579,0.126794445,0.153818408,0.085121589,0.102143043,0.13295363,0.08339111,0.084901449
cg20770409,0.535634462,0.100548955,0.574503971,0.554010636,0.214753732,0.578766895,0.18969984,0.768013172
cg20801007,0.526070365,0.894702886,0.357740267,0.622349889,0.579742246,0.598470555,0.628049917,0.579928106
cg20848291,0.889819308,0.550805083,0.702775784,0.582450391,0.569306295,0.609488825,0.118125701,0.612543516
cg20885179,0.951601847,0.963196509,0.962726544,0.979135139,0.948088747,0.963838354,0.973054572,0.979379727
cg20911165,0.38163517,0.411740241,0.539693219,0.038136399,0.11115842,0.117073688,0.08595517,0.05356029
cg20956390,0.046395358,0.024841884,0.041188502,0.042049292,0.04753866,0.035376207,0.028995042,0.027276356
cg21010569,0.058633735,0.02935397,0.034790352,0.028491044,0.318235155,0.316083131,0.432246229,0.319076415
cg21041888,0.90161814,0.906031679,0.962045215,0.970331951,0.35243261,0.66758174,0.069652863,0.546917919
cg21051519,0.924297912,0.98802049,0.98748098,0.975121808,0.937577227,0.977343408,0.988224814,0.973615944
cg21061071,0.725030061,0.262297003,0.856012049,0.895414561,0.321432592,0.424302527,0.230921449,0.599912477
cg21073930,0.205534009,0.372554801,0.395090733,0.3699339,0.282174154,0.431354791,0.41644233,0.405262655
cg21103992,0.30146737,0.105051813,0.138434373,0.886119698,0.177340103,0.48311264,0.07406135,0.760760561
cg21109167,0.589654807,0.677076357,0.580387493,0.120848293,0.926495232,0.948308993,0.947806138,0.942608616
cg21116457,0.077240349,0.049488395,0.098752421,0.505455868,0.140646027,0.088654526,0.112060265,0.10612632
cg21147203,0.183699958,0.477000536,0.249785025,0.075724992,0.316221266,0.41232372,0.316846591,0.394756152
cg21153160,0.95824299,0.977432052,0.977770555,0.978962552,0.964937403,0.973844807,0.985054307,0.980534782
cg21159260,0.069909241,0.12871687,0.060337203,0.044917739,0.631755104,0.628372508,0.80064083,0.584995022
cg21160372,0.764178487,0.039792203,0.501047925,0.56426944,0.103231246,0.060132168,0.04461264,0.050246949
cg21179831,0.440072121,0.465807713,0.529862658,0.911480995,0.13152055,0.512880928,0.159113892,0.507456179
cg21183502,0.556149468,0.392268528,0.792933786,0.153341447,0.273226545,0.301321847,0.191389202,0.141800542
cg21220403,0.561799411,0.536343125,0.504826453,0.553651687,0.055185732,0.384129541,0.17919975,0.411335919
cg21235119,0.283971685,0.4116144,0.155891975,0.569804893,0.334483327,0.501844472,0.459515587,0.382740274
cg21361856,0.632086472,0.891253554,0.50561737,0.035281343,0.408411726,0.282880203,0.522046051,0.282972255
cg21371809,0.457396122,0.50511731,0.559791934,0.936726139,0.069437041,0.031275274,0.523865414,0.04258822
cg21392385,0.267395384,0.103612576,0.122147512,0.694607237,0.497646473,0.643147484,0.538306558,0.686321182
cg21468274,0.331040729,0.556604776,0.182092686,0.491596633,0.083124139,0.229155349,0.065236324,0.167664236
cg21500126,0.379945779,0.100980334,0.071296876,0.077623046,0.391667491,0.304551363,0.628518613,0.369934173
cg21521117,0.508081665,0.644666494,0.579256861,0.565291759,0.656783455,0.67308398,0.65171245,0.612262795
cg21523688,0.550072406,0.444645365,0.498877062,0.205724732,0.434801996,0.477549258,0.304007366,0.263909031
cg21548813,0.040537006,0.033902041,0.036464632,0.035783054,0.080803589,0.037404026,0.051697078,0.04266429
cg21573200,0.859133854,0.975107958,0.975565133,0.973985077,0.952212296,0.965584778,0.98584977,0.978657847
cg21580428,0.91459823,0.72617569,0.840585257,0.923716631,0.815604337,0.595636142,0.484591564,0.568992389
cg21583723,0.384955587,0.19661304,0.544550774,0.057647269,0.378554007,0.554593722,0.546361333,0.515798067
cg21610815,0.925880198,0.953222919,0.958697649,0.970610233,0.864774963,0.931419219,0.957254338,0.92041795
cg21626848,0.874505544,0.572512151,0.919903004,0.441174631,0.884903545,0.607725188,0.858015651,0.647464812
cg21646955,0.092905856,0.575921184,0.384404351,0.01227147,0.544896407,0.587795484,0.558387662,0.558074761
cg21665744,0.070745788,0.671071414,0.054580694,0.048233453,0.059128054,0.058148039,0.045005437,0.040223328
cg21702011,0.783520645,0.809609308,0.865902605,0.889404078,0.121055216,0.104618471,0.459102052,0.295488854
cg21746425,0.296683984,0.446407003,0.492716414,0.458414221,0.438200725,0.568933588,0.512302747,0.536349491
cg21750887,0.129183496,0.170505425,0.070218852,0.052981871,0.930316472,0.94527322,0.955580433,0.896266158
cg21790715,0.039913485,0.180126786,0.06365448,0.667570107,0.192488774,0.264175582,0.483069374,0.169719176
cg21838488,0.677866628,0.205937514,0.546501977,0.775548401,0.433804076,0.198678142,0.227057059,0.132469174
cg21859290,0.218490157,0.289398835,0.226800424,0.319035671,0.597034244,0.260376038,0.395967722,0.50582412
cg21865657,0.083635716,0.217712612,0.05436122,0.039121191,0.093161875,0.44804209,0.111330293,0.497757068
cg21910650,0.617933915,0.458775107,0.523815328,0.111622119,0.503265565,0.728012692,0.938118995,0.474203815
cg21915449,0.591465653,0.479230298,0.161739324,0.665500612,0.396687496,0.528278587,0.783217431,0.443642718
cg22033281,0.284280152,0.832048215,0.102057635,0.493387568,0.489957165,0.719711546,0.558539215,0.629655442
cg22109795,0.119505005,0.548825238,0.054247418,0.870624326,0.645311239,0.326168798,0.466574669,0.205953039
cg22115748,0.329962031,0.55451014,0.508710187,0.312084123,0.042495771,0.039536825,0.050327903,0.044362941
cg22212414,0.75222608,0.900636838,0.588861765,0.665927786,0.670270602,0.549182613,0.580111177,0.686780161
cg22234712,0.414525949,0.465021668,0.522457087,0.502528162,0.380455778,0.457364191,0.495908065,0.492366886
cg22264616,0.073904251,0.44097278,0.05311934,0.048894845,0.769783524,0.605602612,0.58138615,0.570532933
cg22307029,0.751968936,0.787999403,0.899896256,0.982797699,0.03711664,0.126877515,0.063247899,0.059810878
cg22321572,0.05009633,0.543772067,0.028395192,0.1342654,0.02936989,0.199570498,0.031997019,0.045224483
cg22358580,0.620637967,0.466138514,0.594658793,0.951681635,0.583850311,0.713470226,0.58617925,0.56285095
cg22407822,0.295748471,0.469757203,0.475899344,0.414964527,0.606578003,0.657175375,0.640931904,0.649787295
cg22407942,0.369245849,0.77734953,0.53125625,0.305841741,0.364771987,0.145405744,0.148570957,0.278193125
cg22466678,0.229824043,0.695102561,0.62997987,0.573590311,0.24663441,0.629636951,0.081520289,0.680500566
cg22533683,0.150867115,0.06226554,0.114770192,0.113498835,0.129292886,0.106141638,0.08000536,0.079634118
cg22555495,0.792680855,0.51782461,0.898490461,0.912967766,0.140102333,0.288206832,0.080365192,0.0498747479999999
cg22590775,0.926836584,0.885035839,0.921268983,0.989320397,0.111743733,0.022927367,0.027618198,0.017947804
cg22595230,0.018081811,0.198479191,0.034921882,0.021727621,0.0328361,0.032625721,0.029863961,0.021609246
cg22611163,0.938946086,0.897147554,0.933823382,0.924960185,0.926708296,0.934276409,0.918401712,0.925613752
cg22622123,0.049507165,0.400859111,0.124582332,0.036947274,0.484569342,0.380758755,0.447715483,0.514192512
cg22677858,0.102452476,0.826826352,0.090836604,0.370908301,0.46106887,0.087864192,0.07224466,0.081159339
cg22684041,0.064506503,0.083220169,0.085323869,0.107924771,0.184129305,0.118032001,0.157540638,0.180366434
cg22697853,0.918623274,0.883468338,0.935390141,0.951517713,0.051837508,0.05360195,0.038760711,0.039208376
cg22705959,0.039314594,0.029074895,0.042197646,0.031867105,0.045804589,0.034906433,0.036994125,0.026999132
cg22721998,0.704094062,0.886081593,0.896877989,0.91014394,0.85806992,0.88672799,0.914853895,0.891172054
cg22784187,0.035305194,0.017461996,0.0223355,0.039536892,0.028723713,0.039100255,0.263080421,0.052604364
cg22796248,0.431106211,0.06860746,0.101396776,0.053896476,0.443373081,0.169678208,0.539435553,0.117155867
cg22827806,0.585664687,0.895391521,0.920227027,0.502159829,0.482542816,0.480495611,0.924981448,0.518103449
cg22833175,0.099871293,0.350392819,0.03928708,0.037492901,0.682978129,0.901486774,0.552404935,0.938391735
cg22841772,0.812355865,0.92572232,0.928873318,0.94638809,0.126716209,0.067539165,0.054251251,0.211537413
cg22867156,0.907276042,0.903226631,0.935026964,0.951401749,0.428571283,0.513285256,0.48071353,0.460751014
cg22872064,0.088819085,0.346163279,0.050459817,0.035620755,0.185752257,0.163930538,0.502451999,0.164733519
cg22879626,0.803877888,0.839415472,0.872927097,0.880643323,0.823440568,0.844947574,0.841609269,0.853565954
cg22894896,0.049955663,0.052261779,0.047840995,0.064472095,0.047033516,0.050049965,0.044598195,0.037944746
cg22898082,0.454690284,0.26140743,0.880900954,0.673924004,0.240463305,0.495656044,0.306186802,0.428212661
cg22901840,0.371059634,0.511717592,0.458001718,0.462810258,0.416157846,0.508518918,0.087107759,0.498406071
cg22960869,0.582552302,0.921717669,0.573320934,0.732952317,0.344958913,0.477800148,0.342020709,0.480874998
cg22984769,0.934246656,0.914164023,0.961506477,0.952696976,0.438016906,0.556008238,0.596151543,0.546789478
cg23003926,0.482447105,0.053948623,0.573684863,0.340430401,0.078866539,0.041892797,0.049591368,0.040839934
cg23013853,0.064940547,0.521667593,0.076024396,0.650644762,0.511352042,0.448465466,0.515185353,0.578371306
cg23053407,0.057776824,0.041671987,0.036612627,0.037066346,0.043399467,0.029973908,0.025130638,0.035463484
cg23054121,0.12174779,0.434737094,0.075374159,0.052688052,0.130802382,0.537206661,0.12433671,0.550933141
cg23107878,0.076080877,0.486890971,0.065669386,0.499592052,0.486201135,0.514976762,0.515252789,0.46868259
cg23168425,0.915836722,0.611173838,0.868067741,0.544015285,0.085295311,0.054269428,0.065194281,0.091146685
cg23181159,0.394224003,0.074749095,0.482449853,0.10472316,0.381214916,0.096968915,0.733716602,0.144154059
cg23217680,0.481265545,0.334419851,0.494427808,0.051037629,0.853488091,0.454649273,0.829498584,0.529804025
cg23221052,0.71442959,0.940517491,0.932877028,0.75077847,0.94112412,0.929334776,0.916334961,0.935238042
cg23226914,0.968733577,0.927742764,0.971356891,0.970007392,0.965521842,0.966969963,0.967566038,0.968677847
cg23284609,0.919286323,0.915549641,0.876178128,0.902832225,0.909019413,0.846467558,0.866312797,0.72708673
cg23303188,0.264976113,0.180310399,0.457897072,0.061180574,0.461405886,0.60902961,0.491152297,0.688245564
cg23323891,0.830623359,0.820465262,0.567380758,0.603842599,0.311727978,0.419057195,0.09400426,0.359547317
cg23331961,0.059610758,0.078553214,0.065662392,0.134059082,0.570635564,0.120030426,0.473726794,0.333704337
cg23396177,0.101167853,0.624969014,0.057288569,0.050421187,0.871502515,0.610643764,0.915705126,0.506659633
cg23409168,0.044737796,0.027207593,0.059754473,0.541249723,0.079930654,0.046738604,0.04782727,0.033397123
cg23423227,0.042346737,0.757889946,0.108738241,0.191538402,0.03388246,0.043418298,0.07198267,0.034176789
cg23425316,0.028829506,0.027915472,0.026026094,0.024033156,0.026004675,0.018688938,0.014380116,0.029312348
cg23445878,0.513359056,0.451991159,0.608985148,0.096769843,0.492591463,0.550145512,0.613723919,0.374616486
cg23453353,0.322874666,0.210727357,0.134278159,0.0956808,0.096931506,0.072895106,0.081707498,0.070055605
cg23490300,0.055308772,0.043072784,0.070948437,0.055552255,0.079022455,0.06084469,0.57297015,0.389733713
cg23496516,0.44455729,0.636942361,0.487257126,0.806261369,0.0944654,0.136397966,0.120988971,0.054005423
cg23499929,0.057256831,0.503126613,0.07930894,0.094486674,0.142198682,0.101141611,0.070492996,0.09459254
cg23562538,0.502350253,0.437479396,0.535986972,0.630229358,0.610279853,0.481761796,0.64402508,0.342286357
cg23573129,0.538692892,0.865994775,0.562706844,0.5930915,0.657580173,0.495665254,0.554447556,0.616196883
cg23622616,0.904925883,0.48901088,0.929373414,0.945891642,0.529195586,0.694824986,0.531907076,0.523776563
cg23658684,0.16323489,0.902882047,0.061051971,0.489581454,0.859361074,0.559950289,0.892200142,0.479917478
cg23708337,0.098321685,0.694226281,0.654886739,0.634380688,0.436684346,0.475965567,0.505831317,0.463688402
cg23711873,0.845441924,0.923934853,0.936771077,0.921299322,0.903239603,0.930732328,0.945711569,0.906734914
cg23732725,0.13766232,0.285171959,0.181980228,0.366512515,0.145855697,0.166557877,0.099804341,0.143491264
cg23746600,0.533562129,0.563147773,0.508314233,0.921173981,0.629902652,0.266113289,0.537066703,0.133455944
cg23748340,0.423794693,0.980640031,0.530179515,0.962854636,0.92918161,0.669708366,0.981417387,0.877056107
cg23759393,0.956891698,0.689571125,0.948778619,0.97188579,0.279665091,0.043801285,0.088582594,0.038479044
cg23796525,0.478090531,0.053811971,0.502531995,0.542588981,0.046998863,0.053594168,0.060578397,0.253608416
cg23884217,0.79440199,0.520133546,0.911147225,0.897132405,0.139109958,0.063197334,0.078130199,0.061962759
cg23892836,0.695170739,0.852294961,0.859736858,0.6879754,0.139924461,0.175601373,0.433278066,0.180854524
cg23921523,0.274255416,0.441838586,0.496250336,0.495587121,0.056212483,0.087869503,0.830536985,0.055673041
cg23929194,0.288056106,0.496180749,0.540783904,0.111845616,0.4904842,0.258966536,0.162401978,0.135377603
cg23933095,0.380794245,0.254607214,0.287322595,0.692817775,0.405807229,0.256056485,0.344724255,0.478468148
cg23942311,0.331010156,0.580075397,0.568341121,0.597184143,0.056334082,0.07393084,0.056036459,0.052868723
cg23971381,0.052098189,0.07564915,0.06603055,0.056190064,0.05196288,0.067077353,0.077057248,0.044448591
cg24008358,0.050601888,0.035862417,0.055921214,0.033151475,0.040459642,0.037825883,0.056758537,0.042299696
cg24033859,0.577653384,0.852300485,0.466265499,0.499492072,0.486033485,0.51922615,0.862421285,0.561306593
cg24048949,0.872647939,0.106174625,0.907301724,0.123023872,0.501386597,0.516387136,0.50611163,0.512987602
cg24061122,0.550986224,0.06209371,0.5196283,0.519581373,0.100883925,0.293928728,0.019997977,0.285559346
cg24128316,0.117742585,0.496016731,0.302321936,0.305617686,0.466026029,0.263089532,0.449311193,0.284739593
cg24195486,0.448082998,0.530189221,0.568039955,0.575504569,0.580207815,0.084982666,0.55708867,0.069308442
cg24218620,0.191655278,0.193063358,0.085133036,0.202109339,0.571208233,0.559921821,0.583909139,0.549415279
cg24317406,0.096123858,0.110045939,0.092913237,0.074419466,0.510408629,0.320798018,0.291560132,0.08461072
cg24319836,0.103469554,0.448400411,0.081377545,0.881423739,0.841747581,0.796680124,0.484688778,0.870080788
cg24322968,0.102836946,0.468102108,0.188285113,0.901108983,0.335189647,0.301745715,0.333692197,0.208539905
cg24324837,0.918035545,0.873521943,0.97865566,0.981743373,0.04332544,0.022756773,0.035570281,0.020416201
cg24334149,0.127943225,0.057744381,0.038573098,0.023251346,0.471507819,0.176786518,0.123750166,0.103195862
