Labels,JA LL 1,JALL 2,JA3,JA4,JB LL 3,JB LL 4,JB3,JB4
cg17961725,0.392703383,0.446725392,0.443636031,0.484598044,0.114366982,0.090609658,0.133519626,0.048206369
cg18005867,0.449389593,0.620047002,0.490422184,0.496856868,0.781553903,0.910591597,0.518590121,0.493841824
cg18046394,0.096879122,0.178092367,0.217545073,0.268270388,0.269450394,0.332546243,0.216767872,0.28902068
cg18059933,0.885962866,0.817648568,0.770423124,0.58536175,0.89799193,0.666703876,0.550991766,0.853857792
cg18104242,0.645374576,0.73779033,0.568813035,0.885602947,0.578609832,0.586262892,0.576060271,0.536917518
cg18110333,0.061530306,0.028964318,0.320122365,0.121270362,0.693598469,0.634661832,0.593509774,0.60172152
cg18168249,0.496318897,0.382553329,0.430773729,0.42417227,0.814011823,0.722933728,0.458350565,0.646873251
cg18209323,0.979261837,0.670259183,0.971760822,0.726737108,0.982586548,0.980472262,0.864282018,0.97802512
cg18222865,0.530824335,0.458979657,0.486113205,0.335731208,0.392078098,0.504024955,0.553445155,0.140811004
cg18232861,0.86633728,0.84063369,0.954861165,0.950116874,0.922258292,0.880975392,0.931761999,0.957151509
cg18241308,0.109133748,0.085292905,0.217474211,0.07567298,0.040233449,0.047306708,0.25385138,0.094195483
cg18269963,0.100030113,0.123365003,0.030948047,0.067021277,0.086123461,0.856660767,0.051641247,0.044826838
cg18279536,0.104856376,0.098003233,0.056092219,0.054260113,0.027850221,0.831669616,0.166283237,0.033558614
cg18320188,0.044153572,0.033288626,0.049751918,0.068435246,0.042236524,0.026884182,0.401327118,0.049476015
cg18322025,0.555094594,0.654320981,0.522571096,0.497307463,0.581661808,0.547581223,0.410317077,0.459546322
cg18330203,0.101788155,0.052607289,0.13995181,0.060405685,0.036510095,0.052738198,0.163090182,0.036651069
cg18335505,0.504710116,0.636858027,0.189686248,0.144600751,0.78920733,0.278161114,0.147048855,0.644132838
cg18351329,0.824190403,0.883635227,0.704791253,0.916774175,0.662426674,0.682889562,0.579157232,0.527643554
cg18352516,0.180667826,0.172559858,0.262903143,0.244824162,0.213104357,0.113820552,0.159517917,0.319624071
cg18368411,0.969276996,0.980966075,0.951911503,0.983784274,0.701450198,0.966336082,0.807210949,0.945909987
cg18372208,0.889724883,0.924794058,0.957483716,0.958504657,0.951497117,0.89600367,0.95123019,0.950874445
cg18402987,0.895150767,0.525722111,0.57522692,0.567589454,0.771783039,0.725772996,0.570377552,0.564963514
cg18448614,0.118842781,0.093540149,0.072739725,0.197910058,0.1783211,0.588072884,0.046848962,0.11121505
cg18449021,0.915283087,0.944668664,0.911875087,0.944430421,0.932962624,0.958538374,0.820952338,0.925692419
cg18460830,0.117374089,0.165276754,0.046244208,0.098541161,0.687355475,0.241285275,0.192301147,0.841460796
cg18464823,0.6571172,0.641243221,0.519305511,0.520190779,0.885655591,0.035956035,0.580995486,0.948299481
cg18467189,0.136452742,0.223371079,0.122750344,0.042957644,0.925208356,0.641609799,0.913418119,0.948202718
cg18482112,0.758363544,0.843770377,0.657297886,0.636268371,0.72799056,0.569152108,0.654449669,0.654190736
cg18506672,0.19277049,0.098563709,0.048452741,0.044248341,0.222842315,0.150018135,0.116137623,0.049884084
cg18507732,0.156592137,0.197043714,0.105408446,0.08050342,0.569430162,0.158644119,0.714582143,0.676185276
cg18520517,0.216977204,0.206305258,0.112689421,0.072717438,0.185230718,0.137047578,0.271624061,0.118338146
cg18522231,0.762255768,0.763371176,0.657031377,0.667487718,0.722707893,0.688092053,0.605493609,0.720187922
cg18558073,0.050542988,0.076573453,0.086003812,0.066214062,0.356745245,0.030356369,0.094563983,0.457456246
cg18571156,0.902485672,0.634035771,0.940546237,0.919621807,0.972847077,0.944431003,0.898576359,0.931767974
cg18587504,0.064500366,0.039871443,0.094174046,0.089362155,0.046447517,0.04104335,0.099269007,0.063787316
cg18587557,0.39385583,0.509576163,0.537849547,0.183490906,0.909345985,0.360786035,0.791383861,0.935736488
cg18634560,0.878790175,0.916360165,0.917337451,0.700863955,0.890017722,0.809806897,0.88344549,0.940170341
cg18648917,0.65700069,0.566194262,0.592699234,0.636913778,0.85005403,0.390683604,0.61728676,0.535445809
cg18665594,0.033866963,0.034499292,0.688070372,0.836463871,0.913001261,0.481591016,0.935248185,0.944209106
cg18670770,0.128362182,0.09781574,0.041688102,0.044941446,0.049033136,0.091283821,0.100947403,0.095401779
cg18678645,0.15353926,0.13339608,0.028149135,0.036445581,0.202799839,0.058944979,0.029650468,0.03176514
cg18693051,0.239889501,0.254190382,0.11980589,0.105671432,0.196340381,0.213946291,0.10491561,0.126324954
cg18707489,0.786200857,0.897243492,0.75898798,0.791067242,0.541361484,0.620191737,0.483211533,0.516855148
cg18713748,0.102642047,0.099105051,0.024779848,0.025845071,0.039774642,0.048187028,0.028729515,0.027800382
cg18735089,0.786997161,0.731450061,0.417057082,0.622002469,0.337594391,0.199204589,0.113704735,0.411515621
cg18792146,0.911995616,0.934642156,0.965929332,0.973021895,0.900188234,0.855688742,0.862620801,0.963829277
cg18850089,0.166173618,0.107356446,0.157365268,0.811806828,0.894721172,0.717769694,0.576169624,0.903504494
cg18856614,0.634648994,0.617139007,0.559264492,0.567081163,0.615238324,0.700772684,0.527982252,0.538110423
cg18857062,0.076105332,0.038470444,0.058214841,0.056769387,0.036769664,0.033541701,0.067084843,0.037440939
cg18865445,0.871670799,0.936866214,0.87594378,0.882562043,0.952284409,0.52858354,0.337962272,0.917987244
cg18912107,0.629183373,0.793681925,0.714568754,0.266429375,0.664930714,0.623424932,0.717180045,0.631752001
cg18934443,0.655332976,0.442378679,0.469845869,0.437963242,0.772694532,0.603140765,0.361580147,0.687811892
cg19002149,0.01661383,0.018891497,0.181119852,0.092104704,0.037168034,0.96000677,0.652273237,0.055788506
cg19003815,0.789926189,0.951229018,0.914752416,0.947149513,0.962637915,0.94200841,0.897228161,0.944678749
cg19050152,0.840972544,0.926659773,0.857271098,0.859741138,0.921037006,0.922691485,0.791160456,0.866040372
cg19098465,0.094101869,0.020302125,0.145896059,0.076481876,0.437703584,0.289023334,0.233891444,0.382713406
cg19101232,0.461151294,0.132929412,0.401539787,0.23578394,0.534290895,0.447195916,0.199794299,0.543245255
cg19107578,0.016512591,0.027490205,0.070969188,0.044428979,0.016324666,0.118142517,0.210492189,0.026126554
cg19117047,0.176962936,0.183913304,0.06785213,0.068865589,0.0579628,0.116493372,0.068622434,0.079731186
cg19149522,0.036358763,0.025674578,0.035804004,0.028324932,0.031681685,0.049183084,0.076660685,0.090453229
cg19183879,0.148336662,0.416848828,0.541069218,0.810815429,0.501154593,0.03678077,0.566765718,0.555184506
cg19186380,0.049614864,0.372179807,0.171428034,0.521848285,0.434275016,0.483312346,0.497867304,0.583117394
cg19190762,0.049570483,0.048471167,0.117838966,0.055658939,0.157517552,0.085976586,0.115406302,0.275081792
cg19196401,0.143142187,0.34049548,0.134182812,0.078417133,0.139974341,0.114313748,0.242197219,0.822394362
cg19257832,0.032932423,0.088805837,0.136187079,0.091125103,0.831310487,0.326341554,0.559783883,0.919745709
cg19327615,0.040933606,0.028461304,0.05865343,0.049542463,0.030428407,0.045827875,0.097269855,0.032601098
cg19333883,0.513739447,0.512074834,0.484865019,0.465759349,0.679950399,0.414267706,0.315885358,0.464675213
cg19335130,0.340539722,0.254992254,0.384359791,0.08881851,0.368744514,0.719715147,0.436069599,0.128174301
cg19375981,0.022789029,0.046492379,0.105928631,0.060411715,0.382073759,0.554031796,0.144021256,0.352396539
cg19455642,0.219552624,0.101294325,0.233888093,0.161422241,0.217127282,0.497664122,0.741718756,0.09874103
cg19480425,0.516628787,0.794755615,0.893419892,0.157759419,0.895404709,0.546293487,0.787877781,0.882102945
cg19566774,0.744318504,0.7393348,0.55922772,0.572412924,0.296381125,0.15407711,0.195571765,0.045393279
cg19572487,0.324965172,0.279987546,0.210931204,0.467891808,0.272258151,0.170710339,0.6289747,0.072498053
cg19579217,0.809249031,0.8361637,0.722001471,0.731019681,0.60905765,0.977318034,0.705120853,0.691857309
cg19584649,0.906093695,0.926743442,0.943385121,0.926324703,0.921965137,0.40104958,0.870033775,0.715820247
cg19658332,0.229572037,0.690330505,0.81276913,0.217796076,0.242559292,0.863408739,0.605801077,0.035374375
cg19660806,0.47765272,0.657517855,0.674720601,0.116074127,0.272544974,0.633662767,0.237364662,0.121410705
cg19678392,0.986485302,0.991121088,0.986282864,0.988298439,0.981909518,0.980879904,0.974069556,0.980603128
cg19701879,0.532445168,0.703056437,0.483103834,0.204359654,0.391559733,0.065626359,0.101227206,0.539209279
cg19730268,0.501100565,0.464716307,0.529810693,0.536740551,0.745768514,0.519520285,0.473762179,0.532987114
cg19811337,0.064494615,0.060521585,0.02277802,0.039998136,0.027875023,0.214322075,0.126106825,0.059126746
cg19820328,0.089936398,0.073463821,0.089744504,0.041172136,0.813974932,0.296874995,0.310934362,0.890106446
cg19970883,0.037140061,0.029325559,0.05802039,0.034894036,0.306336824,0.031762809,0.072007792,0.03137745
cg19977004,0.151816622,0.07548741,0.096602021,0.046185162,0.122623939,0.242602056,0.177566722,0.058111597
cg19978674,0.813853721,0.571753715,0.608539313,0.218850019,0.277826236,0.029971224,0.523025909,0.053864892
cg19980929,0.638063812,0.586256853,0.484698554,0.485481131,0.396645757,0.247954813,0.180542674,0.472180803
cg19998073,0.551055856,0.776918597,0.527903322,0.560308979,0.10106945,0.404686089,0.212062842,0.085386234
cg19998150,0.028341559,0.015415601,0.018470504,0.01626445,0.605962292,0.035078756,0.598125171,0.055765779
cg20008140,0.804470534,0.801696764,0.749436114,0.735016968,0.806481074,0.832831397,0.83414891,0.870961452
cg20016411,0.967443002,0.922739229,0.936030191,0.960966327,0.971029729,0.949715559,0.899261903,0.958868829
cg20018425,0.039473716,0.037967736,0.122888181,0.10507026,0.903159863,0.29223497,0.251845245,0.888881128
cg20060685,0.919671735,0.850275215,0.922992058,0.885990294,0.890620945,0.884830025,0.871978553,0.949754262
cg20104774,0.433989863,0.231492109,0.650858333,0.079944264,0.55923486,0.640519131,0.830717456,0.624699569
cg20117519,0.078269949,0.135257368,0.369496658,0.375798498,0.837945881,0.933816424,0.623329044,0.877714253
cg20119798,0.819785934,0.811658993,0.684176369,0.625372154,0.809775301,0.59582656,0.436289394,0.609702277
cg20131596,0.792878925,0.360848215,0.544925002,0.065996459,0.183911515,0.066085973,0.089818037,0.072102148
cg20165520,0.768977485,0.533047113,0.341686117,0.692567334,0.192206015,0.845955256,0.198835531,0.474695552
cg20174730,0.300996125,0.475156603,0.421683053,0.393450402,0.106514995,0.307793448,0.357634042,0.101070043
cg20176388,0.666353073,0.862869453,0.658701477,0.319157837,0.515941528,0.079514294,0.632736411,0.140722139
cg20181209,0.073475647,0.03600797,0.03767934,0.028188105,0.090663754,0.068382557,0.123125009,0.075556354
cg20222562,0.336577443,0.39275029,0.071394941,0.074034341,0.625313098,0.330188322,0.141342306,0.825277943
cg20268039,0.050408,0.072795118,0.087233795,0.035640968,0.445838891,0.045380299,0.266389725,0.207327137
cg20276677,0.26562637,0.134988851,0.462589882,0.167775517,0.803945312,0.877194035,0.540380253,0.831764871
cg20309640,0.784285451,0.820962926,0.693882377,0.504486803,0.641378029,0.710683121,0.601524616,0.633340074
cg20340346,0.144027513,0.075606335,0.089112349,0.052067519,0.121715426,0.074914213,0.171646778,0.06086675
cg20375709,0.895196888,0.863256814,0.939808858,0.942994669,0.913277866,0.912540319,0.940439547,0.944462583
cg20379593,0.859150033,0.883292085,0.853083667,0.91867641,0.715698831,0.877976337,0.581849331,0.579600842
cg20388732,0.580539305,0.4405546,0.175610157,0.200795897,0.398448689,0.501305935,0.175362976,0.229194854
cg20432671,0.610301291,0.660834921,0.54641596,0.522004122,0.743556816,0.770225368,0.479978021,0.310113641
cg20458044,0.810682317,0.84987144,0.855796177,0.732408499,0.728116641,0.235847455,0.475957852,0.764005159
cg20504791,0.04634512,0.059910498,0.02161695,0.025592256,0.067967428,0.064311724,0.044832337,0.028279649
cg20513206,0.18496467,0.106418,0.168832751,0.391099219,0.390907338,0.485168493,0.151011544,0.406579023
cg20515136,0.521824062,0.738676789,0.513178796,0.537367856,0.313034232,0.031965618,0.422266426,0.091542432
cg20519373,0.065846995,0.063004554,0.04918765,0.04647079,0.063436572,0.060061674,0.062194263,0.02576316
cg20569203,0.430904215,0.661357876,0.601657936,0.537278413,0.147742038,0.241278135,0.155013717,0.546820171
cg20570109,0.881701143,0.943919281,0.949261032,0.965535978,0.87556394,0.923385413,0.899923193,0.96005021
cg20630655,0.191653025,0.195439914,0.349200161,0.145949784,0.528075963,0.101656991,0.51626905,0.65350939
cg20660989,0.796811729,0.891134619,0.93082287,0.893215107,0.774952955,0.815291291,0.836779719,0.88210909
cg20677143,0.424235423,0.47160538,0.424347073,0.37705875,0.284281677,0.059880505,0.336067087,0.455535969
cg20715295,0.589886375,0.469457486,0.463927826,0.177087613,0.7536303,0.408844829,0.396717632,0.552587633
cg20740051,0.045983805,0.024540955,0.100061781,0.035249939,0.041883133,0.036461255,0.176546625,0.034042904
cg20743744,0.442039431,0.177830298,0.2750324,0.175682316,0.802260979,0.77707623,0.856758025,0.887741469
cg20747739,0.063103491,0.055796459,0.208284738,0.480552538,0.188595569,0.020976797,0.140144562,0.056678018
cg20770409,0.077998381,0.05275265,0.130369577,0.068113797,0.428061744,0.4115598,0.139089512,0.436440328
cg20801007,0.634530814,0.501353744,0.408517932,0.221121262,0.233094882,0.881151444,0.554698402,0.611962866
cg20848291,0.600858086,0.751856375,0.747341392,0.505060235,0.737674178,0.717019145,0.784220444,0.367316717
cg20885179,0.757405918,0.660403414,0.581768787,0.582352566,0.548613678,0.880557743,0.524687104,0.682783962
cg20911165,0.025212416,0.011477168,0.092437274,0.037732475,0.073954272,0.494187049,0.370867942,0.048785219
cg20956390,0.872774519,0.819642901,0.825664322,0.858135959,0.908278466,0.910283648,0.796864076,0.833307871
cg21010569,0.211913066,0.131939615,0.112136364,0.085177256,0.061605241,0.065644525,0.071396565,0.032138259
cg21041888,0.133574807,0.062397287,0.194118365,0.122870156,0.946540736,0.968182199,0.94328243,0.977746513
cg21051519,0.952114202,0.921405389,0.950358313,0.967556698,0.940417379,0.944242972,0.881360359,0.986364175
cg21061071,0.165339754,0.131594475,0.29573996,0.155154095,0.848883493,0.338151803,0.854296821,0.806236852
cg21073930,0.977561542,0.907942261,0.93888635,0.952827525,0.513631632,0.364037019,0.398493103,0.38718376
cg21103992,0.678429273,0.396780962,0.280695261,0.908174731,0.942119899,0.923320916,0.925046981,0.980208502
cg21109167,0.06376499,0.052899918,0.035567608,0.029395922,0.066091235,0.052173977,0.10484256,0.038630764
cg21116457,0.861325381,0.838791394,0.784644541,0.782063806,0.12175222,0.196511614,0.225920899,0.074338671
cg21147203,0.643253327,0.75349852,0.536258311,0.14015949,0.086214816,0.194831927,0.082462708,0.399523376
cg21153160,0.956955473,0.982498761,0.976546752,0.977528798,0.874594145,0.864901424,0.774801924,0.979682784
cg21159260,0.230480431,0.224227188,0.488285465,0.098500198,0.313363159,0.53011884,0.510518168,0.851322709
cg21160372,0.220095861,0.098505738,0.13782248,0.087541686,0.481388268,0.885051362,0.504483201,0.521792177
cg21179831,0.209759295,0.374744515,0.208851607,0.465662125,0.923208655,0.886248121,0.847484374,0.933345849
cg21183502,0.204023268,0.249324747,0.263149024,0.179350927,0.118134351,0.624743907,0.576249571,0.301677205
cg21220403,0.236575828,0.21883114,0.31313936,0.082437175,0.03125093,0.911604003,0.50743373,0.176190894
cg21235119,0.517063908,0.408413714,0.294779454,0.168681362,0.396049278,0.060240548,0.335352333,0.344539668
cg21361856,0.364114408,0.607814059,0.349475507,0.51787465,0.931849067,0.87776991,0.617921787,0.91534085
cg21371809,0.054936925,0.028044147,0.067861359,0.026414946,0.221634789,0.029552547,0.119575455,0.023045662
cg21392385,0.423907105,0.101602902,0.416747435,0.451974809,0.650397011,0.792635926,0.086134924,0.523978558
cg21468274,0.359243397,0.063761449,0.102151584,0.067734767,0.073729169,0.054404927,0.258073486,0.037717943
cg21500126,0.721313231,0.758806784,0.677854568,0.579576546,0.138761916,0.122130092,0.557407532,0.224600103
cg21521117,0.715830131,0.682175827,0.638757783,0.660144996,0.726467506,0.098925698,0.657880434,0.762518669
cg21523688,0.286948035,0.195987267,0.289269682,0.329472286,0.457812584,0.334941923,0.386688465,0.502514051
cg21548813,0.578179191,0.044898143,0.276224619,0.14281379,0.667494943,0.660388484,0.558697419,0.616578689
cg21573200,0.129381933,0.01906177,0.032514698,0.03636859,0.021279723,0.020651898,0.021621241,0.040694111
cg21580428,0.117605876,0.040646596,0.034874884,0.026383334,0.036423425,0.019326204,0.0853965,0.021255388
cg21583723,0.697690466,0.953698906,0.907466482,0.903693488,0.960853755,0.852094778,0.813565017,0.941709152
cg21610815,0.933339334,0.974878556,0.978088376,0.97771364,0.943835885,0.957594981,0.947400983,0.940480574
cg21626848,0.889759129,0.475973598,0.730404475,0.809309116,0.570766373,0.911627449,0.794282287,0.590804667
cg21646955,0.90033214,0.971911164,0.931036936,0.977736962,0.990401074,0.974639673,0.834560146,0.978108943
cg21665744,0.043599915,0.15491603,0.093601262,0.051435348,0.800727476,0.798054089,0.685933123,0.660461338
cg21702011,0.319561615,0.456840533,0.446344326,0.422601263,0.712837989,0.022556018,0.796376599,0.642401432
cg21746425,0.484436465,0.497699439,0.518736981,0.141543308,0.376517343,0.362547615,0.45760878,0.468152778
cg21750887,0.031799745,0.112784022,0.103216293,0.05432785,0.06424933,0.505322408,0.080547334,0.036950302
cg21790715,0.692659002,0.948340127,0.909993689,0.92721266,0.882242713,0.916915207,0.593460971,0.922077013
cg21838488,0.542969191,0.658584751,0.580481469,0.638799742,0.468055048,0.587361148,0.572520455,0.404787364
cg21859290,0.679800156,0.649897972,0.587738063,0.342741002,0.815672032,0.441650032,0.443745574,0.701981461
cg21865657,0.553124074,0.543537967,0.182996143,0.194512469,0.391561874,0.131407023,0.526224887,0.168097421
cg21910650,0.7592462,0.890889831,0.926783005,0.917933574,0.920879334,0.069201827,0.758220731,0.609053116
cg21915449,0.136060308,0.12471231,0.124743232,0.04368271,0.302093005,0.182986868,0.085136456,0.609815264
cg22033281,0.049272082,0.02103764,0.11610279,0.141504289,0.205544616,0.465128359,0.151629452,0.177092606
cg22109795,0.094530528,0.025211323,0.118533807,0.066797872,0.930317322,0.564382715,0.509883971,0.927881617
cg22115748,0.100631666,0.128902022,0.309867068,0.538111969,0.558353783,0.315260032,0.811193398,0.495053827
cg22212414,0.915537154,0.912250972,0.947264573,0.972691152,0.943455601,0.947322214,0.6795825,0.978283476
cg22234712,0.039289686,0.032942709,0.03805864,0.062564873,0.045163964,0.462992871,0.063087444,0.030056718
cg22264616,0.678687042,0.746855033,0.575027542,0.167417226,0.474424737,0.713611701,0.501729526,0.063380652
cg22307029,0.446336785,0.341160143,0.347570615,0.160037062,0.234014542,0.421302981,0.384486685,0.129408589
cg22321572,0.841006713,0.856667675,0.746379268,0.282929588,0.752319662,0.103763798,0.500182168,0.575494045
cg22358580,0.482863209,0.619433716,0.779655432,0.850138485,0.958456239,0.382257908,0.900186659,0.95253182
cg22407822,0.936949359,0.940561616,0.968682253,0.950693482,0.944796474,0.808870858,0.943303488,0.985760296
cg22407942,0.060586353,0.025477885,0.11955481,0.206412377,0.210191652,0.503369957,0.532683118,0.483319162
cg22466678,0.09530841,0.048299078,0.12263802,0.082101782,0.145809929,0.058890915,0.120007553,0.06045942
cg22533683,0.909008378,0.856193327,0.911161556,0.913820118,0.94568453,0.939137266,0.872032818,0.88797168
cg22555495,0.025098512,0.019396333,0.102939566,0.029417197,0.638938278,0.012004671,0.203148126,0.022058784
cg22590775,0.481085159,0.670952511,0.338313175,0.254313628,0.982909528,0.727348861,0.505819063,0.975062162
cg22595230,0.797833891,0.918660103,0.89705072,0.709906701,0.892964794,0.522523588,0.969571204,0.978913229
cg22611163,0.931869754,0.9426636,0.913921793,0.936076603,0.93690586,0.940459282,0.880732082,0.877387718
cg22622123,0.425324366,0.73779329,0.541488157,0.501707909,0.076614046,0.639762104,0.526269854,0.146661795
cg22677858,0.943687664,0.946476696,0.880800571,0.903470957,0.897189446,0.413041971,0.278669392,0.918999737
cg22684041,0.456281729,0.038437694,0.103641871,0.094565828,0.100397687,0.038280301,0.063226912,0.076124123
cg22697853,0.715418343,0.595505611,0.592862153,0.600316477,0.7447414,0.028534933,0.604742927,0.515644958
cg22705959,0.916964965,0.960303654,0.943614849,0.924532993,0.83061373,0.781981731,0.63395879,0.943168384
cg22721998,0.593233201,0.746458291,0.574683675,0.635326819,0.888849578,0.076116049,0.383010648,0.839573704
cg22784187,0.03701458,0.040861773,0.016451395,0.015715491,0.046809495,0.025971865,0.182312198,0.022110605
cg22796248,0.103551795,0.078186383,0.056468946,0.048094386,0.124741643,0.071519354,0.141053878,0.285477276
cg22827806,0.679337733,0.300865808,0.472187893,0.265847069,0.2135644,0.187873391,0.111994867,0.054647364
cg22833175,0.04010085,0.053272117,0.035305944,0.027473487,0.038037706,0.131636656,0.052624877,0.038977975
cg22841772,0.498857271,0.436101702,0.477249317,0.507018219,0.624396265,0.110615228,0.509221044,0.563467479
cg22867156,0.063080686,0.05508381,0.034216303,0.027457231,0.059454065,0.054971825,0.049237422,0.037728369
cg22872064,0.794397455,0.906726032,0.408020148,0.171325972,0.451261436,0.083278957,0.121023844,0.131873707
cg22879626,0.285933481,0.374972637,0.240526291,0.168323632,0.261853297,0.280233127,0.14088146,0.107325862
cg22894896,0.914079275,0.969453164,0.964563314,0.540358387,0.92419783,0.92084116,0.951403689,0.949447284
cg22898082,0.489593733,0.486354359,0.178134764,0.767654336,0.171010689,0.126087633,0.800273527,0.49048965
cg22901840,0.95875866,0.80877419,0.905778131,0.502343167,0.958089706,0.629325721,0.87675592,0.93760268
cg22960869,0.446336695,0.726587643,0.597172482,0.631247425,0.868364224,0.599820297,0.646310808,0.92043059
cg22984769,0.034844705,0.057684986,0.130575254,0.058214627,0.528885872,0.408993734,0.49748588,0.925334276
cg23003926,0.074951234,0.102312307,0.046535897,0.046719629,0.932929487,0.046968541,0.887303841,0.928176742
cg23013853,0.605656549,0.810299233,0.571263687,0.14529571,0.941350128,0.510854725,0.559637832,0.922812944
cg23053407,0.112065942,0.091349622,0.032734,0.037739418,0.094466418,0.065439727,0.047290998,0.044236745
cg23054121,0.025285646,0.054508709,0.13850518,0.072121252,0.602637711,0.953716301,0.488025896,0.39833163
cg23107878,0.951088961,0.869508854,0.767195757,0.903486873,0.878906745,0.871762494,0.77678036,0.920070225
cg23168425,0.502848698,0.282032415,0.63770274,0.600897497,0.975776495,0.773952495,0.971873421,0.956309208
cg23181159,0.154900731,0.20663745,0.10133093,0.083485095,0.090667351,0.107047509,0.179870521,0.093778045
cg23217680,0.356520979,0.210840877,0.074228304,0.078386444,0.906375279,0.79477733,0.289911155,0.717695179
cg23221052,0.043828744,0.019536001,0.031924657,0.020785098,0.015614911,0.019273566,0.055948979,0.036141023
cg23226914,0.972256495,0.946522659,0.958729992,0.976312134,0.957888778,0.963579163,0.931799313,0.973319589
cg23284609,0.857221677,0.872354726,0.760392615,0.574366857,0.915367218,0.757567313,0.900009575,0.888485039
cg23303188,0.190274928,0.164045832,0.072078094,0.074791347,0.162095272,0.079547396,0.171884113,0.446787923
cg23323891,0.080648737,0.041541944,0.05149307,0.035016368,0.505272998,0.051901314,0.069000046,0.497596115
cg23331961,0.58051303,0.51227711,0.404729262,0.466585299,0.073966199,0.097754057,0.079134317,0.392625917
cg23396177,0.486383924,0.55144245,0.510222479,0.491834905,0.434911563,0.46820997,0.444371403,0.449202754
cg23409168,0.655319631,0.672152718,0.288137461,0.158163802,0.608412843,0.934795462,0.226273309,0.346216362
cg23423227,0.095917445,0.028432429,0.106498922,0.044673182,0.140341151,0.07205651,0.091497109,0.042332276
cg23425316,0.916970432,0.984452114,0.720524873,0.657855301,0.987379262,0.983502247,0.868618846,0.977084435
cg23445878,0.181308736,0.112433195,0.190251371,0.088758225,0.500513526,0.109280499,0.515048039,0.512488025
cg23453353,0.358978102,0.572343044,0.45836483,0.473771231,0.33376986,0.56244664,0.476858885,0.408174944
cg23490300,0.675881685,0.530828965,0.553919905,0.556465107,0.64449666,0.410526581,0.640128918,0.593290683
cg23496516,0.496758459,0.766356185,0.696417387,0.553408705,0.632234169,0.360092765,0.907730601,0.876054455
cg23499929,0.782307037,0.724336886,0.844113082,0.783052332,0.791214611,0.934446484,0.873726334,0.87025716
cg23562538,0.045185728,0.070421113,0.140808844,0.403788476,0.748513647,0.14023684,0.502246371,0.412410268
cg23573129,0.892626044,0.920828292,0.835975235,0.252399788,0.424460932,0.336749029,0.220680709,0.140383753
cg23622616,0.641395748,0.665279476,0.787407178,0.24303009,0.890168424,0.762418671,0.563271865,0.93967143
cg23658684,0.237524658,0.037518898,0.165966018,0.107187985,0.628154104,0.925043557,0.545343665,0.922041803
cg23708337,0.837331238,0.667862208,0.692596358,0.477416314,0.718764006,0.736883463,0.666956884,0.700450349
cg23711873,0.773352987,0.787744617,0.89069061,0.916917295,0.824412112,0.276978317,0.871363125,0.916995103
cg23732725,0.685092383,0.692318843,0.615435451,0.589726401,0.627631532,0.78605259,0.595131061,0.572244309
cg23746600,0.861289639,0.721639076,0.55692944,0.558447761,0.743163183,0.379813937,0.546652865,0.940739761
cg23748340,0.655208118,0.661276919,0.543536904,0.541498607,0.426485105,0.775887019,0.635289633,0.482486431
cg23759393,0.935510966,0.803121724,0.638630615,0.420205086,0.840261016,0.739296674,0.867170418,0.771773828
cg23796525,0.055090322,0.152944593,0.070010127,0.068409483,0.039600923,0.028567005,0.093910183,0.122494095
cg23884217,0.03890284,0.038994491,0.242700701,0.127014858,0.39217983,0.92833642,0.771957785,0.428513237
cg23892836,0.203955038,0.239962756,0.405691249,0.234153977,0.828346952,0.068157339,0.238537066,0.553331365
cg23921523,0.065445482,0.537021923,0.534983221,0.145363662,0.890882416,0.514031676,0.21308854,0.418452817
cg23929194,0.726959318,0.479020393,0.499260695,0.446462592,0.202937344,0.223462678,0.112339691,0.747401902
cg23933095,0.123559653,0.054335828,0.058190983,0.285740047,0.131623847,0.113406454,0.344634949,0.041428531
cg23942311,0.404552598,0.612073732,0.574131555,0.890455121,0.560937573,0.622109715,0.576334449,0.563071653
cg23971381,0.200443736,0.14276928,0.299999581,0.836003383,0.909590479,0.485680752,0.920781304,0.91247273
cg24008358,0.714557873,0.810574514,0.919339149,0.881971045,0.918342306,0.88504759,0.560187641,0.944585361
cg24033859,0.133754608,0.356731992,0.306422788,0.158022174,0.611408507,0.091884807,0.43467726,0.578438536
cg24048949,0.067545494,0.230273125,0.152558578,0.072629423,0.582952614,0.623145644,0.136092535,0.534361358
cg24061122,0.097638672,0.122979291,0.028143327,0.024526869,0.030713218,0.512600699,0.07442013,0.336331612
cg24128316,0.438777447,0.479926017,0.518835797,0.113066512,0.819642231,0.23996062,0.85805908,0.928580919
cg24195486,0.119814661,0.111334825,0.19017017,0.081359934,0.709774592,0.093748942,0.553211507,0.551663496
cg24218620,0.23875265,0.198756944,0.214320901,0.101408445,0.474513533,0.408576195,0.051235632,0.418455306
cg24317406,0.669446006,0.65288846,0.561648926,0.148057411,0.585181453,0.556992989,0.694684823,0.61328566
cg24319836,0.035731195,0.191040052,0.150030774,0.262408614,0.058431507,0.580738908,0.117770007,0.128489394
cg24322968,0.055096,0.016876237,0.032462219,0.051226019,0.091279918,0.515698654,0.141310679,0.094680074
cg24324837,0.95596487,0.980387203,0.951314756,0.725126266,0.97882182,0.969857082,0.591066684,0.991658666
cg24334149,0.110509267,0.052335309,0.029331773,0.028591193,0.143854439,0.034558449,0.224162543,0.047844483
