Labels,EA LL 1,EA LL2,EA1,EA_gld,EB LL 3,EB LL4,EB1,EB2
cg17961725,0.627856243,0.593620934,0.492183334,0.682244481,0.880508124,0.915767061,0.542378442,0.560217946
cg18005867,0.212923457,0.305943702,0.112429099,0.140642473,0.063106781,0.032617558,0.03458149,0.195499763
cg18046394,0.378083867,0.284664342,0.293288897,0.190917222,0.394020041,0.314977872,0.521220947,0.322521677
cg18059933,0.662516619,0.893028366,0.871848692,0.909914245,0.564184381,0.490052187,0.461053812,0.862695585
cg18104242,0.656045185,0.589434671,0.629492618,0.434177519,0.715939897,0.688411632,0.623260591,0.613957284
cg18110333,0.562034707,0.56533371,0.567012755,0.496444336,0.948305444,0.650213402,0.653413717,0.689692641
cg18168249,0.49815038,0.919462864,0.171943789,0.505202389,0.261105587,0.540642104,0.045405135,0.19948094
cg18209323,0.557457627,0.942959478,0.973426517,0.925065997,0.907779062,0.970096509,0.977995516,0.925029237
cg18222865,0.862295703,0.838353819,0.93361462,0.94603053,0.905647525,0.898140379,0.956812306,0.847326713
cg18232861,0.829406797,0.900296372,0.944890809,0.943839487,0.48706865,0.527135571,0.51005845,0.457018342
cg18241308,0.907261557,0.822531058,0.777693841,0.759493319,0.904817976,0.873257598,0.472968891,0.906737881
cg18269963,0.801112519,0.799376084,0.781513122,0.549235956,0.759230688,0.746468471,0.499426573,0.061040317
cg18279536,0.381112846,0.161847997,0.159387022,0.100798691,0.409671818,0.025778687,0.071641137,0.178812678
cg18320188,0.246022394,0.821494015,0.77899659,0.861337137,0.670750321,0.766686529,0.880768066,0.474925081
cg18322025,0.471006462,0.59422999,0.465141277,0.479700806,0.781270148,0.745086851,0.547517425,0.507916367
cg18330203,0.571506914,0.861157024,0.510717516,0.513076818,0.808495397,0.821154224,0.573953393,0.58376932
cg18335505,0.69392169,0.861830453,0.841897839,0.863697691,0.565326309,0.318116204,0.524406957,0.822461366
cg18351329,0.627504846,0.766255464,0.914565148,0.915091464,0.66851742,0.695847821,0.924721235,0.862189128
cg18352516,0.674145255,0.710660864,0.851731171,0.892413184,0.196044325,0.237170193,0.118427372,0.858498604
cg18368411,0.049841931,0.154513923,0.251087831,0.067043436,0.296425693,0.408312762,0.587034341,0.225729353
cg18372208,0.303757776,0.490399227,0.635164398,0.617336565,0.667566114,0.622043317,0.676424888,0.664700358
cg18402987,0.692492826,0.93887204,0.945035886,0.963098742,0.947172152,0.962285778,0.974271118,0.886750702
cg18448614,0.251448275,0.21351672,0.067920744,0.103255893,0.378199386,0.499477963,0.507963709,0.294684353
cg18449021,0.245817081,0.924284972,0.885545054,0.908480463,0.590192476,0.560282758,0.881079924,0.515126862
cg18460830,0.265056052,0.631646663,0.496370643,0.501375966,0.65096913,0.461727227,0.480025653,0.121983146
cg18464823,0.488593454,0.610874723,0.546768601,0.543867546,0.54399147,0.51735202,0.559038912,0.060608774
cg18467189,0.503199704,0.82376749,0.937885633,0.844551154,0.408955459,0.221465924,0.028594137,0.031584261
cg18482112,0.757192278,0.630097969,0.574279781,0.607839036,0.784406435,0.657906469,0.560616792,0.600851305
cg18506672,0.337298519,0.404756347,0.546241953,0.30245068,0.678735989,0.755530123,0.47409205,0.513797731
cg18507732,0.482201282,0.575607273,0.602647315,0.607321409,0.63423227,0.63981322,0.678105362,0.11381635
cg18520517,0.739849654,0.768129179,0.919026156,0.928757237,0.609502877,0.47652648,0.074860796,0.936059364
cg18522231,0.826079717,0.888741243,0.929847798,0.933038532,0.891749763,0.896663064,0.915190633,0.903735534
cg18558073,0.573411185,0.889238399,0.500190769,0.441275778,0.412316392,0.457800636,0.49286856,0.491926291
cg18571156,0.812556598,0.924930418,0.919861181,0.896849202,0.948829474,0.950639213,0.920704637,0.907203715
cg18587504,0.102708419,0.272841032,0.074762793,0.060100995,0.157058352,0.103522474,0.075171727,0.236110928
cg18587557,0.616672032,0.487025044,0.846330714,0.726199104,0.421283366,0.330087294,0.477314349,0.331335958
cg18634560,0.283638604,0.201183825,0.153606195,0.108009724,0.220680133,0.239817334,0.061517342,0.255325042
cg18648917,0.312940657,0.75084167,0.135782702,0.112081333,0.215631496,0.052352513,0.125634088,0.295197725
cg18665594,0.42938774,0.825021909,0.430108269,0.422233141,0.734954258,0.774954171,0.493564056,0.455964963
cg18670770,0.100653504,0.065304188,0.059901209,0.061156534,0.707346505,0.812028787,0.80522733,0.936942678
cg18678645,0.517020942,0.899546857,0.510769999,0.455851323,0.68129214,0.823085179,0.548532025,0.533492616
cg18693051,0.229609929,0.222017444,0.093834762,0.081173309,0.210246377,0.166236275,0.062156854,0.103689459
cg18707489,0.437797861,0.383528069,0.500528872,0.479314169,0.629658711,0.556921089,0.548632854,0.205884485
cg18713748,0.538437296,0.926692255,0.926016917,0.941563468,0.589669151,0.574244602,0.579027108,0.9259538
cg18735089,0.547458419,0.937809037,0.394404548,0.268346749,0.883348073,0.922449095,0.589034244,0.335235492
cg18792146,0.543755963,0.866933436,0.933164547,0.918818999,0.901529321,0.950553433,0.969453889,0.919567921
cg18850089,0.127877019,0.3596808,0.437538844,0.512915905,0.229169215,0.066563248,0.033947251,0.478711207
cg18856614,0.680958352,0.277043988,0.843111942,0.779017209,0.444757366,0.646252616,0.479020712,0.485131281
cg18857062,0.054741994,0.043886813,0.100895556,0.063792181,0.078732335,0.072887912,0.125791863,0.129063971
cg18865445,0.249449844,0.495037686,0.404934083,0.381156321,0.140725839,0.340531049,0.357194428,0.472916646
cg18912107,0.437610014,0.839790885,0.606602886,0.595637937,0.874979312,0.708786668,0.927482131,0.191247189
cg18934443,0.569175512,0.140736769,0.144450383,0.051905362,0.545801247,0.477237952,0.570181566,0.619406737
cg19002149,0.271245872,0.723813077,0.756184676,0.869450023,0.708515285,0.944416433,0.854138814,0.482987736
cg19003815,0.443344025,0.492550943,0.563212365,0.54971355,0.923260978,0.930186948,0.917861787,0.846228739
cg19050152,0.247448232,0.313178001,0.19271417,0.10522489,0.302525311,0.120023279,0.103137387,0.306495813
cg19098465,0.272231494,0.377469934,0.201740674,0.106786948,0.398078821,0.068106881,0.095695233,0.253649124
cg19101232,0.31221363,0.257742585,0.067533649,0.048567891,0.193776998,0.186635934,0.049004018,0.157709157
cg19107578,0.617476855,0.412380759,0.23009018,0.10525282,0.278852362,0.014534427,0.058315692,0.244747047
cg19117047,0.340098598,0.740772931,0.470846925,0.650699488,0.150667208,0.090601093,0.067181058,0.15473357
cg19149522,0.248706337,0.30231531,0.087094063,0.162422831,0.593288971,0.598608728,0.537003485,0.117207143
cg19183879,0.490520227,0.906329028,0.923571506,0.895707456,0.892676507,0.778567781,0.817977206,0.273843924
cg19186380,0.298788137,0.056666182,0.070625354,0.210177687,0.844335316,0.901150004,0.813849614,0.774171489
cg19190762,0.371035655,0.602230939,0.471810659,0.469071123,0.085815795,0.022722156,0.059199853,0.170591474
cg19196401,0.148577049,0.316851259,0.450291184,0.339764537,0.091494078,0.197466349,0.036451657,0.062488591
cg19257832,0.418555313,0.142576788,0.08564951,0.07139338,0.06297564,0.030664942,0.075027686,0.431810868
cg19327615,0.624651289,0.906249075,0.879083202,0.82274078,0.758727746,0.419360458,0.747679735,0.695789409
cg19333883,0.435394237,0.461146402,0.445832891,0.470201928,0.8634579,0.838920174,0.883374949,0.806578952
cg19335130,0.626059066,0.73296653,0.531113336,0.621582458,0.65605502,0.694691673,0.91159717,0.114057333
cg19375981,0.353395592,0.523393675,0.112789705,0.053829106,0.070126974,0.067560624,0.118592931,0.488521574
cg19455642,0.318822275,0.506642435,0.121950702,0.084602233,0.155687827,0.10701179,0.051665473,0.542366385
cg19480425,0.242461406,0.357107368,0.336531892,0.552757592,0.057748763,0.202957756,0.061741296,0.645854192
cg19566774,0.773462167,0.867685199,0.923688566,0.945798086,0.871755138,0.908467952,0.934682758,0.115901889
cg19572487,0.593238948,0.600457495,0.516489954,0.597031109,0.49738486,0.369622866,0.601567253,0.529869209
cg19579217,0.556357066,0.572722203,0.684188406,0.585127915,0.529249419,0.835836028,0.717971537,0.699190811
cg19584649,0.866585293,0.881272804,0.918844853,0.930100992,0.937593332,0.851091698,0.939380529,0.914566152
cg19658332,0.156524915,0.716599776,0.63917882,0.671563272,0.448077749,0.550508624,0.475901066,0.051214265
cg19660806,0.7088899,0.812893759,0.535524526,0.726494069,0.798135815,0.84896885,0.914126583,0.4112929
cg19678392,0.85604864,0.868968033,0.968930116,0.979418241,0.929535557,0.57665642,0.62344955,0.935957039
cg19701879,0.414292077,0.871019767,0.92010977,0.939228997,0.20713892,0.124776087,0.500286751,0.607546202
cg19730268,0.210318335,0.108310049,0.139563226,0.0969269,0.042634935,0.052156141,0.083147975,0.494043038
cg19811337,0.396487942,0.91481375,0.455505811,0.298350165,0.640592524,0.774150965,0.559423419,0.557293206
cg19820328,0.476736871,0.412097658,0.086979928,0.060217342,0.389135701,0.694515163,0.521384363,0.520837168
cg19970883,0.262308001,0.546539411,0.500135758,0.511014738,0.419381764,0.394253099,0.032777905,0.103462795
cg19977004,0.465480941,0.403583037,0.520546586,0.520709209,0.236503414,0.215214007,0.093902929,0.279587421
cg19978674,0.679170134,0.722003489,0.529435473,0.495238233,0.124786868,0.487551312,0.132359232,0.44832197
cg19980929,0.474914681,0.935221005,0.941084361,0.771835886,0.922863804,0.937867935,0.936173628,0.933183526
cg19998073,0.647777796,0.7629062,0.525631752,0.505125266,0.425800252,0.401885708,0.47977546,0.549017433
cg19998150,0.571450085,0.600382624,0.683063536,0.609434108,0.046735244,0.040061401,0.028417778,0.058568746
cg20008140,0.531852629,0.70473569,0.351080041,0.39932831,0.766732682,0.784413223,0.468314158,0.634384027
cg20016411,0.460616667,0.545223287,0.092591237,0.112701525,0.359490762,0.768624885,0.565929078,0.54236567
cg20018425,0.49340297,0.876284838,0.466098078,0.555106932,0.041163694,0.067266407,0.078500239,0.186993137
cg20060685,0.655798202,0.579378775,0.918451892,0.934703097,0.920775108,0.875532315,0.951743965,0.882279089
cg20104774,0.836509116,0.855905163,0.869353864,0.902491161,0.886559046,0.919290736,0.934081362,0.904495224
cg20117519,0.432051765,0.511048859,0.464884354,0.488705006,0.075475375,0.039810152,0.05263019,0.469925277
cg20119798,0.498471549,0.567151439,0.361568611,0.311671453,0.668594862,0.421150292,0.492376582,0.211357909
cg20131596,0.365894531,0.84543293,0.515128346,0.496765182,0.159325644,0.115178147,0.263039881,0.233448039
cg20165520,0.370266011,0.920782794,0.374296603,0.416437731,0.575182189,0.560339542,0.469121605,0.593561704
cg20174730,0.285020789,0.696768856,0.548773198,0.423524015,0.542977794,0.372866184,0.420016535,0.378223384
cg20176388,0.166450231,0.358211668,0.092687691,0.065834224,0.232487769,0.126516209,0.051878518,0.118364982
cg20181209,0.336894349,0.522253024,0.261690002,0.185678041,0.189178037,0.117043487,0.10845837,0.18141615
cg20222562,0.779979956,0.817601734,0.867847296,0.844573948,0.738458091,0.882578291,0.939206999,0.656194973
cg20268039,0.637867619,0.905062736,0.908454006,0.816297267,0.878200615,0.802446881,0.918763313,0.587827489
cg20276677,0.208790883,0.109630206,0.0709283,0.038140833,0.049782321,0.02625992,0.031064539,0.1105274
cg20309640,0.405794797,0.514984877,0.458502362,0.196704904,0.566739802,0.436677974,0.052746473,0.074030844
cg20340346,0.481432831,0.532982034,0.247935119,0.067119829,0.170735635,0.633626016,0.069080439,0.349710603
cg20375709,0.552984081,0.586138439,0.552390849,0.551408086,0.48725894,0.570823613,0.558027375,0.543646587
cg20379593,0.490007416,0.834778471,0.626529959,0.717376177,0.910925249,0.717112956,0.885561231,0.674777627
cg20388732,0.691381618,0.73269541,0.897883987,0.886135523,0.595203193,0.676030237,0.918622876,0.909009063
cg20432671,0.058671093,0.158752528,0.032578786,0.025510903,0.080290155,0.200082207,0.034531272,0.028185706
cg20458044,0.501508672,0.655229004,0.843557296,0.777289741,0.735016033,0.655522722,0.805663489,0.7327853
cg20504791,0.065233332,0.03830713,0.045110007,0.036460509,0.712548376,0.54983849,0.473651153,0.766284333
cg20513206,0.629034438,0.907892895,0.943944671,0.93144198,0.745766955,0.909813146,0.887586948,0.936336375
cg20515136,0.348911441,0.644766304,0.072694578,0.414347333,0.733925209,0.541397982,0.505621386,0.462346971
cg20519373,0.442868324,0.84878875,0.584241296,0.571644156,0.616823926,0.508992021,0.478460927,0.899355091
cg20569203,0.350109695,0.891173299,0.647351218,0.515624811,0.234001503,0.147808898,0.038218583,0.24424821
cg20570109,0.742081804,0.809770346,0.910631603,0.849516424,0.908636533,0.878117668,0.949192292,0.90355249
cg20630655,0.5511264,0.87775015,0.814272504,0.825611197,0.927996411,0.923639806,0.923416618,0.933709163
cg20660989,0.270632107,0.288180402,0.164153516,0.089995239,0.333781468,0.324506191,0.15329421,0.218181033
cg20677143,0.571463076,0.95935871,0.811836475,0.844757414,0.895030657,0.921145137,0.895216645,0.778257365
cg20715295,0.1381682,0.136026721,0.513699142,0.561892972,0.53929539,0.615994528,0.128378487,0.087661739
cg20740051,0.616163017,0.786576491,0.55854141,0.553565913,0.834980508,0.866816334,0.880939095,0.600197975
cg20743744,0.45480215,0.669979462,0.223723433,0.381937343,0.076108058,0.148914873,0.142717723,0.105088144
cg20747739,0.26741038,0.129070594,0.182014261,0.133758381,0.329399798,0.160673231,0.09898632,0.250211557
cg20770409,0.374097226,0.311015719,0.155435248,0.099251854,0.570384197,0.480443222,0.520944958,0.489564095
cg20801007,0.421216779,0.638237307,0.573712395,0.545374641,0.754480722,0.074875244,0.141714058,0.570190473
cg20848291,0.451786538,0.631653203,0.551191527,0.511747606,0.0560297,0.207534702,0.072425585,0.275613076
cg20885179,0.017795734,0.014814626,0.013663601,0.016082466,0.018589098,0.013557408,0.013978585,0.013316555
cg20911165,0.384828479,0.260636654,0.170155663,0.121532188,0.179423078,0.030873694,0.078154101,0.303529875
cg20956390,0.651046341,0.834403774,0.799606378,0.859095049,0.474662417,0.477857127,0.556580216,0.530357681
cg21010569,0.305753647,0.48357148,0.062787399,0.057662549,0.151695744,0.055270974,0.027227304,0.149321329
cg21041888,0.874518391,0.96252235,0.910448262,0.706945935,0.22458379,0.101491573,0.040633861,0.604818448
cg21051519,0.201287798,0.222854651,0.411265403,0.330061826,0.815208818,0.668627503,0.534176963,0.511981802
cg21061071,0.776597727,0.741642496,0.89499436,0.883332421,0.245490652,0.250288925,0.148846309,0.511612453
cg21073930,0.364051635,0.043872103,0.059526687,0.02571693,0.194842989,0.324503019,0.02635582,0.187683345
cg21103992,0.31692944,0.13855195,0.039989303,0.032915004,0.042632505,0.035352958,0.031217373,0.155338921
cg21109167,0.306686923,0.840592781,0.641934429,0.548824935,0.87464879,0.916706693,0.937801028,0.893060612
cg21116457,0.473737086,0.163706375,0.137606788,0.060527861,0.837635822,0.692393884,0.4924725,0.180286789
cg21147203,0.36553024,0.494991002,0.461899151,0.521178665,0.079881014,0.076033245,0.070708237,0.132449823
cg21153160,0.373927629,0.392060824,0.469793388,0.334290976,0.665081404,0.324932076,0.525965183,0.907184981
cg21159260,0.29291267,0.557636211,0.161952758,0.084145623,0.698540119,0.076616489,0.044955924,0.113626301
cg21160372,0.624303877,0.878267195,0.553575611,0.509955197,0.140048008,0.0575473,0.029969919,0.20505729
cg21179831,0.349037501,0.815898542,0.664435176,0.896181045,0.870397735,0.906316244,0.885216906,0.830581886
cg21183502,0.706827345,0.861501772,0.71464991,0.531483324,0.713565452,0.937774875,0.910455527,0.884798378
cg21220403,0.740140219,0.892037787,0.82733434,0.894520872,0.674954999,0.468500649,0.488927742,0.218178318
cg21235119,0.700186898,0.781238308,0.916952128,0.809044027,0.603057406,0.75654949,0.208467994,0.716307445
cg21361856,0.492421135,0.905175136,0.57275375,0.518195126,0.534944275,0.824073977,0.916041854,0.516878065
cg21371809,0.43696623,0.489945307,0.918764178,0.946277635,0.028993025,0.034706294,0.036964944,0.169447542
cg21392385,0.49867096,0.349086504,0.577424896,0.627630373,0.845481743,0.895912969,0.902621244,0.533041504
cg21468274,0.346780844,0.356610883,0.351443199,0.239773136,0.918986473,0.65508114,0.524019467,0.578217788
cg21500126,0.852502774,0.90702437,0.93241609,0.932424818,0.211878491,0.171228347,0.068876098,0.184293508
cg21521117,0.433200935,0.758475678,0.689695565,0.647644285,0.758382623,0.738167096,0.690816484,0.686572542
cg21523688,0.369768144,0.467916303,0.487666206,0.484906649,0.323525268,0.323565831,0.381844899,0.366161131
cg21548813,0.437934859,0.781288408,0.578644172,0.50804215,0.721133733,0.540158119,0.620027918,0.692340482
cg21573200,0.489680464,0.583660262,0.893268106,0.894531319,0.966610854,0.951068332,0.968655012,0.804643179
cg21580428,0.452380259,0.850989148,0.849702765,0.886568599,0.242091561,0.314607578,0.109352004,0.421984485
cg21583723,0.326842604,0.405511872,0.428935256,0.413692743,0.512224345,0.381246795,0.549265867,0.513432409
cg21610815,0.501439461,0.337127536,0.553290332,0.445701223,0.127684902,0.350924458,0.21711211,0.609668841
cg21626848,0.200859087,0.060474261,0.087446674,0.045479759,0.83614958,0.549746467,0.624947452,0.578055312
cg21646955,0.330599664,0.009593155,0.018049942,0.048458436,0.312992333,0.696866461,0.570067299,0.603100237
cg21665744,0.231375354,0.173523475,0.06399205,0.054066054,0.237836851,0.054760426,0.055159849,0.678133419
cg21702011,0.520194502,0.653710461,0.801104267,0.858992056,0.128166694,0.17071553,0.221534679,0.351461986
cg21746425,0.495603999,0.632054938,0.814300408,0.790929199,0.655313242,0.650520482,0.868506202,0.851028061
cg21750887,0.366541259,0.166257636,0.17769032,0.058767663,0.062836472,0.024345521,0.031249138,0.144743864
cg21790715,0.329781521,0.692313194,0.866261679,0.883784005,0.181838465,0.063482091,0.085679093,0.221158852
cg21838488,0.267492081,0.886670092,0.921309383,0.920216712,0.608775256,0.608973371,0.552974602,0.87353927
cg21859290,0.766547624,0.866860854,0.536665053,0.581664018,0.893784017,0.895309425,0.820005145,0.811639207
cg21865657,0.717801239,0.844458108,0.640213435,0.567422859,0.913463812,0.872637833,0.632462428,0.661945318
cg21910650,0.565044936,0.847100989,0.453868228,0.58261992,0.832789111,0.860137574,0.914496013,0.898126524
cg21915449,0.310607764,0.196267381,0.70796157,0.825009661,0.533812277,0.504928652,0.580863805,0.388910396
cg22033281,0.585156346,0.818539087,0.643292068,0.852622082,0.28929299,0.614622895,0.400760178,0.50876702
cg22109795,0.488091918,0.898476746,0.919428413,0.915585772,0.778550619,0.485224386,0.485459824,0.65598719
cg22115748,0.17006898,0.10016514,0.151278944,0.039425379,0.471181967,0.125756006,0.52144232,0.105397482
cg22212414,0.047987083,0.213842343,0.050892896,0.033686225,0.232969589,0.154520556,0.03176782,0.032100869
cg22234712,0.026530337,0.050667781,0.021778541,0.020298375,0.854255992,0.546277205,0.697204381,0.477808072
cg22264616,0.68586213,0.879163242,0.62703743,0.639570518,0.096689776,0.065840099,0.065798898,0.214092371
cg22307029,0.218715479,0.057183339,0.061398975,0.020549517,0.022459461,0.019623387,0.065410931,0.21920853
cg22321572,0.039835231,0.274145915,0.038770837,0.028172639,0.043170893,0.088623203,0.026160561,0.033380681
cg22358580,0.303226642,0.480177178,0.560503673,0.557858516,0.928110865,0.937433484,0.953054441,0.893498986
cg22407822,0.405643938,0.784816844,0.1735545,0.074644192,0.871662617,0.895073684,0.544640222,0.506504979
cg22407942,0.170499564,0.17786689,0.081122024,0.044743525,0.111174647,0.198255695,0.068734877,0.050051279
cg22466678,0.333050534,0.182225807,0.156858465,0.080448831,0.15917031,0.292183057,0.182176268,0.217406986
cg22533683,0.593158349,0.921245369,0.900001737,0.906278799,0.863498874,0.830578213,0.91323986,0.900757196
cg22555495,0.346554748,0.654276529,0.529345647,0.491383196,0.642197888,0.582953221,0.540931522,0.565151461
cg22590775,0.211835618,0.047150479,0.051332584,0.018110466,0.093539985,0.024343836,0.018862471,0.166460079
cg22595230,0.354856486,0.712560665,0.095160921,0.066117504,0.738500847,0.837596599,0.769294661,0.520964105
cg22611163,0.888480263,0.90247881,0.934659588,0.93403327,0.917406839,0.925170779,0.931086349,0.883462727
cg22622123,0.777010865,0.597733548,0.761358333,0.953509616,0.123462467,0.052156232,0.044192135,0.570572824
cg22677858,0.376094768,0.884201133,0.91039173,0.907709357,0.476635328,0.496890713,0.509641881,0.48419199
cg22684041,0.323498393,0.587948,0.812097901,0.805245475,0.167667276,0.306509751,0.30404465,0.366295854
cg22697853,0.536619821,0.678673154,0.596281599,0.568905744,0.851225604,0.906263332,0.576709867,0.295773883
cg22705959,0.712590014,0.822358098,0.934535924,0.908069671,0.51241277,0.580019671,0.556845681,0.530563835
cg22721998,0.283809179,0.600458887,0.594515588,0.578114727,0.224194494,0.139883875,0.077393844,0.325494071
cg22784187,0.512809375,0.607088121,0.579920195,0.477587846,0.801213887,0.823463137,0.539989841,0.5974297
cg22796248,0.620965779,0.673855089,0.266012118,0.274692046,0.089124445,0.104277717,0.041697203,0.115302765
cg22827806,0.116370123,0.443354633,0.07017094,0.038368058,0.049859655,0.114122313,0.05811955,0.054479008
cg22833175,0.621181927,0.358675026,0.389866908,0.252404402,0.913742325,0.91686553,0.277281215,0.610854652
cg22841772,0.12101947,0.506041612,0.565319269,0.545870623,0.070905082,0.059535121,0.041881043,0.064859335
cg22867156,0.503949904,0.881668179,0.925093556,0.925814974,0.894617254,0.861211471,0.771258129,0.878045106
cg22872064,0.279358724,0.347053226,0.061755488,0.039585903,0.267513707,0.29630242,0.136204998,0.163898849
cg22879626,0.504887668,0.871739606,0.816264066,0.846613423,0.521045238,0.451403609,0.513667565,0.392725778
cg22894896,0.743013462,0.904409345,0.936785896,0.926858482,0.905099873,0.859809427,0.954984799,0.913977324
cg22898082,0.63365261,0.8417279,0.832616808,0.890739609,0.835667144,0.898488609,0.844087537,0.840720105
cg22901840,0.41872922,0.615938749,0.410730247,0.367150858,0.768444706,0.618583266,0.505951159,0.463079297
cg22960869,0.513978183,0.583976058,0.629034495,0.581775782,0.312736585,0.404076908,0.470922525,0.551978423
cg22984769,0.365746728,0.539413231,0.466259371,0.413019484,0.528373864,0.601085604,0.59237223,0.516406749
cg23003926,0.604351036,0.65274226,0.927120627,0.930046849,0.570599773,0.348642609,0.522701181,0.27315578
cg23013853,0.608589506,0.203608663,0.921163119,0.922008297,0.249835774,0.106027947,0.046939513,0.355623773
cg23053407,0.039786118,0.165282625,0.054686716,0.041239463,0.269008556,0.152470687,0.036298068,0.040156224
cg23054121,0.738440428,0.61432422,0.353826177,0.554792362,0.88830623,0.923736301,0.878140197,0.880903351
cg23107878,0.219170646,0.298063804,0.071820628,0.053374319,0.019407379,0.018992943,0.049518539,0.158686476
cg23168425,0.712372956,0.860725913,0.649375111,0.629965428,0.349124657,0.117432938,0.030636104,0.685849075
cg23181159,0.287672301,0.382021151,0.128808483,0.095621894,0.217462909,0.123235416,0.057560078,0.212805648
cg23217680,0.617915868,0.728491878,0.904166503,0.923304819,0.876316914,0.793185567,0.833056454,0.57701008
cg23221052,0.336922303,0.577012545,0.394847202,0.279382347,0.7050091,0.612136979,0.453007204,0.452279323
cg23226914,0.727377446,0.936949155,0.927341728,0.95104556,0.960598123,0.887664646,0.899469465,0.920903548
cg23284609,0.34264961,0.436139269,0.398441367,0.313439325,0.127656771,0.07550916,0.052782525,0.60405088
cg23303188,0.442619453,0.687680005,0.646103315,0.840237213,0.129377918,0.069171579,0.130585715,0.23346366
cg23323891,0.68048501,0.604469394,0.565565367,0.570306888,0.114430654,0.041879742,0.038789932,0.45922332
cg23331961,0.468646815,0.759052527,0.21065829,0.140778739,0.107926052,0.05572215,0.124646761,0.671897647
cg23396177,0.266729993,0.563150576,0.583522756,0.49388137,0.124293409,0.061875535,0.032976437,0.199627676
cg23409168,0.793835043,0.615940468,0.646784354,0.614992387,0.130476669,0.332689978,0.051639338,0.731560932
cg23423227,0.242778667,0.785903583,0.906567941,0.931627014,0.612302344,0.682378173,0.530656965,0.54473033
cg23425316,0.51190466,0.624480672,0.590636504,0.502244158,0.579262014,0.902894905,0.815065753,0.640531418
cg23445878,0.432826704,0.567095035,0.531423681,0.50716636,0.554664713,0.420857592,0.634476337,0.562204165
cg23453353,0.531840211,0.651982781,0.81310248,0.808249594,0.257918087,0.139470194,0.093104002,0.500906038
cg23490300,0.865271953,0.87268531,0.933368943,0.938842874,0.723390699,0.691304543,0.540771409,0.932498021
cg23496516,0.622034229,0.638617155,0.844997407,0.857157113,0.535574605,0.671070483,0.89940677,0.903856625
cg23499929,0.68281948,0.861709612,0.937175158,0.912433286,0.821875293,0.940298126,0.924633475,0.926716944
cg23562538,0.211880025,0.310389642,0.14032689,0.073196786,0.290123075,0.117011165,0.069064409,0.194408115
cg23573129,0.579641003,0.751959433,0.510344807,0.552921316,0.467411827,0.646675018,0.527566328,0.439026865
cg23622616,0.200638552,0.364212172,0.065763116,0.060420376,0.372730391,0.454510807,0.34622174,0.148485352
cg23658684,0.766800922,0.692041189,0.484823264,0.525523742,0.599546523,0.258157463,0.525231261,0.819178912
cg23708337,0.802141922,0.916559736,0.952157664,0.95324362,0.88286788,0.906675548,0.951771604,0.890456223
cg23711873,0.452554292,0.637514547,0.635144667,0.624704901,0.331476417,0.476554061,0.699164397,0.486297936
cg23732725,0.865783563,0.980764472,0.929866707,0.962698388,0.121787638,0.060551933,0.205980748,0.603126813
cg23746600,0.555809774,0.909113529,0.834375469,0.80724474,0.812662624,0.549324236,0.822116691,0.281521152
cg23748340,0.466072519,0.577363236,0.57489026,0.476406196,0.955879817,0.957814281,0.947928587,0.875768215
cg23759393,0.786607271,0.936776775,0.945375069,0.951758819,0.950077092,0.9605222,0.929097664,0.882358055
cg23796525,0.407642561,0.81875206,0.922316815,0.931906376,0.168329737,0.326397204,0.460159511,0.219061008
cg23884217,0.514999909,0.587045187,0.297667726,0.186826942,0.115929512,0.048652813,0.090264373,0.152299522
cg23892836,0.736818738,0.852091587,0.850337854,0.876291801,0.691171064,0.646741908,0.490375264,0.638415756
cg23921523,0.285526612,0.768137252,0.343310699,0.412038966,0.92859311,0.829857346,0.474804611,0.484994379
cg23929194,0.538621367,0.307559691,0.335461016,0.174880127,0.703680449,0.662052154,0.921948731,0.158257328
cg23933095,0.689487908,0.53121378,0.365131365,0.505331026,0.355566646,0.485538121,0.056607406,0.131502822
cg23942311,0.590956335,0.533622637,0.621468151,0.585825331,0.214943318,0.060333534,0.061575184,0.61713821
cg23971381,0.449591529,0.724830858,0.497711344,0.398924155,0.510085327,0.470180968,0.542489117,0.532557313
cg24008358,0.329129168,0.790494571,0.931380515,0.904134274,0.063426194,0.080463171,0.070605892,0.446015604
cg24033859,0.670779692,0.418437197,0.805277488,0.603360328,0.212805962,0.292288787,0.079538463,0.109390357
cg24048949,0.547086383,0.764079625,0.507453601,0.400102862,0.090379662,0.054893125,0.042048302,0.141684542
cg24061122,0.273999828,0.34859313,0.038801984,0.025732456,0.066509681,0.123857666,0.030260546,0.045881604
cg24128316,0.367820376,0.597607615,0.438272373,0.70672021,0.46164543,0.690390702,0.497477288,0.402836044
cg24195486,0.695762183,0.413301328,0.552791115,0.655168221,0.794408352,0.513496039,0.509544646,0.798688474
cg24218620,0.598385713,0.754707177,0.69289973,0.909301163,0.403560742,0.584953071,0.501211117,0.490212154
cg24317406,0.276995037,0.137388927,0.07130087,0.075736708,0.169081092,0.069005655,0.057199135,0.116963357
cg24319836,0.193004182,0.257747509,0.072841201,0.355875133,0.119813046,0.086712921,0.06681597,0.427717285
cg24322968,0.476949877,0.129696236,0.505041387,0.470788985,0.60180399,0.894918127,0.846308236,0.444147767
cg24324837,0.166497979,0.21790033,0.068306007,0.025571226,0.079219236,0.041005342,0.024805408,0.137245287
cg24334149,0.391949793,0.661980982,0.898325394,0.775423051,0.149007025,0.064985049,0.047015129,0.118462099
