Labels,PA L 1,PB L 2,PB L 3,PB L 4,PA LL 1,PA LL 2,PB LL 3,PB LL 4
cg17961725,0.454347358,0.038217052,0.177693662,0.144447276,0.603470198,0.621618687,0.051401506,0.198350911
cg18005867,0.60016152,0.509122639,0.519888535,0.524961298,0.536935527,0.839122717,0.557700957,0.467473888
cg18046394,0.903831501,0.842015187,0.735551704,0.821264007,0.755071439,0.896732624,0.624169583,0.650321751
cg18059933,0.089458685,0.133009596,0.163496735,0.188689351,0.164363057,0.034793616,0.091391763,0.049032375
cg18104242,0.900983751,0.581975301,0.5780141,0.616954647,0.712893775,0.674968336,0.664083287,0.632148913
cg18110333,0.518961732,0.541817618,0.54855631,0.551803228,0.626096129,0.502748856,0.629557451,0.593121395
cg18168249,0.08321554,0.041455611,0.086566912,0.07194643,0.033837637,0.043113532,0.039550042,0.049593004
cg18209323,0.969551198,0.973202381,0.97698122,0.97702393,0.941096873,0.965389134,0.983746811,0.97919242
cg18222865,0.448681508,0.317244913,0.311838916,0.280408588,0.651695061,0.62450456,0.25777105,0.432569365
cg18232861,0.051046003,0.031693321,0.027081274,0.03268828,0.188068676,0.030773437,0.025851586,0.077706909
cg18241308,0.452425267,0.115606864,0.165597755,0.066853102,0.560076141,0.677511006,0.104707955,0.142309732
cg18269963,0.612973858,0.574370552,0.545074665,0.558177483,0.831776771,0.6229918,0.606490323,0.751950402
cg18279536,0.414817985,0.3900597,0.414003839,0.428961701,0.445822992,0.038838273,0.388582229,0.454665049
cg18320188,0.445388709,0.060492902,0.051922326,0.173731688,0.302003412,0.055455983,0.032856062,0.264931427
cg18322025,0.905682043,0.916365476,0.908783476,0.914336682,0.724295072,0.904327154,0.931277057,0.912339079
cg18330203,0.042520471,0.528210052,0.563209666,0.539275615,0.843485855,0.03061076,0.533705611,0.465183306
cg18335505,0.509688727,0.865223254,0.900531706,0.870865575,0.499483599,0.503090387,0.905661317,0.914401209
cg18351329,0.123090525,0.482475057,0.516297222,0.50000816,0.654103607,0.632942337,0.610813258,0.486874146
cg18352516,0.478330469,0.833288138,0.877975362,0.831299256,0.456909065,0.406134797,0.831473076,0.668826445
cg18368411,0.329444482,0.200986486,0.34309459,0.214481299,0.316492018,0.911550186,0.814400275,0.453069949
cg18372208,0.051485993,0.040824341,0.064880342,0.049609129,0.075799753,0.047904806,0.040212077,0.031628986
cg18402987,0.417387702,0.455388755,0.461410744,0.469038715,0.428836751,0.150670594,0.43612321,0.595675541
cg18448614,0.040627265,0.043110234,0.035496019,0.03390306,0.03646512,0.031797115,0.037355944,0.036654569
cg18449021,0.053038608,0.047624355,0.04085606,0.039434588,0.134414667,0.075058182,0.02244102,0.031568336
cg18460830,0.491422393,0.029729036,0.030818915,0.043287001,0.083850414,0.606029156,0.029423114,0.052327828
cg18464823,0.76617731,0.521442803,0.617466229,0.563692011,0.899821225,0.904005784,0.604796685,0.45840669
cg18467189,0.100978536,0.05388752,0.062470298,0.080832314,0.161568974,0.069170848,0.063566188,0.135422391
cg18482112,0.345398352,0.101213937,0.070535055,0.047231391,0.072472407,0.081874614,0.053190866,0.036489878
cg18506672,0.909606346,0.919943901,0.907042195,0.891930642,0.723474042,0.890738403,0.926807611,0.875016056
cg18507732,0.135448424,0.586746709,0.615536862,0.644162849,0.45001505,0.133581016,0.883721592,0.430995072
cg18520517,0.40372475,0.395351767,0.375306635,0.4017553,0.236148487,0.489669542,0.100742659,0.164574767
cg18522231,0.036465525,0.03272397,0.029582017,0.035254619,0.049261784,0.05732755,0.031322728,0.051959619
cg18558073,0.280562253,0.447974159,0.457565627,0.448049771,0.124154926,0.385844622,0.127802623,0.375949106
cg18571156,0.10868706,0.0519899,0.071794822,0.106339831,0.089358637,0.015055395,0.12577214,0.030607916
cg18587504,0.082185678,0.063104842,0.075360999,0.074027552,0.144498969,0.059562499,0.066097854,0.045612573
cg18587557,0.542336634,0.535949328,0.540465771,0.535147774,0.604672283,0.592920865,0.535159462,0.546254936
cg18634560,0.137183313,0.183158984,0.139579413,0.113798642,0.589033315,0.167249993,0.10847721,0.303579
cg18648917,0.477031502,0.537856031,0.558088402,0.525677491,0.464486668,0.509639736,0.535252747,0.459412802
cg18665594,0.946673549,0.929762358,0.942404116,0.933795378,0.882218331,0.934132179,0.91604479,0.945529674
cg18670770,0.928478625,0.942203051,0.898565148,0.968407864,0.849200664,0.925798181,0.865253056,0.956212647
cg18678645,0.514609236,0.445913982,0.48196842,0.516833429,0.480006011,0.582599379,0.533547222,0.674437562
cg18693051,0.116669633,0.086755785,0.079467734,0.082387801,0.22826529,0.148675823,0.107891009,0.165171812
cg18707489,0.875723497,0.843747985,0.844329823,0.844705952,0.608897462,0.86534746,0.749483932,0.739727457
cg18713748,0.893300572,0.931474186,0.94475294,0.942376039,0.862002897,0.924905885,0.941214327,0.924461784
cg18735089,0.586492468,0.383421169,0.499715115,0.49358504,0.636472941,0.614584605,0.379530554,0.618409676
cg18792146,0.955536389,0.964915456,0.964737399,0.969105049,0.758059755,0.961117476,0.977732868,0.956863192
cg18850089,0.868955981,0.504409278,0.498977549,0.492512585,0.30969964,0.898973227,0.520499062,0.291398772
cg18856614,0.054182503,0.073297522,0.064083793,0.053098113,0.039290424,0.542122824,0.020447805,0.023452345
cg18857062,0.964918718,0.954029294,0.951202021,0.943793008,0.893326311,0.96663681,0.970893469,0.960815246
cg18865445,0.425591731,0.38693212,0.187933107,0.321313267,0.777133246,0.081990735,0.161182665,0.099636935
cg18912107,0.227610351,0.17060356,0.198241018,0.170869216,0.180323597,0.087845836,0.083371586,0.388023677
cg18934443,0.59518307,0.092106121,0.045635741,0.056129806,0.539312749,0.822544379,0.046732755,0.137876896
cg19002149,0.051064335,0.063951709,0.03525091,0.080891766,0.036350235,0.045124548,0.034689336,0.062392522
cg19003815,0.561051191,0.603483049,0.609082126,0.575189781,0.639177448,0.658000729,0.622143145,0.53092419
cg19050152,0.460862688,0.498212842,0.47571432,0.489890458,0.587928307,0.422868453,0.403442957,0.451204671
cg19098465,0.142375824,0.075034799,0.079580229,0.109270499,0.076083856,0.057000334,0.073641171,0.052031428
cg19101232,0.22133834,0.064307502,0.107245393,0.295279335,0.241307092,0.174446472,0.105723664,0.106019102
cg19107578,0.890178406,0.551867276,0.545176607,0.533546661,0.493187553,0.439101344,0.536490858,0.647511566
cg19117047,0.51381318,0.386564205,0.312643538,0.450563508,0.389676627,0.458847712,0.356380357,0.32561442
cg19149522,0.814134784,0.838551011,0.886380978,0.883623858,0.877087816,0.919939509,0.858214047,0.903962504
cg19183879,0.517209722,0.567337889,0.548199722,0.594255957,0.632248279,0.516104043,0.272530435,0.307583582
cg19186380,0.529547532,0.526107049,0.538231904,0.528250934,0.544009469,0.878970475,0.510081895,0.559449179
cg19190762,0.136743394,0.398354717,0.358165736,0.139219258,0.25537101,0.104078022,0.104704531,0.047000001
cg19196401,0.305418899,0.521626113,0.43332649,0.498675751,0.225397625,0.334885041,0.758374048,0.930229925
cg19257832,0.500561698,0.08636926,0.041821994,0.046887779,0.044022393,0.515190785,0.05878113,0.03294953
cg19327615,0.744007697,0.755086388,0.802843607,0.623821435,0.858061595,0.813175597,0.800989578,0.717560293
cg19333883,0.482310484,0.373624005,0.439462138,0.458415262,0.625737573,0.499868814,0.157691971,0.4251407
cg19335130,0.049152194,0.045702456,0.048943457,0.052692479,0.16208128,0.063312495,0.046692159,0.083859021
cg19375981,0.033843065,0.031516214,0.027264858,0.02907889,0.06804326,0.037632176,0.032553265,0.022816265
cg19455642,0.263079118,0.407893423,0.231692822,0.356629434,0.092196718,0.325983218,0.237589565,0.148442175
cg19480425,0.061524397,0.474460512,0.460507717,0.394012417,0.088443984,0.107590253,0.376066867,0.41346996
cg19566774,0.147064704,0.48161882,0.496247278,0.067913715,0.192084704,0.066259858,0.362612903,0.097148318
cg19572487,0.526348942,0.054526797,0.050279999,0.086467053,0.264317679,0.096875497,0.072949672,0.273409158
cg19579217,0.131719652,0.131099965,0.142903085,0.122987563,0.127375149,0.161223166,0.098502854,0.092942181
cg19584649,0.139533553,0.130109976,0.158939405,0.154981165,0.227094469,0.117082747,0.083124382,0.11844085
cg19658332,0.127720948,0.44373812,0.471863101,0.086430659,0.202232987,0.083858183,0.586611593,0.432825877
cg19660806,0.063692925,0.168378173,0.055310174,0.533483734,0.890004564,0.104941214,0.089283852,0.117887211
cg19678392,0.570777783,0.572298403,0.597551992,0.586843609,0.226317109,0.60551223,0.660861075,0.557631326
cg19701879,0.865942377,0.562068162,0.550077677,0.570345513,0.58377359,0.790703727,0.578738678,0.5851633
cg19730268,0.822048337,0.846427515,0.876412217,0.85929681,0.947353686,0.879407432,0.870030542,0.903182242
cg19811337,0.974396598,0.944156675,0.977959681,0.95047841,0.817860557,0.971626173,0.981713643,0.977920245
cg19820328,0.504951793,0.058948802,0.057945596,0.050161909,0.159346095,0.51907233,0.040075655,0.060009075
cg19970883,0.033544504,0.475120317,0.457151958,0.026307417,0.051806988,0.037159899,0.039106438,0.091927995
cg19977004,0.075065987,0.067678118,0.062074381,0.067722864,0.173239212,0.059165424,0.085254956,0.151327976
cg19978674,0.254133862,0.309279095,0.192450624,0.514044277,0.378201425,0.081495097,0.459751795,0.205028439
cg19980929,0.548435717,0.440173174,0.430811026,0.138421105,0.613222806,0.0530207,0.344815701,0.186519738
cg19998073,0.481438383,0.910038965,0.882560273,0.874082672,0.598227705,0.459284376,0.559800648,0.396077338
cg19998150,0.612668705,0.506130686,0.482970654,0.513390811,0.697570132,0.584879641,0.479702857,0.47652566
cg20008140,0.458522985,0.406399492,0.427850121,0.515706254,0.636687886,0.656593993,0.681869692,0.425789695
cg20016411,0.651263684,0.074612309,0.111052806,0.085441374,0.51479318,0.735042646,0.078685363,0.743201842
cg20018425,0.48728809,0.447617311,0.4771438,0.450785527,0.040907467,0.478576373,0.811395755,0.691853117
cg20060685,0.028136485,0.028986412,0.024940323,0.017585719,0.098562446,0.03716803,0.042153334,0.038682903
cg20104774,0.113739821,0.065459276,0.061116079,0.078662397,0.431128578,0.46266768,0.060444613,0.094993316
cg20117519,0.906647274,0.543664512,0.507043108,0.51649236,0.620461669,0.922658721,0.544782757,0.669765995
cg20119798,0.858346708,0.908321436,0.891810645,0.904819839,0.811195264,0.907103493,0.603514359,0.692958986
cg20131596,0.223384097,0.476821468,0.544067762,0.476139424,0.800729752,0.854216673,0.502668695,0.62612981
cg20165520,0.018257038,0.024525142,0.022863998,0.022898741,0.020028001,0.017097256,0.011687393,0.040895622
cg20174730,0.147446053,0.051220422,0.057962057,0.066261626,0.016689238,0.041218362,0.028838656,0.054833178
cg20176388,0.895113254,0.595098652,0.477014464,0.707651989,0.527807551,0.89934421,0.574222878,0.844363896
cg20181209,0.215026007,0.304408359,0.144915426,0.880698908,0.236288874,0.549667401,0.411887189,0.356166381
cg20222562,0.14233195,0.399761182,0.422973845,0.225679443,0.430578062,0.116508463,0.291049253,0.191551456
cg20268039,0.912281073,0.899937245,0.890545863,0.911317081,0.878669081,0.907828377,0.631577071,0.89915679
cg20276677,0.331310118,0.321786575,0.362898704,0.444960775,0.845257235,0.141531138,0.211528041,0.210211736
cg20309640,0.580823754,0.455571107,0.593742087,0.414498943,0.541043304,0.470298557,0.621173212,0.602073648
cg20340346,0.050814011,0.062823958,0.12391939,0.053733554,0.278342149,0.046687214,0.197332533,0.080197862
cg20375709,0.036291477,0.043388493,0.037072301,0.335261126,0.074135635,0.039373257,0.039027153,0.038334564
cg20379593,0.738397988,0.580189398,0.554691046,0.436229169,0.790700374,0.791974546,0.569437368,0.646623828
cg20388732,0.646534411,0.296381697,0.331148463,0.406881342,0.728879321,0.499114677,0.395149905,0.250420953
cg20432671,0.921248598,0.914311321,0.891079256,0.888230057,0.63815764,0.925041325,0.942480551,0.877494275
cg20458044,0.59049246,0.676242492,0.621740685,0.616158406,0.776032737,0.447973838,0.833814186,0.65100196
cg20504791,0.033755254,0.03597909,0.032813839,0.034716433,0.129050973,0.059455875,0.044739276,0.054818486
cg20513206,0.175341514,0.04650477,0.075291891,0.06472984,0.0797094,0.485620513,0.040592212,0.023578371
cg20515136,0.116296324,0.108671533,0.092115838,0.515901429,0.63974942,0.032096966,0.470790942,0.037844061
cg20519373,0.063283803,0.041307877,0.046393899,0.047272864,0.18310669,0.116799155,0.040553097,0.053123774
cg20569203,0.62707573,0.907261472,0.92447098,0.933042033,0.415502764,0.534410049,0.906467978,0.774983185
cg20570109,0.934567067,0.934210159,0.924732699,0.939191831,0.64271877,0.930769301,0.898842373,0.884898969
cg20630655,0.454738727,0.58738123,0.544563441,0.695497712,0.66861992,0.423148813,0.527592574,0.561599593
cg20660989,0.560914151,0.582560584,0.584567189,0.598492833,0.219306913,0.525498304,0.633398531,0.55299513
cg20677143,0.848181764,0.383694378,0.42024892,0.437770459,0.254800287,0.830202744,0.411178613,0.492840565
cg20715295,0.140921638,0.883558368,0.8632522,0.888652479,0.354385272,0.116819484,0.891929712,0.803675009
cg20740051,0.084361667,0.083647357,0.050035653,0.043720331,0.047406564,0.063465467,0.047025357,0.034760138
cg20743744,0.243944009,0.332783839,0.227698302,0.157162572,0.675790875,0.1422767,0.197438132,0.466680283
cg20747739,0.438192586,0.800721112,0.777541776,0.464107762,0.066836282,0.391668788,0.872255659,0.65706047
cg20770409,0.587567246,0.565369835,0.609205881,0.602340577,0.490867397,0.593464004,0.660192455,0.685708141
cg20801007,0.408786439,0.401080002,0.328392508,0.473349573,0.294222516,0.310282996,0.277357933,0.310972972
cg20848291,0.013652552,0.016225401,0.019329266,0.016489957,0.03596225,0.013699073,0.019969537,0.022635409
cg20885179,0.976795534,0.542152276,0.565047885,0.952063819,0.585236723,0.987043001,0.61352391,0.593802399
cg20911165,0.527383418,0.40547114,0.32317778,0.149483564,0.777543894,0.321963122,0.125390674,0.544938411
cg20956390,0.832227537,0.845915448,0.853418793,0.84735827,0.401721887,0.856329281,0.503833973,0.22880888
cg21010569,0.18239602,0.032062796,0.024781514,0.035279757,0.116718755,0.047443165,0.0388633,0.061731202
cg21041888,0.119203933,0.065351135,0.110001321,0.096098905,0.226380444,0.0566605,0.164869498,0.229496399
cg21051519,0.967380632,0.968983581,0.971642217,0.971355299,0.844190415,0.968921323,0.981536033,0.97052808
cg21061071,0.491742784,0.173760816,0.240699318,0.166139497,0.155628635,0.213779091,0.194363066,0.136825913
cg21073930,0.389401255,0.433599685,0.432251782,0.426512924,0.676955435,0.429894557,0.459087697,0.578472179
cg21103992,0.422395202,0.036187705,0.027970522,0.042939697,0.419483103,0.715748092,0.121699911,0.064086743
cg21109167,0.395647351,0.042375172,0.051890591,0.194380936,0.457318498,0.058550776,0.074239376,0.074661996
cg21116457,0.502812769,0.473446385,0.435920143,0.508455882,0.149370845,0.198062269,0.646013181,0.495428905
cg21147203,0.306088082,0.115920936,0.115083667,0.455220895,0.421649622,0.329372059,0.363815486,0.423147716
cg21153160,0.423771602,0.456204026,0.457405779,0.471509435,0.589563359,0.355332597,0.497457363,0.328275305
cg21159260,0.078103353,0.047718841,0.041385112,0.057371441,0.493687684,0.031984161,0.029536087,0.033745065
cg21160372,0.473738032,0.503764248,0.492168237,0.455360322,,0.075754079,0.13951603,0.561009358
cg21179831,0.574753798,0.506910107,0.527783643,0.122557052,0.241321186,0.743889397,0.468577653,0.531264624
cg21183502,0.353528719,0.17748801,0.106958,0.100298548,0.03642524,0.067618889,0.192935808,0.058917642
cg21220403,0.705223315,0.85629413,0.805542102,0.712558131,0.759454406,0.522255528,0.780475316,0.516010562
cg21235119,0.326263243,0.27929469,0.352219218,0.239951434,0.146596194,0.331260978,0.26567518,0.329823024
cg21361856,0.589186715,0.038882786,0.027731928,0.026531396,0.860444569,0.635753497,0.026973046,0.03125462
cg21371809,0.528099026,0.637186624,0.591659615,0.904106552,0.059787872,0.589864246,0.938349133,0.929992514
cg21392385,0.358956522,0.09553524,0.074334897,0.09008317,0.502603546,0.115491503,0.077985104,0.290252425
cg21468274,0.306252257,0.150493681,0.20388359,0.123983529,0.153858969,0.130511513,0.137928659,0.391616036
cg21500126,0.408941808,0.083817308,0.093935454,0.454839098,0.133780312,0.533453897,0.205473674,0.148136785
cg21521117,0.92866534,0.889216903,0.948594799,0.953341339,0.787195245,0.582081746,0.944429837,0.916701387
cg21523688,0.559177254,0.367023374,0.416441545,0.402934813,0.297609703,0.3848162,0.38091198,0.310056985
cg21548813,0.521365229,0.513366443,0.515166091,0.523564285,0.589279759,0.515193333,0.628415454,0.533233098
cg21573200,0.462461574,0.495453475,0.519706244,0.517669485,0.353737999,0.460718446,0.639709473,0.42098092
cg21580428,0.888704509,0.868803799,0.871192668,0.875209968,0.797753978,0.917488529,0.847186529,0.6449486
cg21583723,0.894081542,0.886320953,0.920576188,0.905955548,0.212392027,0.906372267,0.775163064,0.953947468
cg21610815,0.02584329,0.024762444,0.019211682,0.02049855,0.06043638,0.026341455,0.022095668,0.034781005
cg21626848,0.605605788,0.604680155,0.604478843,0.585256943,0.653909875,0.184610526,0.634018602,0.649943963
cg21646955,0.557456537,0.558331977,0.597767241,0.589092414,0.883143564,0.365817556,0.575328836,0.621968363
cg21665744,0.050560149,0.047299682,0.037945234,0.04798749,0.129935243,0.072298172,0.034648603,0.069380029
cg21702011,0.830669727,0.782952996,0.731661875,0.801842362,0.146631814,0.771398013,0.75230931,0.681082568
cg21746425,0.439133016,0.505374608,0.498407056,0.494074668,0.216227024,0.399016993,0.524681856,0.385855157
cg21750887,0.467511512,0.402182768,0.493864893,0.130716072,0.767529845,0.365937784,0.515644551,0.037358918
cg21790715,0.503744148,0.653691116,0.813764491,0.788566286,0.832451786,0.660068045,0.880592659,0.724555919
cg21838488,0.898139503,0.880649487,0.924808898,0.931175082,0.539756765,0.894797921,0.670168679,0.901460794
cg21859290,0.325804384,0.298549606,0.285941109,0.282778628,0.307060567,0.196207254,0.282572769,0.219860712
cg21865657,0.368306774,0.15566522,0.11853663,0.206906083,0.404060869,0.071643264,0.124866516,0.271697236
cg21910650,0.897873067,0.485548165,0.532143798,0.477944176,0.64728859,0.906551338,0.535822486,0.660961531
cg21915449,0.640738192,0.531019041,0.668910084,0.643974961,0.42322039,0.609458534,0.590749221,0.411563571
cg22033281,0.449348724,0.432574747,0.48878632,0.438115132,0.01868901,0.397243724,0.409573381,0.104364271
cg22109795,0.289010849,0.169369218,0.205610797,0.372148575,0.592696919,0.546591234,0.106529652,0.096418504
cg22115748,0.153312996,0.061993746,0.052631694,0.057571898,0.077663682,0.075052237,0.05885868,0.082453896
cg22212414,0.971087431,0.829384761,0.676498714,0.811964839,0.525784985,0.874961342,0.894463528,0.762048594
cg22234712,0.019108757,0.022273991,0.016372868,0.014586928,0.056522678,0.020113331,0.018667263,0.01742256
cg22264616,0.055155525,0.492354277,0.499139878,0.510107002,0.091790699,0.081395284,0.109726098,0.528028008
cg22307029,0.425847772,0.473310762,0.447348771,0.460654482,0.693634036,0.7214968,0.461774011,0.53265133
cg22321572,0.07645318,0.03485905,0.048485239,0.074060187,0.216590809,0.053695657,0.036128838,0.059228441
cg22358580,0.584181324,0.054950248,0.056979184,0.04354159,0.521324655,0.613405571,0.058959393,0.257438887
cg22407822,0.411456257,0.346075861,0.434111289,0.472816551,0.580317333,0.649751823,0.5115882,0.487680855
cg22407942,0.370702771,0.519232288,0.488533717,0.410125811,0.463534546,0.529149061,0.355188724,0.252323245
cg22466678,0.069430935,0.099960707,0.108083482,0.083547604,0.091322202,0.060141522,0.092696005,0.050491006
cg22533683,0.472093774,0.488351153,0.508859542,0.480098391,0.354484846,0.409977711,0.433012106,0.414309422
cg22555495,0.875424703,0.455375628,0.46191167,0.459514611,0.640105749,0.913601971,0.406013855,0.618143163
cg22590775,0.571792536,0.072878896,0.124728097,0.141540756,0.4116182,0.57043762,0.138764571,0.038320909
cg22595230,0.021132354,0.024643628,0.022879813,0.024793023,0.033698454,0.019109661,0.179041891,0.015242621
cg22611163,0.493720222,0.508772641,0.511177469,0.506526099,0.585985572,0.550147529,0.488726937,0.585049764
cg22622123,0.052393633,0.15369848,0.13592072,0.034768523,0.136920671,0.044953977,0.448792659,0.263528277
cg22677858,0.524580415,0.468488986,0.483968722,0.463189387,0.042377435,0.618942011,0.461793101,0.198625623
cg22684041,0.186499877,0.180693188,0.14679981,0.149187529,0.2036303,0.089885826,0.168236163,0.058222779
cg22697853,0.871310784,0.506792443,0.492922297,0.551197024,0.91064582,0.91422525,0.521797726,0.40978316
cg22705959,0.027320069,0.037313175,0.034283502,0.033439656,0.13399553,0.038385596,0.026426651,0.037653974
cg22721998,0.806737477,0.796949631,0.871085582,0.86351564,0.540419391,0.878750331,0.906025853,0.800427648
cg22784187,0.276084681,0.048926498,0.022347933,0.021509759,0.576671389,0.466081012,0.02904693,0.169858798
cg22796248,0.304205453,0.207440583,0.202761392,0.600983106,0.366418165,0.593480519,0.296058431,0.384037921
cg22827806,0.036765609,0.204503992,0.350339678,0.453173567,0.776692649,0.546023293,0.694674932,0.456171572
cg22833175,0.907719169,0.500036535,0.53171365,0.559701918,0.862749742,0.865895164,0.540395558,0.715912097
cg22841772,0.916141236,0.586745768,0.507819175,0.510448416,0.778669224,0.669046577,0.615224428,0.614531759
cg22867156,0.938239413,0.92814244,0.917581879,0.93978031,0.869032384,0.927629947,0.942913738,0.926775425
cg22872064,0.040921011,0.046323449,0.034110148,0.02535777,0.066557095,0.064375371,0.02321176,0.037348829
cg22879626,0.293370907,0.083341548,0.074571945,0.064411807,0.021236288,0.394893852,0.057794966,0.129747604
cg22894896,0.183757769,0.089176799,0.043465408,0.384887176,0.060552862,0.243285312,0.041562091,0.120278106
cg22898082,0.266637083,0.181608381,0.268235341,0.447030505,0.478393322,0.345098176,0.247889141,0.198694844
cg22901840,0.406388218,0.472717,0.467612205,0.454086839,0.529105862,0.454855787,0.50177192,0.585492081
cg22960869,0.825561675,0.920379219,0.899175484,0.92364627,0.354735484,0.666270366,0.681549545,0.698963879
cg22984769,0.93448419,0.51571175,0.55435696,0.522450551,0.562349989,0.849677745,0.501472526,0.535794855
cg23003926,0.937605594,0.540818596,0.543557462,0.060396976,0.590357828,0.914977132,0.146574239,0.038815103
cg23013853,0.890025509,0.835193116,0.895798844,0.876546662,0.317410028,0.458769178,0.945553179,0.88765076
cg23053407,0.047344534,0.046670024,0.037846036,0.041063376,0.30887613,0.08230352,0.043655261,0.111011395
cg23054121,0.379187685,0.787827056,0.821753209,0.857836184,0.175227739,0.891887483,0.842144194,0.595145003
cg23107878,0.459959957,0.502220882,0.52165487,0.519824174,0.670758652,0.481987337,0.467906092,0.462138779
cg23168425,0.462935815,0.158618477,0.198007031,0.179392356,0.185994426,0.099238277,0.510909777,0.717075143
cg23181159,0.197379313,0.632192651,0.643473039,0.095471403,0.773426228,0.122878676,0.248628573,0.329164462
cg23217680,0.630185999,0.570086985,0.495858153,0.509845222,0.889535208,0.06338032,0.517884911,0.492564047
cg23221052,0.01773262,0.018848464,0.017176869,0.015926723,0.017200348,0.016863835,0.021171798,0.016985869
cg23226914,0.872092706,0.962403476,0.967700723,0.958600707,0.825886828,0.966141763,0.962629291,0.969785632
cg23284609,0.127728845,0.06841841,0.112614814,0.09883549,0.40788633,0.059386576,0.099268173,0.09248052
cg23303188,0.068216267,0.083719752,0.096630937,0.137495982,0.123970633,0.048100034,0.077225477,0.191235051
cg23323891,0.608363316,0.908567082,0.875470117,0.859472751,0.524317418,0.544389568,0.925073091,0.85816726
cg23331961,0.181135001,0.405880343,0.575721973,0.327544304,0.262469663,0.485507095,0.837805528,0.501515322
cg23396177,0.046903712,0.258758019,0.158435397,0.038946511,0.087199503,0.060491404,0.069782544,0.096840242
cg23409168,0.033884401,0.034078036,0.03068054,0.030485549,0.679234629,0.112950903,0.061978526,0.044038745
cg23423227,0.521026093,0.447663444,0.444897293,0.066383621,0.799006372,0.928232711,0.176361856,0.088837892
cg23425316,0.527705427,0.537203207,0.556330826,0.557906529,0.115279153,0.587526246,0.605228034,0.683060326
cg23445878,0.509771461,0.073270337,0.142379983,0.169250659,0.143461999,0.37840356,0.171435419,0.117190684
cg23453353,0.245427013,0.234563552,0.308966219,0.15292931,0.159455895,0.155220729,0.131517108,0.09517084
cg23490300,0.518860506,0.483144619,0.472026126,0.478910326,0.156333578,0.592031545,0.540270973,0.585862373
cg23496516,0.047614935,0.04516581,0.040582655,0.041355896,0.068025045,0.056699265,0.050892575,0.084649781
cg23499929,0.096812056,0.083720129,0.083353912,0.306901558,0.03593808,0.397810337,0.135421553,0.058322561
cg23562538,0.402752911,0.084117994,0.142133626,0.0695942,0.477353988,0.029487827,0.180285578,0.031002786
cg23573129,0.136299379,0.092651674,0.084717856,0.069234639,0.396001811,0.08861241,0.152546134,0.047943255
cg23622616,0.053445639,0.043119377,0.048241745,0.052478039,0.194714005,0.053328753,0.034519999,0.040586743
cg23658684,0.34273325,0.784334418,0.792101143,0.852066232,0.364070724,0.056925771,0.504547828,0.668075684
cg23708337,0.647569677,0.612917779,0.574471227,0.588791932,0.241232176,0.665656485,0.670994538,0.56215348
cg23711873,0.700220085,0.870839694,0.815709883,0.929590229,,0.780341239,0.738991367,0.718299011
cg23732725,0.303050802,0.139901881,0.161365665,0.220236846,0.060747183,0.570511977,0.125336564,0.069064365
cg23746600,0.147217191,0.109309112,0.222837333,0.155734171,0.087627398,0.131946592,0.105475885,0.166344686
cg23748340,0.216474307,0.506206622,0.522923331,0.526582247,0.739111058,0.562808246,0.296183894,0.558553981
cg23759393,0.950763714,0.922328737,0.940134133,0.913974088,0.164346464,0.938446315,0.68985174,0.870585665
cg23796525,0.0504082,0.051564163,0.057045965,0.046449043,0.054703616,0.022200437,0.034500266,0.199213212
cg23884217,0.52774241,0.276806095,0.167659255,0.520761429,0.838060907,0.89004496,0.263755977,0.317892904
cg23892836,0.850130638,0.847197389,0.855340402,0.860687837,0.924672801,0.871847013,0.895587676,0.838888192
cg23921523,0.446157344,0.084149446,0.066413265,0.480005386,0.138171496,0.41604036,0.395855818,0.569388685
cg23929194,0.157840349,0.075296048,0.133302296,0.342043752,0.122446424,0.112601563,0.119565975,0.150609255
cg23933095,0.517467269,0.341368714,0.470023638,0.723122554,0.736060968,0.892533375,0.814711178,0.521451456
cg23942311,0.934384102,0.888718663,0.908919616,0.922253079,0.897293489,0.9295748,0.926819546,0.930684343
cg23971381,0.815293126,0.832497562,0.843247828,0.822654617,0.811124996,0.872028088,0.879246183,0.820579653
cg24008358,0.567072769,0.924033683,0.924852482,0.93246718,0.15817715,0.794052576,0.931495627,0.801664759
cg24033859,0.058119796,0.077552117,0.087329076,0.058223492,0.813255643,0.027193458,0.337330283,0.108988084
cg24048949,0.052504408,0.496572909,0.487465885,0.484216087,0.043593633,0.111147838,0.469213029,0.365909184
cg24061122,0.495888849,0.885509886,0.917607944,0.485807497,0.475554715,0.615657223,0.607551676,0.889119003
cg24128316,0.138238333,0.21677778,0.082948478,0.059942842,0.260298851,0.417674626,0.084630201,0.12521097
cg24195486,0.523531744,0.535701365,0.505342944,0.544659027,0.681447212,0.485177876,0.529614097,0.476738476
cg24218620,0.401726392,0.260958929,0.433163801,0.080776067,0.26801712,0.154827665,0.146859531,0.221305071
cg24317406,0.601651425,0.492836737,0.521723934,0.574692373,0.341249794,0.485146908,0.137166723,0.381085731
cg24319836,0.889414773,0.031373181,0.037471408,0.081088765,0.816366766,0.878783473,0.039770262,0.041504055
cg24322968,0.547284398,0.511123265,0.504323519,0.499958489,0.776475321,0.489685649,0.452528628,0.466684311
cg24324837,0.935823526,0.47468575,0.719602749,0.344929539,0.905661245,0.56872716,0.286183799,0.166747988
cg24334149,0.028096182,0.092739158,0.101350606,0.031174641,0.103062532,0.059146463,0.10346197,0.321873792
