,Unnamed: 0,Labels,DA LL 1,DA LL 2,DBL1,DBL2,DB LL 3,DB LL 4,DBL20,DBL21,DA,DB
683923,760865,cg23041656,0.9082043,0.922719533,0.921645506,0.964024296,0.586694206,0.921637672,0.689012381,0.939905113,0.865235011,0.782824568
684083,272330,cg23047236,0.219991339,0.081778953,0.163189666,0.764814747,0.386354585,0.54609863,0.361863621,0.511651275,0.317745389,0.47627388
684290,796073,cg23054006,0.713347343,0.55980918,0.138048796,0.536554317,0.084280877,0.766389853,0.928084582,0.513056925,0.723680963,0.627546079
684457,679009,cg23059375,0.78827959,0.587248918,0.437244023,0.523882637,0.145307689,0.880506156,0.783193206,0.941036059,0.672301941,0.732827802
685278,274659,cg23090827,0.097606206,0.048867671,0.061731668,0.187296166,0.135206267,0.158624325,0.435048874,0.056807333,0.246612679,0.392984551
686948,174031,cg23158419,0.867816514,0.938951015,0.668921677,0.804327182,0.869566704,0.539789866,0.407866022,0.937671422,0.712757069,0.609574382
687737,641700,cg23191027,0.587630781,0.632213566,0.13616923,0.076161842,0.182616384,0.184527381,0.071117736,0.100452399,0.50159168,0.386922351
687766,135636,cg23192131,0.442986407,0.334492438,0.127074613,0.600737485,0.041570078,0.664580711,0.063510397,0.499595535,0.199189492,0.326814031
688235,638019,cg23207412,0.29595727,0.460592295,0.180909999,0.395755137,0.067594141,0.061396225,0.18779847,0.024910935,0.408499849,0.32232326
688330,631475,cg23210676,0.195968144,0.127205067,0.167410099,0.115232323,0.176690098,0.128799298,0.243506141,0.08478998,0.320637293,0.449829831
688524,824392,cg23217680,0.255172849,0.147182534,0.387934769,0.096076354,0.387444262,0.130452142,0.56969437,0.05975698,0.341202224,0.440661374
688774,348078,cg23227119,0.614346105,0.034559132,0.520225046,0.138505214,0.567356826,0.126879422,0.44981755,0.050304117,0.353108778,0.562164109
689117,113732,cg23239150,0.738009694,0.513736626,0.627988914,0.841723892,0.809492623,0.825878686,0.382532459,0.846877154,0.580722144,0.605931913
689169,287937,cg23240895,0.158979428,0.510143358,0.635257466,0.929111837,0.540824526,0.86870305,0.626319639,0.941992467,0.433548044,0.723111187
689320,445653,cg23245905,0.88705243,0.941771896,0.792115671,0.951452731,0.729378196,0.8919184,0.916601059,0.929097801,0.714066906,0.867442082
689424,822133,cg23249414,0.811094056,0.864600647,0.91292158,0.887185728,0.815801001,0.886690271,0.426280927,0.919796909,0.481821269,0.521322568
689688,817871,cg23258854,0.870989841,0.894697343,0.931319705,0.622935322,0.731970075,0.748248842,0.133470449,0.899163768,0.790661717,0.683096214
690122,663406,cg23275390,0.521325816,0.543288427,0.532884158,0.547347459,0.532865073,0.349624173,0.350412376,0.574006145,0.552315971,0.526398672
690388,717456,cg23285586,0.887012268,0.944743661,0.789387999,0.958387719,0.807771572,0.908082426,0.620970617,0.940713028,0.760325433,0.677325314
691016,813301,cg23311977,0.714237379,0.52540766,0.47187766,0.459326754,0.688292964,0.738511983,0.516477332,0.515557336,0.514687227,0.383823965
691493,777894,cg23329411,0.26150349,0.501179548,0.09443964,0.068259787,0.120455908,0.047029668,0.758150425,0.05586558,0.303625697,0.284472917
692138,743817,cg23353602,0.910390858,0.931424597,0.924035233,0.942914692,0.897991186,0.907772022,0.925048642,0.930729387,0.907407083,0.863876463
692151,694008,cg23354236,0.624400283,0.388231336,0.71880939,0.894970614,0.874546313,0.729252832,0.872263862,0.889005963,0.760087376,0.756527361
692214,658643,cg23356451,0.531032797,0.057453571,0.533611497,0.608560424,0.787919726,0.470304263,0.044488482,0.510558847,0.334004583,0.459319117
692796,816628,cg23377344,0.163702614,0.091590919,0.471161269,0.478963128,0.789298583,0.555164744,0.099160484,0.492640964,0.322894752,0.408297751
693004,501968,cg23385847,0.596817692,0.11672043,0.404161751,0.093817851,0.6151812,0.035290457,0.166878289,0.551276054,0.568662771,0.540235098
693392,832127,cg23401464,0.064076474,0.032924406,0.678916888,0.897337289,0.393125684,0.946111763,0.592498436,0.927078561,0.32774444,0.624825185
693959,827114,cg23423445,0.262367155,0.111149673,0.16766577,0.590996559,0.228359479,0.469983651,0.539442948,0.598170931,0.427403956,0.641903294
694681,175048,cg23452289,0.89320725,0.917354522,0.741355954,0.930534475,0.759049828,0.718258182,0.6567015,0.906705711,0.826223816,0.654693236
695144,793802,cg23469537,0.348202593,0.136369934,0.418884702,0.369866485,0.805503568,0.139639558,0.037021376,0.086649001,0.213461043,0.253860868
695206,769573,cg23471972,0.908071629,0.941873003,0.917528665,0.948634927,0.897127868,0.820347583,0.643285555,0.930378174,0.870492205,0.756009038
695304,665105,cg23475560,0.111721511,0.154801287,0.466157691,0.930818758,0.643056166,0.841604798,0.404031976,0.5301149000000001,0.205432992,0.467351648
695347,240788,cg23477316,0.276112095,0.446826816,0.155297674,0.526777702,0.448680332,0.081194733,0.336913233,0.038527739,0.268401365,0.331011967
695680,625757,cg23490300,0.17630139,0.0666308,0.150845729,0.204072512,0.057484488,0.173344303,0.065078359,0.060283898,0.184758409,0.134016508
695872,671185,cg23497569,0.661931645,0.138584621,0.610517432,0.261877414,0.594176651,0.793952316,0.887554459,0.598847263,0.571174322,0.687906936
695936,455273,cg23499955,0.693319332,0.517447246,0.519033493,0.892973168,0.543720578,0.272348464,0.06890368,0.909077266,0.506936372,0.460311233
696053,445654,cg23504719,0.825892519,0.522318986,0.870507237,0.918794031,0.735566455,0.907776972,0.106392275,0.883235038,0.667564828,0.723072942
696540,771878,cg23521973,0.495624566,0.51258615,0.780934412,0.856097421,0.912672678,0.891837434,0.88059875,0.906386145,0.652371175,0.623616909
696709,543082,cg23527517,0.919265243,0.908425817,0.599002227,0.597509129,0.56408888,0.734358275,0.849270586,0.892615581,0.749629119,0.630328469
696978,820977,cg23537275,0.102269544,0.047813441,0.624302444,0.07076915,0.83611925,0.184792413,0.159354994,0.128611773,0.205590992,0.420136536
697028,415338,cg23539114,0.185853312,0.532301885,0.690139313,0.556584616,0.379870274,0.800925336,0.897493354,0.93863425,0.626866902,0.703805308
697064,783617,cg23540453,0.488141012,0.387239486,0.402497626,0.397065601,0.341098503,0.700351143,0.557918057,0.406949933,0.285855277,0.5805125
697255,663431,cg23548211,0.428168185,0.916414044,0.418712238,0.531379254,0.242020942,0.065317177,0.419756872,0.933343381,0.606262583,0.475693104
697742,258997,cg23568066,0.202418714,0.074981107,0.164968929,0.543228854,0.103491512,0.65195125,0.116319966,0.883153325,0.410592113,0.40209533
697770,722803,cg23568976,0.680453574,0.928042212,0.874472781,0.948681573,0.940482152,0.889968995,0.786611198,0.938240022,0.671397942,0.551627547
698085,743341,cg23583501,0.890560967,0.955571742,0.807616703,0.945962808,0.942084987,0.935001594,0.933664185,0.952736062,0.808900074,0.872161224
698296,192647,cg23591642,0.549007083,0.532028802,0.131893718,0.06976445,0.531406441,0.069142096,0.628343524,0.051946451,0.500437224,0.435441824
699903,257993,cg23649301,0.363202495,0.501383722,0.175241202,0.102920573,0.716943088,0.386480196,0.437744687,0.10340371,0.417652588,0.480799265
700585,567440,cg23672828,0.875220933,0.880936024,0.4896936,0.612350715,0.595080685,0.282819943,0.511421076,0.607874173,0.731733549,0.479772602
700661,226716,cg23676215,0.31780615,0.505403911,0.556076503,0.308726696,0.480251839,0.378108304,0.385235557,0.069149858,0.376782045,0.434721775
700947,539811,cg23684546,0.824864504,0.957780829,0.490649687,0.096495461,0.387002861,0.025975833,0.385510903,0.516468525,0.633948204,0.408558946
701522,828257,cg23703264,0.501345154,0.80442112,0.161446152,0.713605496,0.039434507,0.151806713,0.453481491,0.606684595,0.569672631,0.333589952
702257,397735,cg23730696,0.193698081,0.593149761,0.273399034,0.171766634,0.48874871,0.239513762,0.773097433,0.039772874,0.389891328,0.578686721
702514,543607,cg23740610,0.169546071,0.07083033,0.472023898,0.581752574,0.533717966,0.42432961,0.40002054,0.514554471,0.338002814,0.574255801
702927,361851,cg23758345,0.455962565,0.90461171,0.544343837,0.573031853,0.879732278,0.637033025,0.54127288,0.553624263,0.71741956,0.599550928
703029,64782,cg23762655,0.724759213,0.881066897,0.455294115,0.594718797,0.499317346,0.63267897,0.907622119,0.90929149,0.619823943,0.599204194
703329,764840,cg23777599,0.888413871,0.949628037,0.55188462,0.945275509,0.587993785,0.93552608,0.548437219,0.913118688,0.764216846,0.646094758
703383,664826,cg23779694,0.655029823,0.548208066,0.560522861,0.834992714,0.625003543,0.107525225,0.553268647,0.176257691,0.431976209,0.532608354
703461,720497,cg23782880,0.884288217,0.952419692,0.724208131,0.957406571,0.942563457,0.89573037,0.634663167,0.941280942,0.76271888,0.797638561
703631,655634,cg23790860,0.253545872,0.270858348,0.5145557,0.515364628,0.503554052,0.364241938,0.33674467,0.514302922,0.397648524,0.632556885
704447,194010,cg23822375,0.58962398,0.789090792,0.474177231,0.789597339,0.030908453,0.86632449,0.433283835,0.882023083,0.539427416,0.586321889
704867,678823,cg23838503,0.370066998,0.076309219,0.840567035,0.879486819,0.843560747,0.871889122,0.53882925,0.652672064,0.621824559,0.669938076
704890,683844,cg23839571,0.553352749,0.52168104,0.858441337,0.533961477,0.596992634,0.956982565,0.465537388,0.916084124,0.452859768,0.622494201
705126,513496,cg23847501,0.771806527,0.540359598,0.524500149,0.525659636,0.501467931,0.9311226,0.086154449,0.870721611,0.668916843,0.519523679
705497,273387,cg23862339,0.478853132,0.859790093,0.455552572,0.068365233,0.205465848,0.155761937,0.522133196,0.067636168,0.523119449,0.371925254
705520,777218,cg23863328,0.795129613,0.882449434,0.482855745,0.786939314,0.182078799,0.633366905,0.111176276,0.884725112,0.756669374,0.581679353
705658,666234,cg23869176,0.487293383,0.874537176,0.530620225,0.499688892,0.468218877,0.320047251,0.485472825,0.508843752,0.680203715,0.587339278
705794,681459,cg23874775,0.411558135,0.54952217,0.840431263,0.568812985,0.84493584,0.696098235,0.402907843,0.936602915,0.81583351,0.58565443
705802,652889,cg23875206,0.523723272,0.057561957,0.13112351,0.523442597,0.062509549,0.83366857,0.366274317,0.517803862,0.466840749,0.547051492
705815,238342,cg23875752,0.684902158,0.460432155,0.137163964,0.536787075,0.068684396,0.863257387,0.665929371,0.913986966,0.496282732,0.562446125
706144,487863,cg23886671,0.501096678,0.174120101,0.607615039,0.875155321,0.949287334,0.616392244,0.484658461,0.87611383,0.437416359,0.478321975
708171,134760,cg23960192,0.894770599,0.562225855,0.084317618,0.472917455,0.155882678,0.266010265,0.117277759,0.041045476,0.453987971,0.396463396
708720,654749,cg23980859,0.465347671,0.432139124,0.187519525,0.095049092,0.106438736,0.703107674,0.676633916,0.524998195,0.422636435,0.54979067
710212,216549,cg24032815,0.203100332,0.40934437,0.872188648,0.486026598,0.95472662,0.061729532,0.44572571,0.065494893,0.456049869,0.501395273
710457,550076,cg24041283,0.894995807,0.937626162,0.125781009,0.612347827,0.168004931,0.594268621,0.090095416,0.54155709,0.872109943,0.556312144
710625,344365,cg24047926,0.611721891,0.333211677,0.411480639,0.220365976,0.085499335,0.061706831,0.654512443,0.192680378,0.471455494,0.506342729
710627,71471,cg24048022,0.625496182,0.081775959,0.463466609,0.199484938,0.194987306,0.634378046,0.122506349,0.522052691,0.348856937,0.530928181
710831,529280,cg24055461,0.503041812,0.866586392,0.646285532,0.71326063,0.836143658,0.924920343,0.529214071,0.63558439,0.600405943,0.644069155
712117,636881,cg24104608,0.127045099,0.059720803,0.078156625,0.60251815,0.070128681,0.052809543,0.052287549,0.547379506,0.244879637,0.245063649
712180,766625,cg24106918,0.481566406,0.948541877,0.744491213,0.419018827,0.922569438,0.738385656,0.039655316,0.934293936,0.646935687,0.469833691
712695,653083,cg24126768,0.230451389,0.460921625,0.203959534,0.566402495,0.465017691,0.680950426,0.377861537,0.050288349,0.252325683,0.4357931
712868,668753,cg24132222,0.66669621,0.583320068,0.365393591,0.674245318,0.587137268,0.502523448,0.400898293,0.586348224,0.536478098,0.532752663
713042,534207,cg24138760,0.310944556,0.477220496,0.499243868,0.944317116,0.396760046,0.84177942,0.062691649,0.929475812,0.452795674,0.478574423
713335,641936,cg24149324,0.194652007,0.051618373,0.279121447,0.380783865,0.136686017,0.710663008,0.116378737,0.120449238,0.305003565,0.562315387
713357,194141,cg24150233,0.895151777,0.960397069,0.649088399,0.965408775,0.545693131,0.816723723,0.136567069,0.533841211,0.809728596,0.627561167
713695,445037,cg24162030,0.213055158,0.062581613,0.151561781,0.537788036,0.033245561,0.349767103,0.630631829,0.567056883,0.326666218,0.514183455
713708,104504,cg24162603,0.146067138,0.076814796,0.148164509,0.40149974,0.07335421,0.230233121,0.454990515,0.061887345,0.318267861,0.48904614
714149,53049,cg24179646,0.641846875,0.613970401,0.890506735,0.913988612,0.847032588,0.839855997,0.824321028,0.912742038,0.795153655,0.733034048
714457,323249,cg24192186,0.327665772,0.472576378,0.081165548,0.031511587,0.070566829,0.059593614,0.369206683,0.479040521,0.212813148,0.297934446
715905,174994,cg24252656,0.907766756,0.942146177,0.71072809,0.956055094,0.899297245,0.948080968,0.740367001,0.942866632,0.831556557,0.803835271
716153,795815,cg24262996,0.830938019,0.900515585,0.761419418,0.789231725,0.919587864,0.919013483,0.849259078,0.877403402,0.82791807,0.67519709
716614,243145,cg24283568,0.492291651,0.550003983,0.433875478,0.385266401,0.909071574,0.55434273,0.048286047,0.587192843,0.443649853,0.466316087
716704,254911,cg24287362,0.894789174,0.939974816,0.838926581,0.929277027,0.962399519,0.968214852,0.902972939,0.924092634,0.848366627,0.848389913
717683,561374,cg24322854,0.3602273,0.203813758,0.49448564,0.483437572,0.343995095,0.791161111,0.105154576,0.10249514,0.387248654,0.372147497
718517,833319,cg24353657,0.291813808,0.065238091,0.548714124,0.561093822,0.844487988,0.69645697,0.111130813,0.557949669,0.287832362,0.463061079
718532,193408,cg24354103,0.757006316,0.044225194,0.602804356,0.943323494,0.028284258,0.864150346,0.691704912,0.934238645,0.391243595,0.432418056
718631,769024,cg24358350,0.436885957,0.364068733,0.401692681,0.918345325,0.920727705,0.866395152,0.478201408,0.876926682,0.440361352,0.494673362
718837,670786,cg24365403,0.439031366,0.49647971,0.535512636,0.528177293,0.281434457,0.915303611,0.40152528,0.922105073,0.461533544,0.534483482
718976,646615,cg24370357,0.583725564,0.859200908,0.118176591,0.411785599,0.070807586,0.045776844,0.286391631,0.037933162,0.532169181,0.359075658
719352,135640,cg24385596,0.554633568,0.488978392,0.385464054,0.276792129,0.807373796,0.1580009,0.621771106,0.523822934,0.529396222,0.541527361
719458,789251,cg24389924,0.247386858,0.375812394,0.342338964,0.284310377,0.207066054,0.030314502,0.442257477,0.137622037,0.46482184,0.475400572
719951,441484,cg24407204,0.908720083,0.585470331,0.473003195,0.953920579,0.542565775,0.75008892,0.552154278,0.538044884,0.721056007,0.496287675
720038,688802,cg24410255,0.695581192,0.566486067,0.744848629,0.91265944,0.799429619,0.513313115,0.570581666,0.902053235,0.76773328,0.697759223
720868,772347,cg24441440,0.392356278,0.33634689,0.125559918,0.450576141,0.175592561,0.886525132,0.608556685,0.123882452,0.445549742,0.596367848
721137,833937,cg24452169,0.519214789,0.068348742,0.195581915,0.050303715,0.404762736,0.084767124,0.579726165,0.073534406,0.438836257,0.618308521
721450,127099,cg24463403,0.546987893,0.625034494,0.636395986,0.879002823,0.924511832,0.911435418,0.81412626,0.557455035,0.563439303,0.732191922
721959,469747,cg24483201,0.208515805,0.056759846,0.334369386,0.441115513,0.552886883,0.203527131,0.569023459,0.072365844,0.311581267,0.50394515
722322,164308,cg24496563,0.428203679,0.050711326,0.288013373,0.551867163,0.083873238,0.264349713,0.11864612,0.039784551,0.190037055,0.367321403
723148,563022,cg24526596,0.451851338,0.451080231,0.423806943,0.399505741,0.718920364,0.186750816,0.387914514,0.375602756,0.384351034,0.339423082
723568,400219,cg24540763,0.346710615,0.437386959,0.423870479,0.48466962,0.261943794,0.657399831,0.040712829,0.53971015,0.444072026,0.343482177
723584,620961,cg24541530,0.188161725,0.077440652,0.141437728,0.09493611,0.023859086,0.027885301,0.120733514,0.099972901,0.308435126,0.565483697
724158,171792,cg24565489,0.44175121,0.129025391,0.460661022,0.501506881,0.45255564,0.380423916,0.598643446,0.489892251,0.423269243,0.558843721
724425,663622,cg24576726,0.345480036,0.050457088,0.496579313,0.564291079,0.572789944,0.81601285,0.624567,0.499811422,0.279797155,0.652675063
724643,632103,cg24584721,0.083230961,0.035099215,0.120635105,0.049191604,0.030907914,0.189254913,0.727037057,0.040790114,0.195133708,0.387781509
724895,645382,cg24593714,0.447629618,0.468784939,0.33882165,0.097027396,0.204090951,0.380642019,0.23495269,0.128360783,0.371849698,0.382525015
725258,625832,cg24606594,0.171364683,0.12848181,0.14182243,0.116010436,0.072665501,0.053432067,0.193679091,0.079634763,0.263604696,0.349008408
725340,668322,cg24609688,0.434122622,0.778321037,0.516022825,0.566007375,0.543845919,0.452558055,0.151569919,0.89368647,0.665899407,0.408739112
725443,639945,cg24614148,0.384476169,0.083343698,0.101188556,0.3892471,0.088722084,0.045877009,0.689791375,0.039891415,0.337949975,0.408648189
725571,642789,cg24619462,0.203142488,0.081686639,0.335991023,0.574263951,0.134436313,0.554118491,0.130390716,0.051547059,0.237020459,0.279004491
725908,397753,cg24632139,0.627243665,0.570344302,0.136627313,0.581039952,0.233576538,0.124510131,0.917710643,0.554864453,0.634233526,0.604170416
726270,638130,cg24645652,0.345040827,0.056366375,0.137980816,0.046478321,0.110099473,0.226943342,0.228358,0.532012983,0.197567106,0.265089517
726696,687703,cg24662880,0.855184789,0.889231081,0.783507937,0.478766954,0.912733861,0.858038725,0.372751653,0.48792036,0.798157311,0.54492475
727055,645747,cg24676815,0.250503057,0.131655324,0.306705656,0.493263815,0.235878876,0.744081599,0.102834291,0.068280957,0.315079025,0.423998783
727366,631816,cg24686644,0.284471538,0.159343675,0.397106074,0.222881628,0.027011151,0.022493344,0.054887419,0.091348971,0.405743802,0.258558998
727963,541545,cg24706269,0.403153763,0.196556487,0.66238236,0.536472648,0.826546318,0.537446228,0.910629277,0.524909445,0.534233195,0.706717368
728325,570687,cg24718903,0.719902046,0.689431854,0.487559954,0.612629441,0.498882479,0.538988903,0.801926372,0.564898532,0.585580473,0.600175996
729604,62067,cg24766030,0.230890651,0.185994313,0.354083552,0.157517317,0.054984438,0.059056474,0.652646124,0.049772961,0.224556927,0.283088307
729839,353239,cg24774804,0.112623744,0.071025603,0.297789244,0.058182891,0.049989077,0.048976157,0.236685617,0.079334951,0.226258542,0.399446169
729926,324230,cg24778016,0.550568588,0.896068638,0.153348311,0.103807224,0.089836291,0.354908727,0.643796893,0.045423606,0.446847011,0.49153004
730072,327707,cg24784353,0.492076081,0.419161387,0.471689717,0.191321504,0.194902297,0.081463539,0.409710583,0.489330719,0.516200122,0.364023961
730898,705923,cg24813791,0.723009368,0.692685877,0.816882138,0.906412192,0.966873643,0.938383551,0.583573264,0.879376291,0.568452617,0.565123519
731072,767508,cg24821419,0.076402456,0.074334928,0.475053015,0.02642941,0.640118189,0.100713845,0.052940675,0.035008497,0.155664971,0.414216933
731436,646677,cg24834846,0.450965802,0.486399809,0.41476897,0.262033161,0.078059078,0.11457125,0.552008885,0.062025111,0.439549389,0.562258788
731458,666131,cg24835309,0.533433741,0.540770686,0.534400304,0.55859543,0.692125756,0.636144428,0.153299699,0.5172986,0.473028964,0.402667442
731735,163642,cg24846009,0.457810286,0.194842509,0.583818422,0.560657815,0.62762971,0.637059824,0.438269999,0.543873836,0.456615777,0.547455683
732030,453476,cg24855781,0.653916853,0.944384667,0.942076793,0.954966355,0.950169622,0.907034848,0.932303168,0.945604863,0.778035706,0.774792009
732464,55030,cg24870252,0.648442894,0.544529733,0.321145346,0.646599756,0.562186515,0.423808558,0.547699831,0.566927749,0.637072806,0.52758411
732534,199133,cg24872375,0.270681392,0.078961296,0.469427085,0.518456237,0.704496927,0.411351068,0.071596613,0.560110771,0.312787404,0.370664796
732956,803922,cg24887023,0.764696077,0.529453675,0.327615457,0.661362503,0.329919762,0.527504455,0.05288318,0.573629254,0.636644545,0.480365611
733169,357796,cg24895445,0.854071599,0.611690816,0.512897086,0.934884326,0.688933282,0.078075621,0.149572166,0.929866854,0.67038245,0.49988535
734292,766589,cg24938348,0.634327782,0.547241126,0.394796138,0.568701816,0.122728789,0.540537421,0.941072922,0.608396596,0.589930349,0.68231463
734746,695342,cg24955824,0.796584947,0.892536048,0.737145763,0.90372488,0.846114944,0.888621986,0.135092703,0.858148149,0.78425187,0.653801737
735068,203181,cg24969716,0.538314653,0.522262088,0.046755103,0.502501622,0.048360159,0.617198703,0.518054907,0.542924006,0.486070291,0.380289123
735616,496792,cg24992577,0.559403909,0.526436126,0.880148298,0.910964382,0.918647946,0.922448229,0.919227064,0.909263098,0.608883928,0.6350599
735886,639770,cg25001882,0.513397591,0.524399976,0.101151254,0.046551439,0.089574631,0.046524165,0.449200919,0.039284315,0.458170342,0.213095412
736008,13489,cg25006149,0.653900547,0.185174432,0.50762252,0.609797198,0.458931765,0.416819021,0.18943669,0.065635651,0.62265947,0.619451275
736764,784613,cg25030508,0.260919295,0.2471148,0.332123158,0.50705547,0.348852262,0.214840705,0.452109702,0.03336304,0.182745439,0.390100142
736881,663668,cg25034991,0.87827393,0.929323034,0.073496228,0.541401742,0.36227439,0.390277626,0.223053052,0.575888466,0.622879985,0.522226649
736893,676186,cg25035365,0.39536511,0.867993093,0.386480871,0.651001876,0.366636934,0.920008387,0.434576538,0.876600275,0.649255935,0.430021667
737845,20420,cg25073664,0.545211698,0.504499609,0.356119141,0.944833701,0.035692061,0.793256767,0.195032326,0.931679603,0.439158638,0.414376028
738418,788153,cg25096727,0.678131963,0.70189354,0.790732882,0.820865801,0.770244031,0.881924809,0.352024357,0.936566166,0.781921874,0.744556217
740630,682719,cg25183543,0.52678245,0.853390872,0.650724735,0.751151471,0.621277694,0.93893428,0.063435422,0.926702766,0.60042168,0.428431599
740672,485346,cg25185426,0.649752986,0.436609435,0.617829377,0.636596478,0.547532078,0.852420507,0.580303118,0.589276712,0.632896541,0.65678558
740689,647147,cg25186092,0.079967907,0.065619871,0.128648372,0.40995903,0.085697249,0.826249943,0.385622071,0.478219927,0.194900546,0.337934047
741694,830788,cg25223143,0.465095847,0.053992231,0.094684956,0.05457685,0.315028521,0.067680708,0.331007098,0.076012736,0.287793454,0.339475341
741726,816158,cg25224232,0.754909744,0.811711416,0.436122873,0.792921813,0.821915465,0.904325977,0.596886571,0.927748451,0.563933929,0.502382755
741871,75551,cg25229964,0.3743757,0.228037031,0.510550633,0.900166532,0.901270552,0.81041965,0.113281547,0.87925397,0.386599279,0.394945997
741994,375573,cg25235250,0.443642416,0.543462029,0.111668296,0.061798578,0.08221057,0.073857779,0.04399068,0.045996053,0.459415689,0.369971662
742805,206342,cg25268675,0.145751937,0.034896357,0.126304992,0.399918002,0.781999668,0.589235233,0.077624281,0.56558073,0.443868363,0.438360756
743853,574848,cg25309775,0.871480145,0.90420745,0.913237093,0.915633984,0.755178338,0.877625504,0.915495844,0.926767241,0.867332883,0.756027536
744476,480,cg25332869,0.139600492,0.046159703,0.21263432,0.492689771,0.904602082,0.310009071,0.1048986,0.942375656,0.19894084,0.348915936
744618,341702,cg25338835,0.383390337,0.568214693,0.481264251,0.162652873,0.064115392,0.022319475,0.53736723,0.047914306,0.557209432,0.531595882
745458,688792,cg25368347,0.561081059,0.863474667,0.602474778,0.837831708,0.808534714,0.945687016,0.571449236,0.513853252,0.591484612,0.620033528
745815,290063,cg25380351,0.157817351,0.089313537,0.506276128,0.399954097,0.107198637,0.188365992,0.11566166,0.570431664,0.153924346,0.362564334
747467,124346,cg25444002,0.496161886,0.045143613,0.067714887,0.04250167,0.276684204,0.110214866,0.572305492,0.043192179,0.477475888,0.565107391
748324,649079,cg25476748,0.421389924,0.859428651,0.406897297,0.084711138,0.416828187,0.044229309,0.342960926,0.070778915,0.538863719,0.426289826
748466,109024,cg25481666,0.346314568,0.036381937,0.321440272,0.044907241,0.386025783,0.634421122,0.088455774,0.055889073,0.353039691,0.242306013
748606,641976,cg25486737,0.292196985,0.048192913,0.46108165,0.065477499,0.383680384,0.302265411,0.379651222,0.06115494,0.214827804,0.322257995
749965,674739,cg25541298,0.629139693,0.877578718,0.528695449,0.445809267,0.827505416,0.511957893,0.896182781,0.076240973,0.753234325,0.60813805
750575,559772,cg25564241,0.895668182,0.929111184,0.108686231,0.484730668,0.054444574,0.849226714,0.544087777,0.52014165,0.784695768,0.570295341
750812,681653,cg25573480,0.838223986,0.906731988,0.625742986,0.133716378,0.928033182,0.761978986,0.140167778,0.929568231,0.636163748,0.481957638
751122,350836,cg25584728,0.471363081,0.049558906,0.269668587,0.092845783,0.36195069,0.815367385,0.496158256,0.479220883,0.398432309,0.397374397
751281,60483,cg25590826,0.520484017,0.602858821,0.584515802,0.229093954,0.219785152,0.128341026,0.063419764,0.577654713,0.630114518,0.479533362
751387,661895,cg25594376,0.375772393,0.624632712,0.611711283,0.281131878,0.570737734,0.671046866,0.659819268,0.031513798,0.569462652,0.394640717
751530,527296,cg25598678,0.9376547,0.887801268,0.914915495,0.930258149,0.921384475,0.96042598,0.712450772,0.921742574,0.805396466,0.793183142
751654,692346,cg25602395,0.305183748,0.533943938,0.882064028,0.918315362,0.948374912,0.898824394,0.493090485,0.923759231,0.345482356,0.542713057
752353,209163,cg25629418,0.816909548,0.509011061,0.832324862,0.897823054,0.959778847,0.493125782,0.4001264,0.898754619,0.585677718,0.525576818
752595,460792,cg25638549,0.557907288,0.587528784,0.363038669,0.472611816,0.092803631,0.705240689,0.343619252,0.50521735,0.43619724,0.693389334
752941,592356,cg25652454,0.286177927,0.736153045,0.299827258,0.688327446,0.31944162,0.861203397,0.064852945,0.623191608,0.592381063,0.559687739
753286,49486,cg25665429,0.66721912,0.571458807,0.605377911,0.860628892,0.79735285,0.8595142,0.138749655,0.547322617,0.473950585,0.39484703
755837,256696,cg25762654,0.47666297,0.062810198,0.097089949,0.03616257,0.182969763,0.207220122,0.075304876,0.047975404,0.233134099,0.342361896
756033,56366,cg25770267,0.242634207,0.070084601,0.509417825,0.454890163,0.203436743,0.149003342,0.65765162,0.208820773,0.269367763,0.55355122
756403,408858,cg25785236,0.450433947,0.180827952,0.509090709,0.426904033,0.065379093,0.034391835,0.165010273,0.509892363,0.386322609,0.490368286
756674,5349,cg25795773,0.278174922,0.192104577,0.370610456,0.541727885,0.305576437,0.475026263,0.632155741,0.519938553,0.418384802,0.535475869
756891,682235,cg25805770,0.606993854,0.929406158,0.693602163,0.589177976,0.896894646,0.664506087,0.33483275,0.586614306,0.702981339,0.583781432
757135,580962,cg25815682,0.792778195,0.884543273,0.578429873,0.513200807,0.413690818,0.917651915,0.743188017,0.916147567,0.8456553,0.695938493
757670,746344,cg25836915,0.910980682,0.963096752,0.956736891,0.888176513,0.894463205,0.906431936,0.938337196,0.950894025,0.879415817,0.947806326
757938,642517,cg25846427,0.401996768,0.713749612,0.070647479,0.167575057,0.112022297,0.062561935,0.48004962,0.034476446,0.217361155,0.349645688
758019,414029,cg25850828,0.097739959,0.093420297,0.119981223,0.05446264,0.262769159,0.02725199,0.08082949,0.049499258,0.333842339,0.466930319
758177,575051,cg25857194,0.355548359,0.447944093,0.447880886,0.089958805,0.617247034,0.088086161,0.476816574,0.114368121,0.339741587,0.516950328
759241,800383,cg25904926,0.192736822,0.051987762,0.503225347,0.521106219,0.366288138,0.484459689,0.517448814,0.523857858,0.262391241,0.489004764
759408,493383,cg25913233,0.654432558,0.927961646,0.587313137,0.923684059,0.672921366,0.953524921,0.864866382,0.941693932,0.703302137,0.584888679
759633,816410,cg25922517,0.18474136,0.054053381,0.527036403,0.107233255,0.888348896,0.909591904,0.461871496,0.029122427,0.365824544,0.626635429
